customer_id,region,marketing_channel,campaign_type,before_campaign_sales,after_campaign_sales,before_campaign_visits,after_campaign_visits,conversion_rate_before,conversion_rate_after,campaign_cost_usd,customer_retained
7164,Middle East,Influencer,New Product Launch,2086,2643,6,18,3.82,3.41,8571,1
7165,Middle East,Influencer,New Product Launch,3947,1943,38,30,2.49,3.19,7434,1
7166,Europe,Social Media,Discount,1876,1769,26,69,3.54,6.37,8277,1
7167,South America,Influencer,Discount,4528,8669,24,54,1.82,10.34,13585,1
7168,North America,Email,Brand Awareness,4687,835,22,63,4.7,1.49,17463,1
7169,Middle East,TV Ads,New Product Launch,1637,6270,34,12,2.12,7.64,6390,1
7170,Europe,Google Ads,Discount,2186,4028,1,44,1.75,2.21,17239,1
7171,Europe,TV Ads,Discount,830,3946,47,78,2.94,10.8,1036,1
7172,Europe,Influencer,New Product Launch,100,6941,28,89,3.97,8.18,5753,1
7173,Middle East,Google Ads,Brand Awareness,3681,8928,34,73,4.56,4.58,15294,1
7174,Middle East,Influencer,Brand Awareness,4477,3907,13,19,4.64,6.55,2346,1
7175,Middle East,Influencer,Discount,4442,7025,45,87,0.56,5.82,10048,1
7176,South America,TV Ads,New Product Launch,3835,4330,3,20,0.63,11.85,15641,0
7177,Middle East,Social Media,Brand Awareness,1278,5834,37,73,2.09,8.93,1824,1
7178,Europe,Social Media,Brand Awareness,3792,1838,41,83,3.09,9.34,5355,1
7179,North America,Social Media,Brand Awareness,868,706,22,8,1.08,1.63,7570,0
7180,Europe,TV Ads,Brand Awareness,4828,2264,12,45,4.53,3.98,17882,1
7181,North America,Google Ads,Discount,2263,4327,12,45,4.47,2.32,10111,0
7182,South America,Influencer,Discount,2945,4448,29,67,2.59,2.8,18326,1
7183,Europe,TV Ads,Discount,836,1630,12,55,3.71,6.17,8297,1
7184,Asia,Email,New Product Launch,4147,3481,3,71,2.4,8.38,19289,1
7185,South America,Google Ads,Brand Awareness,2361,4511,37,76,1.62,3.84,9419,1
7186,Middle East,TV Ads,Discount,4333,6718,31,48,0.93,2.44,2633,1
7187,Middle East,Google Ads,Discount,4186,585,43,25,0.77,2.35,15302,0
7188,North America,Social Media,Discount,3423,7271,38,21,2.4,8.52,10314,1
7189,Middle East,TV Ads,New Product Launch,2296,6665,37,21,2.27,2.55,19867,1
7190,Europe,Influencer,New Product Launch,2605,5110,8,80,1.81,8.97,1058,1
7191,Europe,Email,New Product Launch,2387,6497,49,91,2.46,11.41,8546,1
7192,Middle East,Email,Brand Awareness,4570,5369,31,83,2.63,5.94,9596,1
7193,Asia,Email,New Product Launch,2395,8957,9,108,4.48,7.45,5649,1
7194,Asia,Influencer,Discount,2552,8376,37,70,4.71,9.41,1953,1
7195,South America,TV Ads,Brand Awareness,308,3028,47,27,3.13,6.39,9414,0
7196,Middle East,Email,Brand Awareness,2544,5717,18,26,0.53,7.52,11245,1
7197,Asia,Google Ads,New Product Launch,416,1404,19,87,2.7,9.02,8003,0
7198,Middle East,Influencer,Brand Awareness,4767,4154,24,94,0.83,11.33,4835,1
7199,South America,Influencer,Discount,2294,1564,30,75,3.37,10.36,5320,0
7200,Middle East,Email,Discount,3111,5359,29,20,3.82,9.76,4827,0
7201,North America,TV Ads,Brand Awareness,1468,1439,48,59,2.86,3.45,19926,0
7202,Middle East,TV Ads,Brand Awareness,2939,7166,37,111,2.82,5.43,12332,1
7203,Europe,TV Ads,Brand Awareness,1367,4610,26,7,1.77,8.91,13481,1
7204,Asia,Influencer,Discount,4311,5495,36,15,3.67,1.29,19946,1
7205,North America,Email,New Product Launch,4328,3504,47,26,4.46,6.03,19583,1
7206,North America,Social Media,Brand Awareness,2918,7967,4,110,2.56,9.25,5346,1
7207,Europe,Influencer,Brand Awareness,2384,2555,18,86,1.67,7.86,2070,1
7208,Europe,Social Media,Discount,1380,8590,2,54,4.26,7.89,3793,0
7209,North America,Google Ads,Brand Awareness,4353,8108,17,97,2.58,1.63,10246,1
7210,Europe,Google Ads,Brand Awareness,3872,6166,35,82,3.13,1.93,4686,0
7211,North America,Google Ads,Brand Awareness,4961,2396,20,8,1.4,7.77,18397,1
7212,Asia,Email,Brand Awareness,427,2743,36,60,2.75,9.1,9888,0
7213,Middle East,Social Media,New Product Launch,555,2491,44,97,4.72,5.92,9155,1
7214,North America,Email,Discount,540,8066,28,9,1.93,7.27,3592,1
7215,South America,TV Ads,Discount,4634,3040,14,90,2.39,4.34,16957,0
7216,Middle East,Google Ads,New Product Launch,209,446,27,25,2.04,7.87,14070,0
7217,South America,Influencer,Discount,672,3943,16,70,2.25,11.63,4905,0
7218,Europe,Google Ads,Brand Awareness,3380,6976,47,29,1.53,8.12,11701,1
7219,North America,Social Media,New Product Launch,2905,420,11,98,3.48,8.23,7755,1
7220,Middle East,Social Media,New Product Launch,1830,2960,47,77,2.87,4.88,9330,1
7221,North America,Email,Discount,1989,3990,10,19,0.5,10.05,12566,1
7222,South America,Social Media,Brand Awareness,424,505,47,101,4.32,10.93,6786,1
7223,Asia,TV Ads,Discount,3737,5209,40,66,3.74,10.88,11979,0
7224,North America,Social Media,Brand Awareness,4873,8320,7,79,2.94,7.61,1649,1
7225,Middle East,Influencer,New Product Launch,1531,3641,14,66,4.97,4.72,10649,0
7226,Europe,Influencer,Discount,4699,1565,24,99,2.56,7.5,10525,1
7227,Middle East,Influencer,New Product Launch,239,3295,32,53,0.69,4.62,4334,1
7228,Asia,Google Ads,New Product Launch,924,2738,6,64,1.16,7.5,17879,1
7229,Asia,Google Ads,Discount,2718,6664,44,25,1.38,11.0,13045,0
7230,South America,Influencer,New Product Launch,1219,3613,13,111,3.71,6.19,8375,0
7231,Asia,Google Ads,Discount,1283,1441,27,13,1.38,1.88,18882,1
7232,North America,Influencer,Brand Awareness,1826,7164,16,76,3.05,1.38,10312,1
7233,South America,Influencer,New Product Launch,2391,5029,29,110,4.73,10.34,18186,1
7234,Europe,Google Ads,Discount,1609,7449,13,65,3.37,5.84,4904,1
7235,South America,Email,Discount,1934,6004,34,43,3.52,6.69,17410,1
7236,North America,Influencer,Discount,1500,4206,26,93,4.02,7.06,18252,1
7237,South America,Email,Brand Awareness,2291,5212,34,56,3.4,4.28,4021,1
7238,Asia,TV Ads,Discount,3443,8314,32,76,1.47,8.13,1667,1
7239,Middle East,Google Ads,New Product Launch,4483,8874,11,118,1.94,8.48,14747,1
7240,Europe,Social Media,New Product Launch,2912,1465,15,32,3.53,7.01,18753,0
7241,Asia,Google Ads,New Product Launch,960,7279,35,106,4.96,3.19,11089,0
7242,Europe,Social Media,New Product Launch,317,4171,9,91,1.82,4.48,12072,1
7243,Middle East,TV Ads,New Product Launch,2872,6713,7,69,3.31,8.8,18626,1
7244,Asia,TV Ads,Discount,1801,5396,38,54,1.32,9.01,18543,1
7245,North America,Influencer,Brand Awareness,3754,3105,25,90,0.52,7.92,3923,1
7246,North America,Google Ads,Discount,775,2923,19,44,3.97,2.04,2781,0
7247,Europe,Social Media,New Product Launch,1122,6776,37,70,0.76,10.26,5257,0
7248,North America,Email,Brand Awareness,2628,4980,9,112,3.27,10.23,12830,1
7249,Middle East,Influencer,Discount,803,3674,13,34,2.2,11.72,12903,1
7250,North America,Social Media,Discount,3043,6911,27,90,4.4,5.22,18994,1
7251,Asia,TV Ads,New Product Launch,1444,1877,17,89,3.04,3.07,15670,1
7252,Asia,Email,Brand Awareness,3277,6007,30,111,3.4,4.26,9630,1
7253,Middle East,Email,Discount,4475,8833,35,41,2.98,10.8,3726,1
7254,Asia,TV Ads,Discount,2405,4693,44,40,2.57,5.59,3766,1
7255,Asia,Influencer,Brand Awareness,1869,2197,29,62,3.51,11.66,15892,1
7256,Asia,TV Ads,Discount,3868,8454,27,46,2.82,10.22,5436,1
7257,Asia,Social Media,Brand Awareness,1038,3444,37,10,2.99,9.87,7743,1
7258,Europe,TV Ads,Discount,1461,1529,29,102,2.25,2.36,6538,1
7259,Europe,TV Ads,New Product Launch,3379,997,18,32,4.94,1.16,2102,1
7260,Europe,Influencer,New Product Launch,2559,7108,37,10,3.44,3.87,12541,1
7261,South America,Social Media,Discount,587,973,29,27,3.84,8.38,5364,1
7262,North America,Google Ads,New Product Launch,4750,824,24,59,0.64,4.65,15517,1
7263,Middle East,Social Media,Discount,3454,4850,25,26,4.08,2.92,14893,1
7264,North America,TV Ads,Discount,4304,2338,19,56,2.54,5.37,4342,1
7265,Middle East,Google Ads,New Product Launch,4313,1780,17,46,0.59,4.93,3142,0
7266,Asia,Email,Brand Awareness,1146,4600,23,91,3.94,7.45,14475,1
7267,North America,Influencer,New Product Launch,3077,6752,3,90,4.07,3.95,11935,1
7268,Europe,TV Ads,Brand Awareness,443,7087,2,14,3.63,2.76,12343,0
7269,Middle East,Google Ads,Brand Awareness,4835,5770,46,86,3.63,2.61,9720,1
7270,Asia,Email,Brand Awareness,293,8095,22,98,2.69,3.77,18180,0
7271,North America,Email,Discount,343,244,31,20,2.2,11.02,5509,1
7272,Asia,TV Ads,Discount,4362,6527,32,30,1.31,8.61,16005,1
7273,Europe,Social Media,Discount,4785,7708,45,31,1.75,6.37,6297,1
7274,Asia,Email,Brand Awareness,4506,5153,37,108,0.72,7.93,11731,1
7275,Middle East,Google Ads,Discount,2117,8250,15,17,2.08,9.67,18977,1
7276,Middle East,Influencer,Discount,4050,6647,24,35,3.94,9.01,5083,1
7277,Middle East,TV Ads,New Product Launch,1190,4401,14,66,1.66,11.4,2035,1
7278,North America,Social Media,Discount,3923,6736,40,23,1.83,9.48,6844,1
7279,South America,Email,Brand Awareness,3468,2515,48,85,1.8,6.46,10516,0
7280,Asia,Google Ads,New Product Launch,3026,6613,31,65,4.13,3.14,13665,1
7281,North America,Influencer,Brand Awareness,2845,6096,28,72,1.42,6.33,2553,1
7282,North America,Influencer,Brand Awareness,1309,1515,17,71,2.93,11.84,2293,1
7283,Asia,Influencer,Brand Awareness,1120,8850,27,71,0.5,9.87,15611,1
7284,Middle East,Social Media,Brand Awareness,1229,4553,37,9,3.95,10.33,10512,1
7285,South America,Google Ads,Brand Awareness,2783,8385,28,62,4.91,10.17,4870,1
7286,South America,Email,New Product Launch,4389,5488,26,67,3.26,5.18,17667,1
7287,North America,Influencer,Discount,4250,5049,26,84,1.21,1.86,19400,0
7288,Middle East,Social Media,New Product Launch,4887,1633,31,33,3.9,8.0,12079,1
7289,South America,Influencer,New Product Launch,1638,3603,21,38,3.62,10.59,9751,1
7290,Asia,Influencer,New Product Launch,2913,3827,16,76,2.3,7.92,12890,1
7291,Europe,Email,Discount,782,7225,44,100,2.47,7.23,17410,0
7292,Middle East,Social Media,Brand Awareness,1309,6783,43,29,1.66,6.3,609,0
7293,Asia,Social Media,Discount,4832,4034,4,84,4.34,4.25,725,1
7294,Asia,Social Media,Discount,4604,593,13,114,3.46,8.43,18945,0
7295,North America,Social Media,New Product Launch,250,4269,48,76,3.69,5.31,2557,1
7296,Asia,Email,Discount,3187,4850,33,88,1.52,10.14,12295,1
7297,Middle East,TV Ads,Brand Awareness,1687,8447,10,113,4.41,4.43,7341,1
7298,Middle East,Social Media,Discount,592,5517,18,29,3.3,9.09,7125,1
7299,Middle East,Google Ads,Discount,4388,8267,26,17,1.3,1.63,10680,1
7300,Middle East,Social Media,New Product Launch,262,2086,36,41,2.16,9.3,9140,1
7301,North America,Email,New Product Launch,3364,701,25,97,3.66,2.73,19776,1
7302,North America,Influencer,New Product Launch,779,6152,44,109,1.38,5.7,6557,0
7303,Asia,Google Ads,Discount,3249,2098,44,106,2.35,8.99,18191,1
7304,Europe,Google Ads,New Product Launch,2169,5408,4,72,0.8,6.41,10148,0
7305,Asia,Email,Brand Awareness,3589,1718,47,99,1.26,1.53,2231,0
7306,Asia,Google Ads,Brand Awareness,4574,4282,40,22,1.45,10.15,16947,0
7307,South America,TV Ads,New Product Launch,1198,1669,1,47,1.7,9.08,2426,0
7308,Europe,Influencer,Brand Awareness,3364,3274,40,96,3.42,5.45,9870,0
7309,Europe,Social Media,Brand Awareness,2295,3482,45,30,4.99,2.04,10255,0
7310,South America,Influencer,Discount,3333,6493,47,116,1.53,6.72,8207,1
7311,South America,Influencer,Discount,4889,5125,4,30,2.64,6.9,713,1
7312,North America,Social Media,Brand Awareness,1245,3630,36,28,4.59,11.79,9642,0
7313,Middle East,Email,Brand Awareness,1120,8489,47,95,4.61,8.43,4099,1
7314,Europe,Google Ads,Brand Awareness,1437,7710,41,77,2.24,6.5,11831,0
7315,Asia,Influencer,Brand Awareness,817,4337,12,91,1.36,7.13,2194,0
7316,Middle East,Influencer,New Product Launch,4774,5349,21,71,3.69,7.15,2707,1
7317,Asia,Influencer,New Product Launch,2154,4178,5,49,2.48,4.02,2640,0
7318,Asia,Influencer,New Product Launch,1249,4673,12,40,2.45,6.51,8723,0
7319,South America,Influencer,Discount,4569,2095,37,54,0.83,10.21,19903,1
7320,South America,Social Media,Discount,4326,6088,23,87,0.93,10.24,1053,1
7321,Middle East,Google Ads,Brand Awareness,3545,2081,15,58,1.34,7.18,18554,1
7322,Middle East,Influencer,Discount,1413,5869,22,49,4.45,8.14,9342,0
7323,Europe,TV Ads,Brand Awareness,1105,399,41,78,2.08,10.48,9360,0
7324,Europe,Email,Brand Awareness,3873,2254,7,41,1.01,3.23,4191,1
7325,Middle East,Social Media,New Product Launch,4312,8822,12,117,3.21,9.9,3642,1
7326,South America,Email,Brand Awareness,4345,3062,27,80,1.62,4.43,10993,0
7327,South America,Email,Discount,2957,7122,38,24,2.27,9.93,2089,0
7328,Europe,TV Ads,Brand Awareness,2125,971,35,76,1.4,10.71,12295,0
7329,Middle East,TV Ads,Brand Awareness,3666,3832,5,89,2.99,11.14,4710,1
7330,North America,TV Ads,Brand Awareness,569,8291,5,99,1.12,2.16,4141,1
7331,Asia,TV Ads,Discount,745,3616,18,110,0.78,7.81,15236,1
7332,Asia,Email,Brand Awareness,2858,5292,24,107,1.43,10.09,1941,1
7333,Asia,Influencer,Brand Awareness,4917,2921,10,9,3.21,4.35,17711,1
7334,Asia,Social Media,New Product Launch,513,2973,18,112,4.68,1.87,1558,1
7335,Europe,Email,Discount,4089,3343,35,42,3.67,6.91,1641,0
7336,North America,Influencer,Brand Awareness,633,6900,9,103,2.75,4.61,17742,1
7337,Middle East,Social Media,New Product Launch,269,5997,42,44,1.93,8.46,12718,1
7338,Asia,Email,Brand Awareness,1159,5595,17,107,2.46,8.02,14598,1
7339,Middle East,Google Ads,Brand Awareness,277,3449,26,21,2.42,4.91,3349,1
7340,North America,Google Ads,New Product Launch,4833,8739,17,38,2.22,9.35,3901,0
7341,Asia,Influencer,Discount,285,3392,22,33,0.51,2.51,18257,0
7342,Middle East,Influencer,Discount,2399,7480,33,114,3.78,2.27,17876,1
7343,Middle East,Google Ads,Brand Awareness,3550,6774,37,83,2.73,7.93,16304,1
7344,South America,Google Ads,Brand Awareness,1865,1410,7,38,1.03,2.25,8317,1
7345,Europe,Influencer,Discount,1048,4076,35,18,2.76,11.9,10592,1
7346,South America,Social Media,Discount,4592,7543,37,109,1.44,3.0,16625,1
7347,North America,Email,Brand Awareness,1250,1519,23,31,4.97,5.49,8215,1
7348,Asia,TV Ads,New Product Launch,3307,8759,12,89,2.89,8.27,11110,1
7349,South America,Google Ads,Discount,1628,5302,17,13,1.94,8.8,16401,0
7350,Asia,Email,Brand Awareness,3627,369,16,85,0.94,2.3,12998,1
7351,Middle East,Google Ads,Discount,3852,6463,13,116,0.6,10.58,11658,1
7352,Europe,Influencer,New Product Launch,700,2593,8,88,2.47,8.7,14077,0
7353,Asia,Influencer,New Product Launch,4966,5753,20,50,4.21,11.06,3295,1
7354,North America,Social Media,Brand Awareness,714,6870,43,116,4.39,9.03,16945,1
7355,Middle East,Influencer,Discount,1095,7347,26,76,1.47,10.72,3181,1
7356,Europe,Influencer,Brand Awareness,4150,1363,35,54,4.51,2.38,3702,1
7357,South America,Email,Brand Awareness,1686,1972,25,97,4.77,3.61,11530,1
7358,South America,Influencer,New Product Launch,2944,8597,14,75,4.81,10.3,7112,1
7359,North America,Social Media,Discount,3449,3710,48,44,4.6,5.14,8902,1
7360,Europe,Influencer,Brand Awareness,4908,8342,17,95,4.13,3.06,5992,0
7361,South America,Influencer,Discount,2358,5652,15,71,4.99,9.6,4286,0
7362,Asia,TV Ads,Brand Awareness,857,478,46,92,2.09,8.8,10234,1
7363,South America,Google Ads,Discount,153,7995,45,62,0.56,10.22,13327,1
7364,Middle East,Social Media,Brand Awareness,3603,6482,24,10,0.64,6.79,15845,1
7365,Middle East,Influencer,Discount,2930,3475,36,8,2.78,1.89,14808,0
7366,North America,Influencer,Brand Awareness,902,1950,39,80,2.17,5.07,4128,1
7367,South America,Email,Brand Awareness,3597,3743,20,49,3.15,4.63,15157,1
7368,Europe,Social Media,Brand Awareness,1801,8885,12,59,1.28,4.79,939,0
7369,South America,Email,Brand Awareness,4774,1771,6,18,2.51,2.52,19903,1
7370,Middle East,Google Ads,New Product Launch,362,7680,23,58,1.34,10.3,2012,1
7371,North America,TV Ads,New Product Launch,1035,1433,36,63,1.36,2.33,13393,1
7372,Europe,Email,New Product Launch,4921,5042,40,59,2.93,4.43,13858,1
7373,South America,Google Ads,Discount,2429,778,6,46,2.88,5.03,11129,0
7374,Middle East,Influencer,Discount,905,6917,38,73,2.74,4.96,19126,1
7375,South America,Influencer,Brand Awareness,4979,3795,19,7,1.34,9.49,16150,1
7376,Asia,TV Ads,Discount,290,4822,35,114,0.84,10.54,12833,1
7377,South America,TV Ads,Discount,2324,3105,38,81,0.76,4.8,11897,1
7378,South America,Email,Discount,4592,4804,34,62,2.72,11.68,4886,1
7379,South America,Google Ads,New Product Launch,112,5723,2,78,2.17,9.6,7263,0
7380,North America,Email,New Product Launch,4680,4222,4,41,0.68,7.93,2409,1
7381,Europe,Google Ads,New Product Launch,453,4816,33,80,3.77,9.16,16039,1
7382,Middle East,Google Ads,Brand Awareness,1646,6436,47,14,0.6,4.59,9611,1
7383,Asia,Influencer,New Product Launch,2811,6516,43,59,2.66,7.04,9822,1
7384,North America,Influencer,New Product Launch,3836,5355,47,100,3.3,9.38,10997,0
7385,Europe,Google Ads,New Product Launch,1047,2928,16,113,0.86,11.48,2562,1
7386,North America,Influencer,New Product Launch,240,2846,7,104,2.97,6.77,12956,1
7387,Europe,TV Ads,New Product Launch,2373,1766,26,98,3.23,6.71,8322,0
7388,North America,TV Ads,New Product Launch,4438,1674,18,24,2.09,4.74,9725,1
7389,Asia,Social Media,New Product Launch,4098,2426,45,77,2.08,3.96,9779,1
7390,South America,Influencer,New Product Launch,3697,5205,23,111,4.74,5.66,15429,0
7391,Europe,Email,New Product Launch,2301,3659,22,53,4.29,9.93,6937,0
7392,Asia,Google Ads,Brand Awareness,2103,5947,44,83,1.1,11.76,8567,1
7393,Europe,Influencer,Discount,2078,4282,25,112,2.92,4.26,8680,1
7394,Middle East,Google Ads,Discount,756,7537,5,37,4.44,9.53,11875,1
7395,South America,TV Ads,Brand Awareness,1518,646,49,83,2.64,2.83,19583,1
7396,South America,Email,New Product Launch,2780,7430,18,22,2.7,3.49,6453,1
7397,Europe,Influencer,New Product Launch,2841,6486,10,101,3.82,11.99,18262,1
7398,Middle East,Influencer,New Product Launch,1235,5645,1,11,3.45,10.53,13937,0
7399,Europe,Social Media,Brand Awareness,1651,2850,28,39,1.97,1.22,2967,1
7400,North America,Social Media,Brand Awareness,2326,8363,20,108,3.52,6.44,1597,1
7401,Europe,Social Media,Brand Awareness,4068,3015,20,93,2.71,9.4,11160,1
7402,Europe,Social Media,Discount,3899,7208,22,44,1.94,4.21,4825,0
7403,South America,TV Ads,Discount,4952,5471,5,27,4.07,3.67,3037,1
7404,South America,TV Ads,New Product Launch,4826,1055,25,42,4.06,7.76,4964,1
7405,Asia,TV Ads,Discount,1392,8762,34,10,2.2,3.87,3836,1
7406,South America,Influencer,New Product Launch,2007,2187,20,90,2.89,10.8,9746,1
7407,Middle East,Email,Discount,2733,2224,10,107,2.18,8.06,15108,1
7408,Asia,Social Media,Discount,2430,6498,17,75,4.98,8.49,10390,1
7409,Asia,Influencer,New Product Launch,4375,2338,48,23,3.51,6.88,11479,0
7410,North America,Email,Discount,995,5562,35,96,0.9,2.53,14932,1
7411,Europe,TV Ads,New Product Launch,1179,2170,15,117,3.39,4.51,15546,1
7412,Asia,TV Ads,New Product Launch,1768,1263,18,113,4.23,5.06,6924,1
7413,Asia,Google Ads,New Product Launch,2408,3675,13,6,0.82,8.1,6522,0
7414,South America,Google Ads,Brand Awareness,1725,3313,6,17,1.54,7.26,15103,1
7415,South America,Influencer,New Product Launch,284,4156,39,24,1.37,2.24,6818,1
7416,North America,Google Ads,Discount,4835,1841,29,100,2.77,5.39,784,0
7417,Middle East,Influencer,New Product Launch,1391,1755,47,62,4.67,10.44,15227,1
7418,South America,Influencer,Brand Awareness,2565,2887,14,30,1.3,7.87,11831,0
7419,Europe,Influencer,Discount,2368,8645,18,88,2.31,7.38,3887,1
7420,Europe,TV Ads,Discount,2441,3243,11,46,3.2,3.37,13755,0
7421,North America,Google Ads,New Product Launch,2494,7049,35,100,2.61,8.56,16823,1
7422,Europe,Influencer,New Product Launch,2279,3992,16,91,1.98,8.19,6538,0
7423,South America,Social Media,Brand Awareness,4560,7072,17,79,2.16,6.66,2405,1
7424,North America,Social Media,New Product Launch,2014,8555,1,76,2.82,6.68,7481,1
7425,North America,Influencer,Discount,4684,1424,46,90,4.75,10.09,10280,1
7426,Asia,Influencer,Brand Awareness,900,6709,18,118,2.19,6.47,7242,1
7427,Middle East,Social Media,New Product Launch,521,3321,7,99,4.09,2.08,7627,1
7428,Europe,Google Ads,Brand Awareness,4315,673,6,53,1.39,7.53,1222,1
7429,North America,Google Ads,New Product Launch,3932,8401,2,60,1.12,10.43,11111,0
7430,Asia,Social Media,New Product Launch,3437,3240,15,70,1.05,1.46,5568,0
7431,North America,Google Ads,Discount,3666,5668,45,83,4.62,10.61,9136,1
7432,Middle East,Email,Discount,4133,5687,27,93,1.32,1.33,18685,1
7433,Middle East,Email,New Product Launch,3992,1920,20,68,2.57,8.44,15635,1
7434,Europe,TV Ads,Discount,3538,4943,31,91,1.19,5.51,6251,1
7435,Europe,Social Media,Discount,2146,2149,43,60,1.36,4.92,743,0
7436,North America,TV Ads,New Product Launch,1086,613,23,119,0.96,2.84,6026,1
7437,Middle East,Social Media,Discount,2111,4206,31,75,3.51,7.81,9107,0
7438,Asia,TV Ads,Brand Awareness,4069,6531,15,91,1.75,7.63,1205,1
7439,Asia,Influencer,New Product Launch,2251,1984,19,88,4.79,6.37,2639,1
7440,Middle East,Influencer,Discount,205,4599,12,23,2.55,4.34,11027,0
7441,North America,Email,Discount,3967,2544,35,28,2.52,3.22,5075,1
7442,Asia,Google Ads,Discount,3036,3211,11,68,2.41,3.05,8795,1
7443,Asia,Social Media,Brand Awareness,2342,633,28,63,2.52,10.05,13946,1
7444,South America,TV Ads,Brand Awareness,3883,1978,12,98,2.61,5.93,14173,1
7445,Asia,Social Media,Brand Awareness,2467,6888,1,45,2.17,7.96,12822,1
7446,Europe,Google Ads,Brand Awareness,1300,5820,28,118,2.7,10.68,11301,1
7447,Europe,Google Ads,Brand Awareness,3064,6945,5,91,0.6,4.88,19068,1
7448,South America,Influencer,New Product Launch,2246,7214,30,66,2.17,4.73,18945,0
7449,Europe,Email,New Product Launch,504,3990,2,42,2.25,5.01,9905,1
7450,North America,Google Ads,Brand Awareness,3984,5505,37,48,1.66,1.9,15845,1
7451,Europe,Influencer,New Product Launch,483,1889,23,112,0.94,8.33,13027,1
7452,Asia,Email,Brand Awareness,4539,2154,8,33,4.61,5.33,16598,1
7453,Europe,Email,Brand Awareness,305,5360,27,101,2.51,2.36,9066,1
7454,Europe,TV Ads,Discount,3872,8452,37,119,2.92,4.45,2471,1
7455,Europe,TV Ads,Brand Awareness,4728,2416,18,56,2.5,5.68,11738,0
7456,South America,Influencer,Brand Awareness,4748,2670,36,96,4.65,8.04,14887,1
7457,Middle East,Google Ads,Discount,3928,1137,18,78,2.76,9.87,15938,0
7458,Asia,Social Media,Discount,677,2615,46,103,2.49,9.37,15196,1
7459,Middle East,Google Ads,Discount,1440,5052,29,103,3.52,1.7,7546,1
7460,South America,Influencer,New Product Launch,3397,2272,21,28,2.76,2.31,19366,1
7461,Europe,Email,Brand Awareness,4870,2897,6,93,2.29,5.27,10112,0
7462,South America,Google Ads,New Product Launch,3846,4916,4,30,4.24,4.74,13204,1
7463,Middle East,Google Ads,Brand Awareness,4420,1293,23,29,1.9,10.09,7689,1
7464,Middle East,Influencer,New Product Launch,4972,8656,42,59,1.86,9.88,16132,0
7465,Middle East,Social Media,New Product Launch,4983,7837,1,97,2.73,2.12,18395,1
7466,South America,Influencer,Brand Awareness,3806,1603,28,84,3.14,3.6,921,1
7467,Middle East,Social Media,Discount,3684,1999,49,101,4.51,7.01,19690,0
7468,Asia,Email,New Product Launch,1558,7546,34,63,1.69,8.26,4515,1
7469,Europe,Email,Discount,677,1432,12,79,0.93,6.14,856,0
7470,Asia,Google Ads,Discount,3014,5377,14,91,0.9,2.11,2826,0
7471,South America,TV Ads,Brand Awareness,2781,6270,31,31,3.4,2.45,19280,0
7472,Middle East,Google Ads,Brand Awareness,4863,264,43,109,0.97,11.42,3886,1
7473,South America,Google Ads,Discount,771,2535,36,30,0.73,4.98,6698,0
7474,Asia,Email,Brand Awareness,4879,3235,26,105,1.49,9.7,7388,1
7475,Asia,Influencer,Discount,4297,3925,12,6,0.66,10.97,8804,1
7476,South America,TV Ads,New Product Launch,4766,5968,40,46,3.59,9.64,18653,1
7477,Middle East,Influencer,New Product Launch,4956,6945,46,13,3.74,11.99,18461,1
7478,South America,TV Ads,Discount,1133,2031,6,81,2.54,6.16,13417,1
7479,South America,Influencer,Brand Awareness,2400,3152,19,60,0.93,2.37,9327,1
7480,South America,TV Ads,Brand Awareness,394,2282,44,74,2.62,6.53,14957,1
7481,North America,Social Media,Brand Awareness,2490,8518,35,8,2.86,11.58,14198,0
7482,North America,Influencer,Discount,2414,2670,42,68,1.77,2.64,17295,1
7483,Asia,Google Ads,Discount,284,5030,36,106,2.57,8.74,15147,1
7484,Asia,Influencer,Discount,1403,7680,40,11,3.9,4.58,16182,0
7485,Middle East,Influencer,Discount,4060,5238,20,81,2.01,6.89,2645,0
7486,North America,Social Media,New Product Launch,4702,1911,41,67,3.59,9.08,7326,0
7487,North America,TV Ads,New Product Launch,4344,5702,48,78,3.51,7.7,1783,1
7488,Asia,Influencer,Discount,4955,2397,35,111,3.4,6.09,10337,1
7489,South America,Email,New Product Launch,1081,836,32,47,0.95,3.17,2590,1
7490,Europe,Google Ads,New Product Launch,918,7937,30,91,2.57,9.55,3936,1
7491,Europe,TV Ads,Discount,2422,8871,14,74,1.35,4.26,12026,0
7492,North America,Google Ads,Brand Awareness,1313,5103,40,27,2.97,11.75,2850,1
7493,Europe,TV Ads,Brand Awareness,4225,3310,1,118,3.83,8.35,1696,1
7494,Europe,Social Media,Brand Awareness,4717,5474,1,47,4.44,7.53,2888,1
7495,North America,Social Media,New Product Launch,4519,4250,19,86,0.54,3.46,2046,1
7496,South America,Email,Brand Awareness,3258,7027,49,104,4.41,2.27,14404,0
7497,Europe,TV Ads,New Product Launch,4906,8520,28,102,1.6,3.25,19071,1
7498,Asia,Influencer,Discount,3639,6203,46,65,2.97,3.63,2132,1
7499,South America,Influencer,New Product Launch,3820,787,47,44,2.0,4.48,10845,1
7500,South America,TV Ads,Discount,1522,1702,10,39,1.29,2.77,11934,1
7501,North America,TV Ads,New Product Launch,4029,1368,30,35,4.24,11.85,8183,1
7502,North America,TV Ads,Brand Awareness,2216,6406,48,107,1.73,3.69,18963,1
