trip_id,driver_id,city,trip_distance_km,trip_duration_min,fare_amount_usd,surge_multiplier,payment_method,driver_rating,rider_rating,cancelled,trip_hour,weekend_trip
7261,2117,Dubai,42.11,96,110.78,1.0,Credit Card,3.54,4.7,0,14,1
7262,4882,Sydney,40.9,40,84.21,2.5,Credit Card,4.01,3.63,0,20,0
7263,2485,London,42.36,75,108.42,1.5,Cash,4.4,4.66,0,18,0
7264,8563,Mumbai,33.22,105,81.19,2.0,UPI,4.21,3.18,0,19,1
7265,6781,New York,18.32,55,30.76,1.2,Cash,3.69,3.47,0,10,1
7266,4773,Sydney,4.49,42,9.99,1.2,Wallet,3.87,4.25,0,14,0
7267,2798,Mumbai,43.93,29,27.17,2.5,UPI,3.93,3.8,0,16,0
7268,6681,Singapore,13.82,39,106.02,1.2,Credit Card,3.89,4.82,0,13,0
7269,5629,Dubai,40.65,95,109.12,1.0,Credit Card,4.54,4.41,0,15,0
7270,4708,Dubai,9.97,49,100.94,2.5,Wallet,4.68,4.62,0,13,0
7271,3751,Singapore,6.44,66,39.71,1.2,Credit Card,3.74,4.21,0,19,0
7272,5863,Singapore,16.4,89,62.54,1.2,Wallet,4.39,4.77,0,15,0
7273,1621,Dubai,22.89,88,64.15,1.5,Cash,4.92,3.65,0,18,1
7274,4440,Mumbai,19.04,9,108.45,2.0,Cash,4.15,3.06,0,8,0
7275,2346,Dubai,16.68,50,61.32,1.2,UPI,4.98,4.34,0,15,0
7276,6948,Mumbai,31.88,13,111.3,1.2,Credit Card,4.47,4.51,0,16,0
7277,8714,Sydney,23.03,49,24.47,1.0,Cash,3.75,3.95,0,2,0
7278,8993,London,37.36,5,8.28,1.0,UPI,3.84,4.54,0,9,0
7279,9273,Sydney,2.55,55,113.47,2.0,Credit Card,4.39,3.09,0,16,0
7280,6364,Dubai,16.36,14,98.74,1.5,UPI,3.58,4.71,0,14,0
7281,6069,Singapore,16.0,41,5.47,1.2,UPI,3.99,3.15,0,10,0
7282,4952,Sydney,23.99,89,12.17,1.0,Cash,4.4,3.1,1,8,0
7283,4177,Sydney,2.32,78,111.0,1.0,Credit Card,4.03,4.54,0,6,1
7284,8570,Sydney,21.49,54,89.54,1.5,Credit Card,4.22,4.76,1,21,0
7285,5832,Dubai,23.63,95,72.92,2.5,Cash,4.1,4.36,0,23,0
7286,7516,Singapore,11.9,41,106.6,1.2,Credit Card,4.84,3.52,0,13,0
7287,4921,Singapore,4.92,70,70.5,1.0,Cash,3.99,4.91,0,14,1
7288,6523,Sydney,12.88,13,29.02,1.0,Wallet,4.48,3.38,0,4,0
7289,4415,New York,14.32,103,61.24,1.0,Cash,4.74,4.26,1,22,1
7290,7967,Mumbai,8.96,116,37.83,2.0,Cash,4.21,4.74,0,7,1
7291,1919,Sydney,17.4,52,95.51,2.0,Wallet,4.67,3.13,0,23,0
7292,7732,New York,13.0,83,78.87,1.5,UPI,4.41,3.96,0,12,0
7293,8434,Mumbai,11.7,18,61.72,2.0,UPI,4.76,4.53,0,21,0
7294,9866,Mumbai,17.06,86,46.63,1.2,Wallet,3.72,4.52,0,8,0
7295,6281,London,26.88,100,66.24,1.0,Cash,3.96,3.43,0,7,1
7296,5588,New York,40.08,73,28.87,1.5,Credit Card,4.74,3.94,0,17,0
7297,4823,London,19.22,69,46.02,2.5,UPI,4.33,3.15,0,15,1
7298,7144,New York,39.03,6,56.64,2.5,Wallet,4.68,4.27,0,5,0
7299,3030,Dubai,3.18,50,7.56,1.2,UPI,4.31,4.85,0,23,1
7300,5794,Singapore,25.29,31,42.64,1.5,Cash,4.98,3.09,0,7,0
7301,9342,Sydney,33.76,55,76.79,1.2,Wallet,3.75,4.8,0,14,0
7302,2174,Dubai,17.1,24,105.14,2.5,Wallet,3.99,3.33,0,7,0
7303,2941,Sydney,9.91,108,39.73,1.0,Wallet,4.1,4.0,0,11,0
7304,6989,Dubai,31.38,51,64.03,1.5,Credit Card,3.51,4.99,1,10,0
7305,8574,Singapore,2.91,97,14.51,1.0,UPI,3.88,3.48,0,1,1
7306,6714,Sydney,39.59,22,66.86,2.5,UPI,4.55,4.83,0,8,1
7307,9084,Mumbai,42.09,77,19.51,1.0,Cash,4.52,4.13,1,20,1
7308,2293,London,28.84,77,7.35,2.0,Wallet,4.43,4.1,0,4,0
7309,1129,Singapore,9.49,8,62.72,2.5,Credit Card,4.82,3.95,0,5,0
7310,4483,London,42.06,118,100.5,1.2,Cash,3.65,3.78,0,21,1
7311,1457,Sydney,26.79,83,109.51,1.0,Wallet,4.87,3.29,0,1,0
7312,4292,Mumbai,40.83,24,41.34,1.2,Wallet,4.02,4.64,0,10,0
7313,1008,Dubai,16.84,14,57.46,2.5,Cash,3.54,3.79,0,9,0
7314,3140,London,21.1,86,99.98,1.2,UPI,4.91,3.44,0,20,0
7315,4540,New York,30.7,102,69.93,2.5,UPI,3.56,4.71,0,13,1
7316,4235,Sydney,13.96,107,50.72,2.0,Wallet,3.65,4.5,0,18,0
7317,2502,Dubai,33.3,72,66.22,2.5,Credit Card,4.58,4.3,0,16,0
7318,2337,London,9.5,61,46.56,1.2,Cash,4.0,3.72,1,5,0
7319,1223,Mumbai,20.75,9,33.88,1.2,Credit Card,4.42,4.78,0,19,1
7320,2701,Sydney,25.65,13,115.59,1.2,Cash,4.73,3.27,0,15,0
7321,4778,Singapore,10.21,28,102.44,1.5,Credit Card,4.31,4.76,0,2,1
7322,2900,Mumbai,13.45,108,42.88,1.0,Credit Card,3.79,3.36,0,18,0
7323,8424,Singapore,29.57,22,87.85,2.5,Credit Card,3.6,4.59,1,23,0
7324,6870,New York,27.43,110,54.89,2.5,Credit Card,4.65,3.63,0,17,0
7325,7901,Singapore,15.85,38,115.74,1.2,Wallet,4.65,4.49,0,11,0
7326,7181,Dubai,30.4,41,70.27,1.0,Credit Card,4.95,3.84,0,6,0
7327,7590,New York,17.63,69,118.17,1.0,UPI,4.55,3.16,0,12,1
7328,3810,New York,19.91,100,84.42,2.5,UPI,4.78,4.23,1,8,0
7329,3130,Singapore,41.79,92,8.13,1.0,UPI,3.8,3.9,1,18,0
7330,6991,New York,9.24,39,34.38,1.0,Wallet,4.7,4.58,0,13,0
7331,3572,Mumbai,2.25,58,87.43,1.2,Wallet,3.62,3.83,0,18,0
7332,9260,Dubai,15.92,18,118.58,2.0,Cash,4.69,3.84,0,8,1
7333,3189,Sydney,11.84,25,20.84,1.5,Cash,4.96,4.36,0,15,1
7334,6610,Dubai,5.11,58,110.71,1.2,UPI,3.93,4.44,0,22,0
7335,1025,Mumbai,44.67,18,71.05,1.5,Wallet,3.61,3.91,1,17,0
7336,6918,Singapore,10.91,18,65.55,2.5,Cash,4.68,4.98,0,8,0
7337,9686,Singapore,14.47,91,18.68,2.5,Cash,4.82,4.95,0,20,0
7338,1647,New York,11.75,25,73.3,2.5,Credit Card,3.59,4.86,0,17,1
7339,9059,Singapore,2.85,111,24.29,2.5,Wallet,4.7,4.76,0,22,1
7340,5297,Dubai,6.16,10,83.6,1.5,Cash,4.91,4.34,0,13,0
7341,7983,Dubai,8.29,78,33.82,2.0,UPI,4.59,4.62,0,2,1
7342,7957,Sydney,6.77,37,36.14,1.2,Credit Card,4.88,3.76,0,17,0
7343,2419,London,18.21,114,73.63,2.0,Cash,4.94,4.63,0,4,0
7344,9921,Mumbai,14.33,6,73.41,2.0,Cash,3.71,4.82,0,4,0
7345,9730,London,12.72,93,42.71,2.0,Cash,4.95,3.11,0,21,1
7346,4180,Singapore,44.43,34,40.11,2.0,Credit Card,4.44,3.45,0,12,0
7347,2111,London,27.24,5,23.33,2.5,Wallet,3.63,4.34,0,13,0
7348,8804,Singapore,16.02,81,35.83,2.0,Credit Card,4.46,3.09,0,11,1
7349,8667,Dubai,7.01,81,38.34,1.0,UPI,3.75,3.03,0,16,1
7350,9982,Mumbai,26.54,12,85.46,2.0,Credit Card,4.06,4.55,0,16,0
7351,4630,Dubai,41.51,93,96.56,1.5,Wallet,3.73,4.31,0,18,0
7352,9050,Mumbai,10.09,65,91.33,1.2,UPI,4.44,4.73,0,12,1
7353,3120,New York,36.75,79,71.54,2.5,Credit Card,4.33,3.4,0,2,0
7354,1574,London,25.13,55,113.25,1.5,Wallet,4.09,3.35,0,11,0
7355,3038,Sydney,5.2,72,39.7,1.5,Wallet,4.48,3.54,0,10,1
7356,6236,New York,10.66,64,57.63,2.0,Wallet,4.88,3.68,1,19,1
7357,2267,Mumbai,40.69,108,11.79,2.0,Cash,4.03,3.74,0,7,0
7358,8878,London,18.96,102,97.27,2.5,Credit Card,4.55,3.7,0,15,0
7359,9572,New York,12.1,37,78.44,1.2,Cash,4.33,4.34,0,12,0
7360,5956,Singapore,12.28,18,36.03,1.0,Cash,4.8,3.39,0,21,0
7361,5986,London,34.49,83,52.67,1.2,Wallet,3.65,3.05,0,18,1
7362,2252,Sydney,42.45,38,42.55,1.2,Wallet,4.89,3.82,0,21,0
7363,5672,London,40.82,60,13.75,1.2,Cash,4.91,4.88,0,21,0
7364,7542,New York,35.22,71,29.45,2.5,Credit Card,4.97,4.41,0,10,1
7365,7374,Mumbai,16.42,49,104.63,2.5,Cash,4.02,3.59,0,1,0
7366,5364,Sydney,11.26,36,96.03,1.5,Credit Card,3.93,3.4,0,15,0
7367,5158,New York,4.23,57,54.97,1.2,Credit Card,3.82,4.83,0,19,0
7368,4254,Singapore,6.58,18,89.88,2.0,UPI,4.42,4.9,0,23,0
7369,4284,Sydney,17.26,106,94.7,2.0,Wallet,4.69,4.21,0,13,0
7370,4530,Mumbai,28.98,31,67.78,1.0,Cash,3.9,4.87,0,22,0
7371,7429,New York,22.8,71,113.14,1.5,UPI,4.56,3.41,0,20,1
7372,5775,Singapore,24.51,92,24.09,2.5,Credit Card,3.84,4.02,0,13,0
7373,9726,New York,12.79,59,15.16,1.5,Credit Card,4.81,3.64,0,4,1
7374,5772,Dubai,11.32,77,105.45,2.5,Credit Card,3.9,4.23,0,20,0
7375,3507,Dubai,33.43,110,73.33,1.5,Cash,4.88,3.47,0,22,0
7376,2820,Sydney,35.02,77,112.61,1.0,Credit Card,4.61,3.82,0,13,1
7377,8744,Sydney,32.17,16,116.17,1.0,Wallet,3.52,4.16,0,16,0
7378,3918,Mumbai,39.85,51,58.26,1.0,Wallet,4.49,4.57,0,14,0
7379,8212,Sydney,36.02,33,31.3,1.0,Credit Card,4.4,4.66,0,19,0
7380,5019,Sydney,40.09,40,55.12,1.0,Credit Card,3.61,3.13,0,22,0
7381,5820,London,37.47,40,111.14,2.5,Credit Card,4.67,3.95,0,9,0
7382,4960,London,36.6,75,119.69,1.0,Credit Card,4.78,4.48,0,3,0
7383,6065,Dubai,2.17,93,17.29,1.2,UPI,4.02,3.85,0,7,1
7384,3034,Mumbai,27.72,99,43.78,2.0,UPI,3.56,3.71,0,18,0
7385,8489,London,8.78,91,100.62,1.0,Wallet,3.76,3.52,0,1,1
7386,1873,New York,30.51,109,114.32,1.0,Cash,4.65,3.08,0,2,0
7387,9874,Mumbai,31.68,81,80.81,1.5,UPI,3.5,4.93,0,11,0
7388,1419,New York,36.88,17,104.35,2.0,Credit Card,4.2,3.51,0,0,0
7389,7693,Dubai,9.98,14,15.1,1.2,Wallet,4.81,4.22,0,8,1
7390,8191,Singapore,12.3,65,103.79,1.5,Cash,3.54,3.68,0,16,0
7391,8450,Sydney,19.57,53,110.12,2.5,Wallet,4.53,4.17,0,2,1
7392,3281,Dubai,26.29,40,76.92,2.5,Credit Card,4.19,3.64,0,4,1
7393,5784,Dubai,27.98,25,41.84,1.2,UPI,3.99,3.37,0,20,0
7394,3231,New York,23.2,36,48.03,1.0,Cash,3.77,3.5,0,1,0
7395,1225,London,6.32,99,78.27,1.0,UPI,3.71,4.07,0,7,1
7396,9994,Dubai,23.51,82,57.95,1.0,Cash,3.58,4.88,0,8,0
7397,8375,New York,43.12,55,62.48,2.5,UPI,4.05,3.88,1,10,1
7398,9181,Dubai,21.89,17,115.98,1.5,Credit Card,3.83,4.3,0,13,0
7399,1680,New York,11.43,53,45.61,1.5,Credit Card,3.51,4.56,0,6,1
7400,1799,New York,8.3,10,25.27,1.0,UPI,4.63,3.1,1,13,0
7401,7982,New York,16.72,79,103.58,1.0,Cash,3.7,3.28,1,6,1
7402,5310,Sydney,35.69,15,111.96,1.5,Cash,4.86,4.61,0,23,0
7403,6742,Sydney,28.74,97,111.05,2.0,UPI,3.97,4.37,0,2,0
7404,8085,Singapore,5.11,116,70.64,2.5,Cash,4.82,4.72,0,5,0
7405,6764,London,15.4,26,7.27,1.5,Cash,4.79,4.45,0,7,0
7406,8238,Sydney,1.72,57,117.01,1.5,Wallet,4.27,4.43,0,23,0
7407,5875,Dubai,21.6,101,114.48,1.5,Wallet,3.51,3.48,0,5,0
7408,4749,Dubai,14.98,26,84.0,1.2,UPI,4.12,3.56,0,20,0
7409,5845,Singapore,6.35,28,51.89,1.5,UPI,3.51,4.68,0,13,0
7410,7007,New York,35.91,91,45.41,1.5,Cash,3.72,4.16,0,7,0
7411,1070,London,35.25,90,71.26,1.2,Cash,3.79,3.18,0,21,1
7412,9374,Singapore,26.51,90,61.96,2.5,Wallet,4.76,4.46,0,9,1
7413,9606,Dubai,24.02,32,38.66,1.0,UPI,3.76,4.31,0,5,0
7414,2398,New York,22.1,11,14.69,2.0,Cash,3.81,4.63,0,17,0
7415,8880,Sydney,1.43,9,14.38,2.0,UPI,3.75,4.43,0,7,0
7416,2050,Sydney,22.32,82,57.48,1.2,UPI,4.85,3.51,0,19,0
7417,3804,Dubai,13.45,22,101.02,1.5,Cash,4.91,3.45,0,21,1
7418,4733,Dubai,40.79,58,62.75,1.2,Wallet,4.77,3.51,0,16,0
7419,1388,New York,4.41,113,48.09,2.0,UPI,3.59,4.21,0,17,1
7420,7783,Sydney,19.61,52,105.95,1.0,Wallet,4.05,4.28,0,18,0
7421,5892,Singapore,19.95,69,108.3,1.0,Wallet,3.54,4.7,0,13,0
7422,5620,Singapore,38.88,72,9.74,1.0,Wallet,4.12,4.57,1,15,0
7423,4477,Sydney,5.82,38,62.69,2.5,Wallet,4.67,4.05,0,21,0
7424,7403,London,21.75,98,82.19,1.5,Wallet,3.86,3.51,0,8,1
7425,7315,Dubai,33.09,79,33.04,1.2,UPI,4.86,4.01,0,4,0
7426,8614,Dubai,28.63,64,75.47,2.5,Cash,4.05,3.41,0,0,0
7427,4238,New York,8.36,15,81.48,1.2,Credit Card,3.96,4.64,1,0,1
7428,9955,Mumbai,21.89,83,90.93,2.5,Credit Card,4.16,3.99,0,7,0
7429,2866,Dubai,16.69,109,116.78,2.5,UPI,3.92,3.14,1,20,1
7430,2882,Dubai,1.94,116,88.01,1.0,Credit Card,4.52,4.22,0,13,0
7431,4855,Dubai,5.36,32,13.28,1.5,Cash,4.86,3.61,0,1,0
7432,5461,London,10.15,93,91.33,2.5,Wallet,3.79,3.16,0,1,0
7433,6177,London,19.24,21,15.89,1.2,Cash,3.81,4.07,0,20,0
7434,6870,Sydney,34.89,110,112.31,2.0,UPI,4.85,3.91,0,11,0
7435,5097,London,22.9,22,88.57,1.0,UPI,4.16,4.74,0,22,0
7436,2752,Sydney,15.02,102,69.06,1.2,Credit Card,4.85,3.91,1,14,0
7437,1090,Mumbai,2.86,56,72.7,2.0,Wallet,4.59,3.69,1,13,1
7438,3571,Sydney,23.95,10,40.14,1.5,UPI,3.92,4.01,0,7,0
7439,3515,Dubai,21.31,55,92.63,1.5,Credit Card,3.69,3.86,0,5,1
7440,2734,Mumbai,41.37,94,94.99,2.0,Credit Card,3.59,3.26,0,8,0
7441,5824,Mumbai,8.61,27,92.67,2.5,Credit Card,3.55,4.92,0,12,0
7442,3691,Dubai,32.33,8,54.57,2.5,UPI,4.47,4.65,0,6,1
7443,9741,Dubai,41.68,57,58.69,1.2,Cash,4.82,3.16,0,0,1
7444,4032,Mumbai,43.43,20,42.77,1.0,Credit Card,4.1,4.81,0,17,0
7445,2047,Mumbai,24.59,13,103.48,1.2,UPI,3.82,4.4,1,15,0
7446,3357,New York,40.79,90,86.41,1.2,Wallet,4.04,4.75,0,13,1
7447,7670,London,3.0,99,108.33,1.2,Cash,4.44,4.29,0,22,0
7448,9694,New York,25.15,99,110.94,1.5,UPI,4.69,4.58,0,11,0
7449,6862,New York,17.45,82,16.68,1.2,UPI,4.58,4.28,0,14,1
7450,4041,Mumbai,24.37,29,78.51,1.0,Credit Card,4.17,4.02,0,3,0
7451,3480,London,21.51,86,65.31,2.5,Wallet,3.82,4.77,0,8,0
7452,5956,Sydney,25.99,47,93.65,1.5,Wallet,4.8,4.37,0,18,1
7453,6050,Singapore,13.09,47,106.84,2.0,Cash,3.83,4.14,0,11,0
7454,6579,Singapore,17.49,20,49.49,2.5,Cash,3.77,3.83,0,0,1
7455,5133,New York,22.06,118,18.68,2.5,Wallet,4.52,4.88,0,16,0
7456,3293,London,6.65,25,56.09,2.0,Cash,4.05,3.64,0,8,1
7457,2091,New York,6.92,33,65.9,2.0,Wallet,4.28,3.22,0,19,1
7458,6487,Singapore,13.08,28,93.78,1.2,Wallet,3.73,4.62,0,18,1
7459,1978,New York,36.87,73,28.13,2.0,UPI,4.6,3.86,0,13,0
7460,6469,New York,19.14,48,17.44,1.2,Credit Card,4.04,4.41,0,4,0
7461,1297,Sydney,41.57,15,72.39,1.5,UPI,3.88,4.41,0,20,0
7462,6013,Dubai,34.59,63,98.36,1.2,Credit Card,3.79,3.19,0,16,0
7463,5921,Sydney,20.03,26,8.2,1.2,Credit Card,4.16,3.26,0,1,0
7464,4328,Sydney,11.26,84,33.98,1.5,Credit Card,3.86,3.2,0,3,0
7465,8249,New York,14.67,53,35.79,1.0,Cash,3.85,4.27,1,22,1
7466,2153,New York,13.16,61,69.7,2.5,UPI,4.01,4.41,0,6,1
7467,6542,Mumbai,36.04,81,16.23,2.0,Credit Card,4.65,4.75,0,17,0
7468,3319,Mumbai,16.32,119,18.89,1.5,UPI,4.12,3.15,0,5,0
7469,3254,Singapore,12.05,111,40.81,2.5,UPI,4.25,4.19,0,23,1
7470,7519,Dubai,13.41,61,73.47,2.5,Credit Card,4.26,3.75,0,4,0
7471,1016,New York,32.6,113,84.5,2.5,Wallet,4.63,4.77,0,8,0
7472,2151,Dubai,12.99,5,96.24,2.0,UPI,4.77,4.8,1,7,1
7473,5196,Sydney,38.08,67,22.26,1.2,UPI,4.52,3.36,0,3,0
7474,7957,Dubai,5.98,90,27.54,1.2,UPI,4.52,3.17,0,7,0
7475,6558,New York,44.82,31,22.87,1.5,Wallet,4.57,4.0,0,9,1
7476,8442,Singapore,28.35,49,101.23,1.2,Cash,4.35,3.85,0,21,0
7477,7901,Mumbai,23.24,65,50.85,1.0,Credit Card,3.57,3.15,0,2,0
7478,7030,Dubai,18.34,85,42.53,1.5,Wallet,4.94,3.57,0,7,0
7479,6732,Mumbai,34.31,7,10.33,2.5,UPI,4.18,3.27,0,21,0
7480,2611,Mumbai,24.91,35,80.63,1.2,Credit Card,4.13,3.16,0,2,0
7481,1215,Mumbai,40.66,82,74.56,2.0,UPI,3.54,3.86,0,7,1
7482,3386,Singapore,6.85,46,6.22,1.2,Cash,4.83,4.65,0,10,0
7483,6442,New York,22.36,74,55.09,2.0,Wallet,4.16,4.32,0,19,0
7484,7882,London,44.9,90,40.51,2.5,Cash,4.94,3.89,0,11,0
7485,6872,Sydney,30.25,103,115.87,1.5,Wallet,4.4,3.76,0,18,1
7486,5642,Mumbai,13.36,10,49.09,2.5,UPI,4.13,4.63,0,19,0
7487,5875,Mumbai,36.11,49,19.91,2.5,Cash,4.92,4.95,0,3,0
7488,6812,Dubai,23.23,83,117.16,2.5,Wallet,4.93,4.11,0,14,0
7489,6565,Sydney,16.85,50,9.64,2.5,Cash,4.58,4.72,0,23,0
7490,5115,Sydney,11.79,114,112.71,1.0,Wallet,4.37,3.81,1,15,1
7491,7126,Dubai,9.03,69,53.29,1.2,Wallet,4.4,4.75,0,0,0
7492,5833,London,14.31,62,119.67,2.0,Cash,4.21,3.62,0,6,0
7493,5061,Mumbai,29.64,56,74.3,2.5,Credit Card,4.75,3.68,0,11,0
7494,6792,London,41.95,12,74.81,1.2,UPI,3.89,3.36,1,6,1
7495,1589,Mumbai,19.72,117,59.29,2.5,Cash,4.82,4.94,1,11,0
7496,1905,London,20.57,105,9.73,1.2,Wallet,3.86,4.9,0,1,0
7497,5609,London,21.45,91,49.87,1.5,Credit Card,4.58,3.1,1,11,0
7498,7597,Dubai,40.08,37,100.85,2.0,Wallet,4.88,4.51,0,17,0
7499,5380,New York,34.73,48,115.59,1.5,Credit Card,3.51,3.79,0,18,0
7500,5020,New York,43.64,118,60.37,2.0,Cash,4.55,3.97,1,14,0
7501,8201,New York,19.6,116,118.78,1.5,UPI,3.72,4.92,0,9,1
7502,3327,Mumbai,30.55,42,96.32,2.5,Credit Card,3.53,4.19,0,21,0
7503,4161,Sydney,43.95,99,73.42,2.0,Cash,4.44,3.39,0,19,0
7504,4911,Mumbai,18.89,15,119.93,1.0,Cash,3.98,3.8,1,14,0
7505,7836,New York,44.59,102,12.42,2.0,UPI,4.45,4.49,0,15,0
7506,8553,New York,30.72,65,10.2,2.5,Credit Card,3.79,3.94,0,5,1
7507,5559,Singapore,14.36,24,95.25,1.5,UPI,4.34,3.76,0,13,0
7508,4401,Sydney,19.74,93,96.23,1.5,Cash,4.34,4.29,0,1,1
7509,5374,London,26.21,32,25.52,1.5,Credit Card,4.71,4.29,0,8,0
7510,9629,Sydney,40.84,90,98.18,1.0,UPI,4.58,3.02,1,17,1
7511,2709,London,8.72,52,72.95,1.2,Cash,3.62,3.94,0,12,0
7512,5270,New York,1.37,76,119.35,1.5,Cash,4.22,3.84,0,7,0
7513,4561,Sydney,26.63,26,16.29,2.0,Credit Card,4.17,4.46,0,11,0
7514,1980,London,30.82,8,32.29,1.0,Wallet,4.81,4.91,0,7,1
7515,7922,London,11.92,33,44.38,1.2,UPI,4.41,3.65,1,4,0
7516,4515,Singapore,40.18,38,29.29,2.5,Wallet,4.32,4.03,0,19,0
7517,4547,London,37.85,38,21.32,1.0,Credit Card,4.15,4.84,0,7,0
7518,4210,Mumbai,26.22,20,39.75,2.5,Wallet,3.89,3.25,0,12,1
7519,3359,New York,16.7,19,102.82,1.0,Wallet,4.61,4.02,0,20,1
7520,5453,New York,25.77,13,100.07,1.2,Cash,4.9,3.85,0,14,1
7521,8935,New York,39.77,82,93.95,1.5,Cash,4.75,4.39,0,1,0
7522,9224,Singapore,5.24,77,36.63,2.5,Cash,3.94,3.17,0,17,0
7523,6468,Singapore,40.26,48,60.28,2.0,Cash,4.17,4.4,1,8,0
7524,1662,Sydney,5.99,48,113.09,1.5,UPI,4.38,3.91,0,5,0
7525,8880,Singapore,3.57,36,98.39,1.2,UPI,4.36,3.22,1,8,0
7526,2594,Dubai,13.32,99,13.93,1.5,Credit Card,3.76,3.17,0,17,0
7527,8305,London,24.12,110,17.64,2.5,Wallet,4.21,3.68,0,8,0
7528,4534,Singapore,6.12,8,61.76,1.2,UPI,3.78,4.65,0,8,1
7529,4424,New York,4.91,114,72.69,2.0,Credit Card,4.59,4.98,0,5,0
7530,4165,Dubai,27.71,107,73.65,1.5,Wallet,3.77,4.75,0,20,0
7531,8897,New York,43.81,44,18.2,1.2,Wallet,4.09,4.62,0,23,0
7532,3205,Singapore,19.94,6,17.7,2.0,Wallet,3.89,4.94,0,2,0
7533,5461,London,43.85,74,8.09,1.0,UPI,4.66,4.65,0,22,0
7534,8638,Singapore,13.2,33,113.99,1.0,Credit Card,3.56,3.33,0,6,0
7535,2653,Sydney,38.19,49,25.63,2.0,Cash,3.86,3.06,0,7,0
7536,4978,New York,7.5,74,9.15,1.5,Wallet,4.56,3.45,0,16,1
7537,9644,Sydney,32.95,113,67.57,2.0,Credit Card,3.69,3.91,0,22,0
7538,4330,Singapore,1.86,15,81.12,1.0,Cash,4.72,3.16,0,15,0
7539,6544,Dubai,7.95,46,35.51,1.5,Wallet,4.06,3.31,0,7,0
7540,6360,Dubai,44.94,54,76.99,1.0,Wallet,3.53,4.69,0,10,0
7541,1652,London,12.9,49,31.52,2.5,Cash,4.1,4.36,0,14,0
7542,1781,New York,7.77,101,6.45,2.5,Wallet,3.9,3.06,0,19,0
7543,3149,London,23.79,26,66.66,1.0,Cash,4.08,4.93,0,9,0
7544,2149,Dubai,38.67,84,49.11,2.5,Credit Card,4.61,4.93,0,1,0
7545,4412,Dubai,22.6,44,61.32,1.0,Cash,4.15,4.93,0,17,0
7546,2068,Singapore,4.01,49,61.33,2.5,Credit Card,3.81,3.74,0,10,0
7547,9691,Sydney,1.85,64,82.26,1.2,UPI,4.56,3.0,0,9,0
7548,2685,London,1.01,48,111.46,1.5,UPI,3.81,3.61,0,3,1
7549,6813,Dubai,44.79,104,51.38,2.5,Cash,3.76,3.72,0,3,0
7550,3909,Dubai,14.18,54,90.53,1.0,Wallet,3.92,3.62,0,9,0
7551,8897,Singapore,10.13,34,114.84,2.5,Credit Card,4.28,4.04,1,18,0
7552,5868,New York,29.98,42,57.41,1.5,Wallet,4.16,3.87,0,22,0
7553,2979,Dubai,33.5,72,96.82,1.2,Wallet,4.49,3.97,0,17,0
7554,8367,Dubai,4.56,5,16.97,2.5,Credit Card,4.56,3.8,0,23,1
7555,6265,Singapore,29.67,87,88.63,2.0,Cash,4.96,4.98,0,6,0
7556,8384,Mumbai,16.18,74,90.78,1.5,UPI,4.98,4.33,0,11,0
7557,7231,New York,32.36,34,100.1,1.0,Credit Card,4.82,3.07,0,19,1
7558,9649,Singapore,24.17,29,70.67,2.5,Cash,4.39,4.86,1,21,0
7559,8121,Singapore,42.87,101,76.06,2.5,Wallet,3.88,3.57,0,11,1
7560,8998,London,32.63,94,105.67,1.2,Credit Card,4.99,4.71,0,16,0
7561,3745,London,10.56,33,107.82,2.0,Credit Card,3.63,3.27,0,12,0
7562,5362,Dubai,20.44,104,104.16,2.0,Cash,3.75,4.28,0,23,0
7563,5631,London,6.97,76,31.13,2.5,Cash,4.21,4.01,0,6,1
7564,6952,Sydney,13.51,43,7.8,2.0,Wallet,3.9,4.4,0,6,0
7565,5492,New York,25.55,78,76.43,2.0,Credit Card,4.39,4.07,0,4,1
7566,5227,Singapore,16.36,46,77.42,1.2,Cash,4.47,4.37,0,9,0
7567,2518,New York,26.58,41,18.73,1.5,UPI,3.67,4.12,0,6,1
7568,6673,Singapore,44.29,29,54.99,2.0,UPI,3.88,4.91,0,16,0
7569,8127,Sydney,1.42,81,21.61,2.0,Cash,3.85,4.0,0,8,1
7570,3665,Mumbai,26.83,42,11.92,2.5,UPI,4.1,4.09,0,16,0
7571,5051,Dubai,15.48,22,113.3,2.0,Wallet,4.25,4.95,0,1,0
7572,5779,Singapore,24.19,80,116.0,2.0,Cash,4.08,4.8,1,2,0
7573,9035,Singapore,27.27,62,92.0,1.5,Cash,3.64,4.17,0,21,0
7574,2425,Sydney,1.55,65,51.7,1.5,Wallet,4.78,3.35,0,23,1
7575,1980,New York,44.52,89,105.78,1.5,Credit Card,3.76,3.97,0,16,0
7576,5929,New York,21.06,35,98.21,1.5,Credit Card,4.82,4.54,0,1,0
7577,4447,Singapore,21.65,46,97.46,2.0,Cash,4.51,3.62,0,5,0
7578,7761,Singapore,5.84,119,57.7,1.2,Cash,3.66,3.45,0,0,0
7579,7411,Singapore,41.13,107,11.13,1.5,Cash,3.88,3.36,0,20,0
7580,3137,Singapore,41.11,71,9.28,2.5,UPI,4.58,3.82,0,18,0
7581,9995,London,17.41,88,49.29,1.5,Credit Card,4.68,4.39,0,9,0
7582,5063,Dubai,20.22,13,93.66,1.2,Wallet,4.84,3.61,0,5,1
7583,7382,Sydney,33.29,114,31.93,1.2,Cash,4.21,4.22,0,19,0
