flight_id,airline,origin_airport,destination_airport,scheduled_departure_min,departure_delay_min,arrival_delay_min,cancelled,weather_delay_min,air_traffic_delay_min
2475,SpiceJet,MAA,DEL,241,64,87,1,95,45
2476,Qatar Airways,BLR,BLR,30,3,318,0,0,54
2477,Qatar Airways,DEL,MAA,703,247,258,0,2,93
2478,Emirates,BLR,CCU,868,178,167,0,64,73
2479,SpiceJet,BOM,CCU,1384,228,100,0,14,73
2480,Vistara,DEL,DEL,232,293,251,0,49,91
2481,Go First,HYD,CCU,1057,80,148,0,19,67
2482,SpiceJet,MAA,CCU,1266,173,127,0,2,77
2483,Air India,MAA,DEL,950,6,302,0,60,11
2484,Emirates,BLR,CCU,58,1,288,0,14,53
2485,Air India,CCU,BLR,770,155,78,0,58,63
2486,IndiGo,DEL,BOM,1101,135,234,0,53,46
2487,Qatar Airways,HYD,MAA,717,271,290,0,59,36
2488,Go First,DEL,BLR,301,26,300,0,36,73
2489,SpiceJet,MAA,BLR,802,59,224,0,20,40
2490,Air India,DEL,BOM,896,158,43,0,105,26
2491,Go First,HYD,MAA,111,159,-1,0,102,41
2492,IndiGo,CCU,BLR,1436,242,269,0,22,75
2493,Qatar Airways,BLR,CCU,316,286,187,0,103,85
2494,Vistara,BOM,BOM,1168,131,221,0,98,67
2495,Emirates,DEL,MAA,667,262,280,0,17,28
2496,Go First,BOM,HYD,689,214,271,0,16,35
2497,Go First,MAA,DEL,17,172,57,0,30,56
2498,Vistara,BLR,CCU,1374,210,198,0,63,77
2499,Go First,BLR,BOM,1178,42,-5,0,47,11
2500,IndiGo,DEL,DEL,777,107,209,1,25,44
2501,IndiGo,CCU,HYD,359,148,302,0,21,19
2502,Vistara,BLR,BLR,331,125,187,0,44,44
2503,Emirates,DEL,BLR,527,66,215,0,35,22
2504,SpiceJet,DEL,MAA,11,34,35,0,63,61
2505,Air India,BOM,BOM,1098,7,41,0,34,85
2506,SpiceJet,BLR,BOM,211,194,116,0,74,33
2507,Go First,DEL,MAA,640,72,264,0,90,20
2508,Air India,BOM,DEL,282,39,281,0,97,50
2509,Vistara,HYD,BLR,1218,270,289,0,81,8
2510,Vistara,BOM,BLR,779,155,209,0,26,73
2511,Emirates,BOM,BOM,1053,232,158,0,67,9
2512,Air India,DEL,BOM,1032,153,276,0,16,51
2513,IndiGo,MAA,MAA,1332,45,250,0,69,44
2514,Air India,MAA,HYD,1333,28,231,0,105,51
2515,Go First,CCU,DEL,676,117,62,0,10,29
2516,IndiGo,MAA,CCU,704,111,119,0,4,63
2517,Qatar Airways,BOM,HYD,425,236,124,0,57,96
2518,Qatar Airways,CCU,HYD,590,175,237,0,81,1
2519,Qatar Airways,DEL,BOM,90,197,160,0,56,48
2520,Vistara,BLR,BOM,455,293,44,0,88,95
2521,Air India,BOM,BOM,443,228,238,1,73,44
2522,Qatar Airways,BOM,HYD,78,204,-8,0,104,16
2523,SpiceJet,CCU,DEL,926,281,91,0,79,27
2524,Emirates,DEL,BOM,102,213,155,0,73,44
2525,SpiceJet,HYD,BLR,622,77,42,0,73,16
2526,Qatar Airways,BOM,DEL,989,14,274,0,99,58
2527,Emirates,HYD,BLR,1337,209,68,0,84,13
2528,Go First,HYD,DEL,1270,264,101,1,119,9
2529,SpiceJet,MAA,BOM,233,124,184,0,13,97
2530,Air India,DEL,CCU,643,222,6,1,71,77
2531,Air India,HYD,MAA,1258,55,203,0,0,80
2532,SpiceJet,DEL,BOM,789,69,210,0,15,85
2533,Qatar Airways,MAA,HYD,386,244,255,0,25,17
2534,Air India,DEL,CCU,846,114,86,0,48,34
2535,Go First,BOM,HYD,37,135,129,0,41,47
2536,IndiGo,HYD,DEL,1184,92,131,0,69,57
2537,Qatar Airways,DEL,HYD,1140,266,245,0,102,17
2538,Go First,BLR,CCU,240,113,263,1,113,51
2539,Emirates,DEL,CCU,1049,256,-2,0,65,29
2540,Go First,HYD,BOM,561,267,250,0,52,36
2541,Qatar Airways,MAA,BLR,805,100,271,0,8,39
2542,Emirates,MAA,BOM,297,78,125,0,68,5
2543,Qatar Airways,HYD,DEL,804,147,277,0,39,78
2544,Air India,BOM,HYD,153,205,15,0,55,34
2545,IndiGo,BOM,BLR,731,290,155,0,4,25
2546,Qatar Airways,MAA,MAA,467,25,189,0,55,90
2547,Qatar Airways,MAA,CCU,48,76,275,0,110,29
2548,Air India,HYD,BLR,45,107,95,0,71,74
2549,Vistara,BOM,BLR,1308,171,52,0,4,23
2550,Air India,MAA,BOM,779,57,167,0,68,54
2551,Emirates,BOM,MAA,81,148,180,0,51,77
2552,Air India,MAA,CCU,1067,274,110,0,80,86
2553,Air India,DEL,DEL,954,153,159,0,72,8
2554,IndiGo,BLR,DEL,272,62,246,0,97,61
2555,Air India,CCU,BLR,393,108,270,0,32,17
2556,Qatar Airways,DEL,BLR,789,184,139,0,21,50
2557,IndiGo,CCU,HYD,594,78,53,1,84,18
2558,SpiceJet,MAA,MAA,57,65,92,0,106,68
2559,Vistara,BLR,CCU,564,210,19,0,14,81
2560,IndiGo,BLR,BLR,0,128,28,0,64,32
2561,Emirates,MAA,HYD,215,230,127,0,70,37
2562,SpiceJet,MAA,MAA,1340,143,195,0,22,12
2563,IndiGo,BOM,CCU,1251,42,269,0,114,48
2564,IndiGo,MAA,DEL,765,131,-10,0,119,72
2565,Vistara,HYD,HYD,670,20,202,0,110,89
2566,Qatar Airways,MAA,MAA,1310,212,11,0,5,52
2567,Emirates,HYD,HYD,510,281,211,1,83,0
2568,Go First,MAA,BLR,914,255,268,0,57,11
2569,Go First,BOM,BOM,94,271,40,0,25,23
2570,IndiGo,HYD,DEL,492,265,294,0,105,0
2571,Air India,DEL,BLR,764,33,89,0,11,67
2572,Emirates,HYD,BLR,1021,51,2,0,76,6
2573,SpiceJet,BOM,MAA,149,190,189,0,110,91
2574,Air India,CCU,HYD,1046,-2,27,1,114,68
2575,Air India,HYD,DEL,755,60,73,1,112,38
2576,Emirates,MAA,BLR,1238,79,58,0,76,31
2577,Qatar Airways,MAA,MAA,398,13,141,0,1,48
2578,IndiGo,CCU,DEL,409,129,250,0,31,30
2579,IndiGo,BOM,HYD,130,67,118,0,49,78
2580,IndiGo,BLR,BLR,854,203,73,0,94,2
2581,IndiGo,MAA,CCU,147,5,220,0,60,46
2582,Go First,DEL,BLR,380,18,116,0,10,14
2583,IndiGo,BOM,BLR,1132,280,213,0,100,50
2584,Go First,HYD,DEL,551,32,18,0,67,81
2585,Go First,HYD,DEL,1144,42,67,0,33,84
2586,Qatar Airways,DEL,DEL,294,265,116,0,79,73
2587,IndiGo,MAA,DEL,1143,221,188,1,94,20
2588,Vistara,BOM,MAA,455,201,271,0,88,89
2589,SpiceJet,DEL,BOM,168,-3,300,0,102,40
2590,Air India,MAA,MAA,709,111,242,0,7,2
2591,Go First,BOM,BLR,1166,31,276,0,7,0
2592,Emirates,HYD,MAA,36,222,109,0,97,20
2593,Emirates,BOM,HYD,1284,59,135,0,14,74
2594,SpiceJet,CCU,CCU,230,5,231,0,4,79
2595,Emirates,BLR,DEL,253,58,159,0,18,98
2596,Vistara,BOM,HYD,328,42,286,0,73,20
2597,Emirates,BLR,CCU,1320,162,64,0,8,74
2598,Air India,BOM,HYD,979,251,91,0,56,94
2599,Air India,BLR,BLR,9,278,284,1,53,48
2600,Go First,CCU,DEL,445,4,289,0,28,64
2601,IndiGo,HYD,HYD,921,259,42,1,115,40
2602,Qatar Airways,MAA,BLR,835,156,75,0,103,95
2603,Vistara,BLR,DEL,1253,52,119,0,100,66
2604,Go First,CCU,BOM,77,250,153,0,18,95
2605,Vistara,BLR,BLR,192,110,318,1,76,41
2606,IndiGo,HYD,MAA,400,229,106,0,45,68
2607,Emirates,BLR,DEL,108,96,220,0,103,56
2608,Emirates,CCU,HYD,791,169,60,0,79,42
2609,Qatar Airways,CCU,CCU,262,5,293,1,61,11
2610,IndiGo,DEL,HYD,328,298,7,0,93,77
2611,Go First,HYD,MAA,362,204,317,0,59,63
2612,Qatar Airways,DEL,MAA,1401,66,57,0,117,50
2613,IndiGo,HYD,HYD,1364,214,72,0,4,72
2614,SpiceJet,BLR,CCU,258,82,87,0,32,59
2615,Air India,CCU,DEL,1358,170,78,0,82,70
2616,Qatar Airways,DEL,BLR,84,163,300,0,54,79
2617,Qatar Airways,BLR,MAA,307,208,250,0,18,27
2618,Go First,CCU,MAA,261,132,237,0,16,70
2619,Vistara,HYD,MAA,796,271,42,0,87,13
2620,SpiceJet,CCU,CCU,630,248,-7,0,118,31
2621,Go First,BLR,BOM,679,36,-3,0,116,7
2622,IndiGo,DEL,CCU,864,-6,115,0,91,26
2623,IndiGo,DEL,DEL,1274,51,206,0,41,49
2624,IndiGo,CCU,DEL,323,73,313,0,100,58
2625,IndiGo,BLR,DEL,924,122,137,0,21,56
2626,Vistara,BOM,DEL,1252,52,55,0,38,2
2627,SpiceJet,HYD,DEL,1320,270,4,0,79,26
2628,Emirates,HYD,HYD,726,33,65,0,98,93
2629,Air India,BLR,MAA,1260,142,212,0,26,33
2630,Vistara,BOM,CCU,977,259,3,1,75,25
2631,Vistara,DEL,HYD,216,160,149,0,45,39
2632,Emirates,MAA,CCU,1269,145,91,0,27,85
2633,Emirates,MAA,BOM,447,264,198,0,51,31
2634,Air India,BLR,BLR,318,9,223,0,64,40
2635,Air India,BOM,MAA,993,203,131,0,38,1
2636,Emirates,BOM,BOM,1427,68,165,0,17,71
2637,IndiGo,HYD,HYD,36,128,182,0,86,6
2638,Vistara,DEL,BLR,730,87,271,0,21,18
2639,Go First,CCU,BOM,1365,141,37,0,67,32
2640,Air India,BOM,CCU,1010,187,224,0,111,1
2641,Air India,CCU,BLR,1412,262,274,0,10,66
2642,Emirates,MAA,CCU,1057,145,271,0,81,91
2643,SpiceJet,CCU,BOM,38,39,172,0,63,77
2644,Go First,DEL,HYD,208,217,-10,0,118,14
2645,Go First,DEL,CCU,829,-1,267,0,111,20
2646,Air India,CCU,BLR,855,138,247,0,70,77
2647,IndiGo,BLR,BOM,1175,47,33,0,84,58
2648,SpiceJet,BOM,CCU,898,151,184,0,56,81
2649,Go First,BLR,HYD,1388,96,44,0,34,38
2650,Air India,CCU,MAA,1222,278,17,0,36,19
2651,Go First,BOM,HYD,600,175,287,0,49,0
2652,Qatar Airways,HYD,HYD,759,35,228,0,29,72
2653,SpiceJet,BLR,MAA,1102,118,156,0,16,8
2654,SpiceJet,BLR,HYD,433,76,191,0,32,50
2655,Qatar Airways,CCU,MAA,841,238,267,0,15,37
2656,Vistara,MAA,MAA,31,246,6,1,14,92
2657,Qatar Airways,CCU,CCU,1110,266,31,0,12,14
2658,Emirates,BLR,CCU,392,267,142,0,102,83
2659,Emirates,BOM,MAA,1267,-7,242,0,2,40
2660,Air India,MAA,BOM,1255,54,127,0,23,93
2661,SpiceJet,CCU,BLR,909,191,31,0,22,46
2662,Vistara,CCU,BOM,191,52,11,0,58,25
2663,Vistara,BLR,MAA,269,132,11,0,108,53
2664,Go First,BLR,BLR,737,233,129,0,111,69
2665,Go First,HYD,CCU,76,281,59,0,54,38
2666,Qatar Airways,CCU,BLR,734,274,171,0,64,16
2667,Vistara,BLR,MAA,883,169,-6,0,31,69
2668,Qatar Airways,DEL,CCU,1190,163,105,0,96,91
2669,Qatar Airways,MAA,BLR,283,100,273,0,59,8
2670,Go First,DEL,BLR,1112,164,149,0,111,90
2671,SpiceJet,MAA,BOM,543,142,248,0,29,98
2672,Qatar Airways,CCU,BLR,648,206,145,0,65,45
2673,IndiGo,HYD,MAA,1179,286,311,0,17,5
2674,SpiceJet,BLR,DEL,249,229,281,0,58,67
2675,Vistara,BLR,DEL,94,215,102,0,52,15
2676,Vistara,BLR,DEL,16,175,295,0,63,86
2677,Qatar Airways,CCU,MAA,116,37,247,0,118,86
2678,SpiceJet,MAA,DEL,982,197,68,0,29,28
2679,Go First,BLR,BOM,332,146,130,1,17,40
2680,Go First,DEL,MAA,1103,214,155,0,4,67
2681,Emirates,BLR,CCU,645,133,318,0,68,61
2682,Vistara,CCU,MAA,1226,100,293,0,7,39
2683,Air India,HYD,MAA,115,121,-2,0,8,61
2684,Emirates,DEL,BLR,962,102,133,0,31,23
2685,Go First,BLR,BLR,1243,78,235,0,119,5
2686,SpiceJet,BLR,BLR,1276,150,41,0,13,39
2687,Go First,BOM,HYD,1192,64,286,0,12,69
2688,SpiceJet,MAA,BOM,846,270,117,0,17,57
2689,Emirates,DEL,MAA,315,-4,154,0,67,13
2690,Vistara,BOM,MAA,809,102,86,0,113,77
2691,Go First,HYD,BLR,371,25,90,0,21,44
2692,Qatar Airways,MAA,MAA,759,255,155,0,19,98
2693,SpiceJet,DEL,CCU,876,102,112,0,14,5
2694,Vistara,BLR,MAA,976,281,234,0,6,22
2695,Air India,DEL,DEL,155,212,16,0,76,61
2696,SpiceJet,BLR,CCU,613,200,200,0,97,83
2697,Emirates,MAA,CCU,1036,7,246,0,104,16
2698,Air India,BLR,MAA,507,230,314,0,29,83
2699,Air India,HYD,HYD,464,123,228,0,4,69
2700,IndiGo,CCU,BLR,782,209,269,0,0,27
2701,Go First,BLR,BOM,803,91,274,0,59,12
2702,SpiceJet,HYD,BOM,219,129,247,0,30,28
2703,Air India,CCU,DEL,14,158,317,0,114,44
2704,IndiGo,MAA,BOM,116,180,298,0,19,19
2705,Emirates,MAA,BOM,330,14,69,0,82,57
2706,Vistara,DEL,BLR,55,22,313,0,63,80
2707,Qatar Airways,HYD,BLR,1374,-5,29,0,117,53
2708,Qatar Airways,HYD,HYD,1155,183,287,0,63,98
2709,SpiceJet,BOM,DEL,1249,219,317,0,28,63
2710,Air India,BOM,BOM,307,126,184,0,108,51
2711,Qatar Airways,CCU,HYD,221,205,185,0,101,42
2712,Go First,CCU,DEL,1196,172,313,0,9,86
2713,Qatar Airways,BOM,CCU,1363,157,152,0,28,17
2714,Qatar Airways,CCU,BOM,796,271,224,0,30,99
2715,Qatar Airways,BLR,BOM,1180,27,270,0,74,83
2716,IndiGo,BOM,BLR,150,152,174,0,86,53
2717,Air India,HYD,MAA,1201,131,55,0,29,59
2718,Go First,BLR,DEL,111,237,129,0,24,70
2719,Air India,CCU,BOM,682,92,193,0,79,99
2720,SpiceJet,MAA,DEL,1161,188,192,0,57,0
2721,SpiceJet,DEL,HYD,1256,189,206,0,56,36
2722,SpiceJet,BOM,HYD,331,31,271,0,86,48
2723,Emirates,MAA,MAA,892,136,147,1,62,34
2724,Qatar Airways,CCU,BOM,1330,55,56,0,96,66
2725,Emirates,HYD,BLR,160,182,224,0,114,34
2726,IndiGo,DEL,BOM,1425,287,111,0,36,92
2727,SpiceJet,MAA,DEL,277,27,69,0,57,8
2728,Go First,DEL,CCU,1343,130,-1,0,27,36
2729,Air India,BOM,HYD,896,95,232,0,26,59
2730,Qatar Airways,CCU,DEL,496,141,296,0,69,55
2731,Vistara,HYD,MAA,1386,27,267,0,101,88
2732,Go First,CCU,HYD,1395,86,-14,0,36,11
2733,Qatar Airways,DEL,BLR,654,97,58,0,5,70
2734,Emirates,MAA,HYD,1059,108,48,0,88,70
2735,Emirates,BOM,CCU,302,140,245,0,76,3
2736,Go First,BOM,BOM,437,63,308,0,61,60
2737,Emirates,CCU,CCU,725,46,223,0,96,44
2738,SpiceJet,MAA,CCU,1055,241,263,0,32,94
2739,IndiGo,MAA,BOM,185,281,185,0,88,49
2740,Air India,DEL,HYD,1197,244,277,0,77,49
2741,IndiGo,CCU,MAA,672,243,270,0,39,73
2742,Qatar Airways,CCU,BOM,1273,248,205,0,40,47
2743,Air India,BLR,BOM,1000,259,146,0,118,22
2744,Air India,CCU,BLR,278,23,167,0,41,89
2745,IndiGo,BOM,HYD,682,227,249,0,101,86
2746,Go First,DEL,BOM,1025,168,116,0,8,92
2747,Air India,MAA,MAA,1217,93,306,1,17,7
2748,IndiGo,CCU,DEL,1189,18,104,0,14,82
2749,Air India,DEL,HYD,1010,216,203,0,3,28
2750,Vistara,CCU,BLR,924,221,144,0,33,42
2751,Go First,MAA,CCU,1133,293,284,1,61,52
2752,SpiceJet,HYD,BOM,379,106,93,0,37,5
2753,Air India,MAA,MAA,834,196,222,0,80,92
2754,Vistara,MAA,HYD,998,174,277,0,70,23
2755,SpiceJet,MAA,MAA,284,127,51,0,95,73
2756,SpiceJet,CCU,MAA,420,153,300,0,118,13
2757,Qatar Airways,BLR,CCU,112,64,171,0,22,51
2758,Air India,MAA,BLR,1017,222,20,0,19,69
2759,IndiGo,BOM,HYD,227,273,33,0,110,3
2760,Air India,BOM,BOM,527,244,240,0,55,57
2761,Vistara,DEL,BLR,495,-2,91,0,52,78
2762,SpiceJet,BLR,BOM,30,192,-8,0,1,36
2763,Air India,DEL,DEL,161,294,220,0,20,47
2764,IndiGo,BOM,MAA,704,80,162,0,75,38
2765,Qatar Airways,BOM,DEL,721,139,226,0,41,91
2766,Air India,HYD,MAA,1401,165,25,0,56,65
2767,Go First,MAA,CCU,445,22,229,0,48,12
2768,Qatar Airways,BOM,BLR,743,173,97,0,90,65
2769,IndiGo,CCU,BOM,426,146,240,0,113,59
2770,Vistara,CCU,CCU,503,42,150,0,111,40
2771,SpiceJet,DEL,BOM,720,285,62,0,9,31
2772,Air India,DEL,BLR,683,191,191,0,71,51
2773,IndiGo,MAA,HYD,581,263,295,0,60,4
2774,Qatar Airways,MAA,DEL,1057,164,180,0,20,66
2775,Go First,HYD,DEL,735,233,305,0,59,65
2776,IndiGo,BLR,BOM,690,258,48,0,85,77
2777,Emirates,DEL,BOM,757,63,124,0,12,51
2778,Go First,MAA,BOM,753,85,26,0,47,48
2779,Qatar Airways,DEL,BLR,23,162,290,0,39,28
2780,Vistara,MAA,HYD,1239,144,193,0,62,37
2781,SpiceJet,BOM,DEL,54,172,288,0,75,69
2782,Qatar Airways,DEL,CCU,1049,278,57,0,80,97
2783,Vistara,BOM,MAA,1304,247,137,0,111,7
2784,Air India,DEL,BLR,803,64,119,0,8,58
2785,IndiGo,BLR,DEL,326,163,248,0,56,54
2786,Emirates,HYD,HYD,969,220,200,0,50,1
2787,Go First,CCU,BLR,185,236,193,0,112,25
2788,Go First,CCU,CCU,494,150,188,0,119,62
2789,IndiGo,CCU,DEL,1035,175,94,0,39,16
2790,Emirates,BOM,BLR,433,132,15,0,75,58
2791,IndiGo,MAA,DEL,207,271,-4,0,72,87
2792,Air India,CCU,DEL,132,117,111,0,63,94
2793,Vistara,BLR,HYD,1362,155,297,1,93,15
2794,Qatar Airways,CCU,MAA,1219,16,178,0,69,57
2795,Go First,DEL,HYD,1285,235,124,0,63,63
2796,Air India,BOM,DEL,1305,124,11,0,24,49
2797,Vistara,DEL,BLR,368,191,30,0,27,84
2798,Air India,DEL,CCU,1126,10,119,0,9,25
2799,Emirates,DEL,HYD,1206,68,301,0,104,16
2800,Go First,HYD,MAA,422,147,42,0,27,45
2801,Qatar Airways,HYD,DEL,1032,83,-3,0,92,67
2802,IndiGo,MAA,CCU,243,-3,84,0,35,49
2803,IndiGo,BOM,HYD,781,248,33,0,10,42
2804,Vistara,BLR,HYD,623,44,275,1,20,47
2805,Qatar Airways,BLR,HYD,566,25,78,0,117,67
2806,SpiceJet,BLR,HYD,1416,-5,79,0,101,18
2807,Emirates,DEL,CCU,526,31,129,0,25,24
2808,Vistara,HYD,BLR,36,39,56,0,17,71
2809,SpiceJet,BOM,MAA,177,101,-6,0,67,17
2810,Air India,DEL,MAA,638,135,146,0,107,50
2811,Emirates,HYD,DEL,851,219,198,0,40,17
2812,Air India,HYD,BOM,71,200,-12,0,14,57
2813,Qatar Airways,CCU,BLR,351,295,208,0,22,63
2814,Go First,CCU,DEL,622,19,13,0,40,70
2815,Emirates,BOM,DEL,1172,284,286,0,5,56
2816,SpiceJet,BOM,HYD,104,105,187,0,106,16
2817,Go First,BOM,BOM,220,215,61,0,70,58
2818,IndiGo,DEL,BOM,862,48,43,0,109,66
2819,SpiceJet,MAA,BLR,1397,65,180,0,59,85
2820,Vistara,BOM,BOM,517,205,306,0,111,14
2821,IndiGo,CCU,DEL,1283,121,91,0,78,94
2822,IndiGo,MAA,BOM,298,293,-7,0,51,99
2823,Vistara,DEL,BOM,860,70,4,0,8,25
2824,Emirates,MAA,MAA,41,294,133,0,114,47
2825,IndiGo,BLR,DEL,770,56,1,0,29,13
2826,Qatar Airways,MAA,CCU,896,219,-4,0,43,80
2827,SpiceJet,BOM,BOM,491,266,66,0,61,8
2828,Go First,DEL,BOM,1070,61,51,0,42,6
2829,IndiGo,BOM,HYD,84,198,117,0,27,90
2830,SpiceJet,CCU,BOM,1081,261,37,0,93,91
2831,Air India,BLR,BOM,990,133,190,0,7,54
2832,SpiceJet,CCU,MAA,710,240,217,0,98,11
2833,Go First,BOM,DEL,208,273,38,0,50,16
2834,SpiceJet,BOM,BLR,1271,168,52,0,98,72
2835,Vistara,BOM,DEL,1234,69,275,1,89,7
2836,Go First,HYD,HYD,38,46,153,0,29,90
2837,Emirates,BLR,DEL,1275,297,145,0,98,41
2838,Air India,BOM,BOM,925,163,-1,0,101,75
2839,Vistara,BOM,HYD,761,227,175,0,10,36
2840,Emirates,CCU,DEL,1436,155,-1,0,19,19
2841,SpiceJet,CCU,HYD,945,73,271,0,109,0
2842,Go First,BOM,BLR,51,37,-6,0,30,8
2843,Air India,DEL,DEL,373,116,41,0,33,23
2844,Vistara,HYD,CCU,930,158,183,0,11,33
2845,Emirates,CCU,BOM,155,56,145,0,47,35
2846,Emirates,DEL,HYD,1113,183,247,0,27,3
2847,Air India,HYD,CCU,678,144,237,0,66,28
2848,Qatar Airways,BOM,CCU,350,149,103,0,116,86
2849,SpiceJet,BLR,MAA,68,173,64,0,62,98
2850,Air India,MAA,HYD,1186,255,108,0,47,15
2851,Emirates,MAA,CCU,1265,157,297,0,41,7
2852,IndiGo,BOM,MAA,1406,134,56,0,51,90
2853,Vistara,CCU,CCU,1075,175,152,0,4,38
2854,Air India,DEL,BOM,653,251,268,0,76,57
2855,Qatar Airways,BLR,BLR,62,263,20,0,11,11
2856,Emirates,HYD,MAA,508,212,296,0,58,43
2857,SpiceJet,BOM,BLR,291,31,159,0,64,3
2858,Emirates,BLR,HYD,1114,-7,183,0,51,24
2859,SpiceJet,BLR,BOM,820,265,100,0,42,69
2860,Air India,CCU,MAA,1388,273,299,0,82,66
2861,SpiceJet,HYD,HYD,149,182,204,0,92,38
2862,Go First,BLR,CCU,1294,93,50,0,62,23
2863,Go First,CCU,DEL,880,236,249,0,110,84
2864,Go First,DEL,HYD,1139,289,118,1,49,5
2865,Qatar Airways,CCU,BLR,703,12,103,0,111,96
2866,Qatar Airways,DEL,BOM,515,292,106,0,38,71
2867,IndiGo,DEL,BOM,1264,2,305,0,41,32
2868,Qatar Airways,BLR,HYD,29,133,71,0,88,47
2869,Air India,CCU,CCU,1166,207,273,0,79,66
2870,Emirates,DEL,DEL,325,172,121,0,16,1
2871,Emirates,HYD,BLR,948,231,37,1,91,37
2872,IndiGo,BLR,HYD,15,182,189,0,102,39
2873,Qatar Airways,CCU,HYD,110,261,35,0,42,55
2874,SpiceJet,CCU,BOM,871,154,311,0,48,87
2875,IndiGo,MAA,BLR,712,169,24,0,4,20
2876,SpiceJet,CCU,DEL,106,106,234,0,0,81
2877,SpiceJet,BLR,BOM,378,255,202,0,66,34
2878,Vistara,HYD,HYD,161,27,163,0,111,74
2879,Emirates,CCU,BOM,282,33,23,0,23,74
2880,Go First,MAA,BOM,268,63,167,0,28,66
2881,Qatar Airways,BLR,MAA,483,215,208,0,14,59
2882,SpiceJet,DEL,BOM,666,296,148,0,3,22
2883,Vistara,BOM,CCU,1096,297,218,0,43,64
2884,Emirates,BOM,BOM,1220,2,177,0,64,62
2885,Go First,DEL,CCU,1266,1,69,0,112,22
2886,SpiceJet,CCU,BLR,597,39,227,0,119,85
2887,SpiceJet,BOM,BOM,798,238,157,1,78,41
2888,IndiGo,BOM,DEL,1282,108,21,0,87,93
2889,IndiGo,DEL,CCU,797,46,71,0,115,63
2890,Emirates,CCU,CCU,1172,171,113,0,30,65
2891,Go First,CCU,HYD,389,253,178,0,19,80
2892,SpiceJet,DEL,BLR,415,95,303,0,9,40
2893,Emirates,CCU,BOM,425,180,27,0,10,19
2894,Emirates,CCU,DEL,996,126,143,0,81,8
2895,Air India,BLR,HYD,1240,177,89,0,97,56
2896,Qatar Airways,BLR,BLR,866,109,213,0,27,74
2897,IndiGo,DEL,CCU,85,231,201,0,37,16
2898,Go First,HYD,DEL,1239,61,248,1,79,77
2899,SpiceJet,BOM,BOM,422,232,33,0,23,81
2900,Emirates,BLR,MAA,1343,120,107,0,38,17
2901,SpiceJet,BOM,MAA,117,258,287,0,118,62
2902,Air India,MAA,BLR,958,41,9,0,50,71
2903,Go First,DEL,DEL,881,51,115,0,75,92
2904,Emirates,HYD,HYD,991,108,208,0,49,71
2905,SpiceJet,MAA,DEL,414,253,83,0,105,25
2906,IndiGo,MAA,CCU,598,228,274,0,6,91
2907,Qatar Airways,CCU,MAA,39,244,181,0,99,71
2908,Air India,MAA,BLR,1184,162,93,0,80,83
2909,Go First,DEL,BOM,702,298,204,0,112,71
2910,Air India,BLR,DEL,536,226,248,0,67,77
2911,IndiGo,DEL,MAA,419,84,192,0,52,12
2912,Go First,BLR,HYD,663,46,303,0,36,16
2913,Air India,MAA,BLR,94,56,66,0,96,25
2914,Vistara,MAA,BOM,972,35,9,0,82,5
2915,IndiGo,HYD,DEL,649,83,170,0,53,80
2916,IndiGo,BLR,HYD,287,127,-8,0,89,3
2917,IndiGo,MAA,BOM,411,82,108,0,54,88
2918,Vistara,CCU,CCU,399,221,133,0,74,6
2919,Vistara,BOM,MAA,527,38,82,0,30,16
2920,SpiceJet,HYD,CCU,1041,12,200,1,64,85
2921,Emirates,DEL,MAA,135,51,85,0,103,91
2922,Qatar Airways,HYD,HYD,758,256,202,0,99,49
2923,Air India,BOM,CCU,1271,107,243,1,92,5
2924,SpiceJet,BLR,MAA,842,77,-5,1,88,29
2925,Air India,DEL,BLR,709,78,43,0,58,73
2926,Qatar Airways,DEL,HYD,1024,44,234,0,117,55
2927,Emirates,BLR,MAA,380,142,124,0,46,38
2928,Vistara,HYD,DEL,508,228,319,0,48,13
2929,Emirates,MAA,MAA,805,254,22,0,17,53
2930,Vistara,HYD,CCU,475,257,106,0,2,21
2931,Qatar Airways,BOM,BLR,953,102,49,0,17,56
2932,Emirates,CCU,BOM,848,155,130,0,57,40
2933,SpiceJet,MAA,BOM,896,145,286,1,70,89
2934,Go First,HYD,MAA,31,-3,109,0,91,9
2935,SpiceJet,CCU,BOM,117,191,296,0,80,1
2936,Air India,CCU,MAA,1207,206,175,1,24,66
2937,SpiceJet,BLR,BLR,190,281,247,0,17,47
2938,Qatar Airways,BOM,BOM,73,39,280,0,51,41
2939,IndiGo,BOM,CCU,622,96,166,0,103,10
2940,Air India,BOM,CCU,1126,-2,143,0,42,73
2941,Emirates,MAA,DEL,870,222,292,0,66,11
2942,Air India,DEL,MAA,585,177,271,0,88,13
2943,Go First,MAA,BOM,419,298,146,0,6,29
2944,Vistara,HYD,CCU,472,99,247,0,110,59
2945,Emirates,CCU,BLR,113,134,201,0,73,76
2946,Air India,CCU,BLR,1402,217,165,0,43,29
2947,Emirates,DEL,DEL,1336,298,75,0,43,37
2948,Emirates,HYD,BLR,329,103,1,0,50,74
2949,Emirates,DEL,BLR,338,52,109,0,82,64
2950,Vistara,CCU,BOM,237,264,244,0,78,90
2951,Qatar Airways,MAA,MAA,1196,113,198,0,84,46
2952,SpiceJet,BOM,HYD,78,75,223,0,20,38
2953,Emirates,CCU,BLR,463,59,164,0,36,48
2954,IndiGo,BLR,BLR,604,36,156,0,27,72
2955,Qatar Airways,BOM,HYD,561,188,127,0,108,57
