Student_ID,University,Course,Specialization,Year_of_Study,Gender,Attendance_Percentage,Internal_Marks,External_Marks,CGPA,Placement_Status
1007360,JNTU Hyderabad,B.Sc,Data Science,1,Female,56.87,12,47,9.06,Placed
1007361,Pune University,B.Com,Mechanical,2,Male,96.54,17,28,4.96,Placed
1007362,Pune University,B.Com,Data Science,1,Male,74.1,26,43,5.79,Not Placed
1007363,Anna University,MCA,Finance,4,Female,89.44,11,25,7.36,Placed
1007364,Pune University,MCA,Data Science,1,Female,75.08,12,35,7.04,Placed
1007365,Pune University,MBA,Marketing,4,Female,71.33,24,45,8.45,Placed
1007366,Anna University,MCA,Civil,1,Male,74.5,23,36,5.55,Not Placed
1007367,Delhi University,B.Tech,Civil,1,Male,83.65,21,33,6.34,Placed
1007368,JNTU Hyderabad,B.Tech,Marketing,2,Male,86.35,22,35,4.3,Not Placed
1007369,Anna University,B.Com,Finance,1,Male,67.52,20,31,6.64,Placed
1007370,Pune University,MCA,Mechanical,1,Female,65.77,29,39,9.79,Not Placed
1007371,Delhi University,MBA,Finance,4,Female,72.22,25,35,5.31,Placed
1007372,Delhi University,MCA,Mechanical,3,Female,64.13,23,68,9.35,Placed
1007373,Mumbai University,BBA,Data Science,3,Female,98.1,16,48,8.34,Placed
1007374,JNTU Hyderabad,B.Com,Computer Science,2,Female,87.42,28,31,9.82,Not Placed
1007375,Delhi University,MCA,Mechanical,4,Male,77.63,13,35,7.81,Placed
1007376,Anna University,BBA,Marketing,2,Female,85.0,24,67,6.7,Not Placed
1007377,Mumbai University,BBA,Marketing,4,Male,90.08,16,69,8.76,Placed
1007378,JNTU Hyderabad,B.Sc,Computer Science,4,Male,78.52,20,65,6.53,Placed
1007379,Pune University,B.Tech,Mechanical,1,Male,81.59,22,55,6.91,Placed
1007380,Anna University,B.Tech,Civil,3,Male,91.48,24,30,8.04,Not Placed
1007381,Delhi University,B.Tech,Data Science,1,Male,56.52,22,25,7.72,Not Placed
1007382,JNTU Hyderabad,B.Sc,Finance,1,Male,56.55,14,44,4.99,Placed
1007383,Delhi University,BBA,Mechanical,1,Male,71.11,23,29,5.75,Placed
1007384,Mumbai University,BBA,Mechanical,2,Male,73.71,12,23,7.68,Placed
1007385,Pune University,MBA,Computer Science,4,Male,99.72,22,65,7.28,Placed
1007386,JNTU Hyderabad,B.Sc,Mechanical,3,Male,68.74,14,67,8.31,Placed
1007387,Pune University,B.Com,Mechanical,1,Female,88.38,20,24,5.93,Not Placed
1007388,Pune University,B.Tech,Civil,4,Female,69.91,21,43,5.51,Placed
1007389,Mumbai University,B.Tech,Mechanical,2,Female,94.61,24,37,9.09,Placed
1007390,JNTU Hyderabad,MBA,Mechanical,3,Male,77.82,21,53,5.16,Not Placed
1007391,Anna University,B.Tech,Civil,2,Female,55.65,21,34,5.03,Placed
1007392,Pune University,MCA,Data Science,4,Female,73.08,15,25,9.61,Not Placed
1007393,JNTU Hyderabad,B.Com,Computer Science,3,Female,63.52,21,63,9.43,Not Placed
1007394,JNTU Hyderabad,BBA,Finance,2,Male,97.02,28,37,5.98,Not Placed
1007395,Anna University,BBA,Computer Science,1,Male,80.39,18,39,5.09,Placed
1007396,Mumbai University,B.Com,Civil,2,Female,98.64,27,51,6.67,Placed
1007397,Mumbai University,MCA,Mechanical,1,Female,68.25,16,46,7.65,Not Placed
1007398,Mumbai University,BBA,Marketing,3,Female,62.15,27,25,9.96,Not Placed
1007399,Delhi University,B.Tech,Computer Science,3,Male,65.98,10,42,7.54,Not Placed
1007400,JNTU Hyderabad,MBA,Mechanical,4,Female,99.04,16,50,9.21,Placed
1007401,Anna University,B.Com,Marketing,3,Male,93.68,21,53,8.11,Placed
1007402,Pune University,MBA,Data Science,4,Female,73.82,24,68,5.17,Placed
1007403,Delhi University,BBA,Finance,3,Female,82.51,29,43,5.47,Placed
1007404,Pune University,B.Tech,Computer Science,4,Female,61.81,22,47,4.62,Placed
1007405,Delhi University,B.Com,Data Science,3,Male,70.48,21,40,4.66,Placed
1007406,Pune University,B.Com,Mechanical,1,Female,95.87,20,28,6.79,Placed
1007407,Anna University,B.Sc,Finance,4,Male,58.11,25,34,6.63,Placed
1007408,Delhi University,B.Tech,Civil,1,Male,76.19,23,69,8.06,Not Placed
1007409,Delhi University,B.Sc,Mechanical,4,Female,59.87,27,43,8.58,Placed
1007410,Pune University,BBA,Marketing,4,Male,91.99,17,56,7.9,Placed
1007411,JNTU Hyderabad,B.Sc,Civil,3,Male,57.36,16,48,5.28,Placed
1007412,Delhi University,B.Com,Computer Science,4,Female,99.46,29,54,6.41,Placed
1007413,Anna University,B.Com,Data Science,4,Male,92.79,29,38,7.07,Not Placed
1007414,Delhi University,MCA,Computer Science,2,Male,85.82,15,47,7.65,Placed
1007415,Pune University,MBA,Finance,4,Male,73.25,12,68,7.63,Placed
1007416,Anna University,BBA,Computer Science,3,Female,71.53,12,52,7.92,Placed
1007417,JNTU Hyderabad,MBA,Finance,2,Male,92.88,25,57,7.94,Placed
1007418,Delhi University,B.Tech,Data Science,4,Male,90.96,13,44,7.11,Not Placed
1007419,Pune University,B.Com,Computer Science,2,Female,84.67,11,63,6.18,Not Placed
1007420,Anna University,B.Tech,Civil,2,Male,69.81,10,32,5.54,Placed
1007421,Delhi University,B.Sc,Data Science,2,Male,58.6,11,35,7.01,Placed
1007422,Delhi University,BBA,Civil,3,Male,86.03,17,66,9.34,Placed
1007423,JNTU Hyderabad,B.Tech,Civil,2,Male,72.57,10,25,9.39,Not Placed
1007424,Delhi University,B.Com,Mechanical,2,Female,68.07,24,56,9.51,Placed
1007425,Anna University,B.Com,Finance,2,Male,97.84,24,27,6.65,Placed
1007426,Anna University,B.Tech,Marketing,1,Female,64.37,14,64,5.88,Not Placed
1007427,Anna University,B.Tech,Finance,4,Female,73.6,10,49,6.15,Placed
1007428,Anna University,B.Sc,Computer Science,2,Male,70.28,11,59,7.54,Not Placed
1007429,Mumbai University,MBA,Finance,4,Male,87.86,21,56,9.39,Placed
1007430,Delhi University,MCA,Civil,4,Male,67.68,16,45,8.76,Placed
1007431,Mumbai University,B.Tech,Data Science,2,Female,57.72,23,57,9.36,Placed
1007432,Delhi University,BBA,Computer Science,2,Female,56.22,20,69,7.13,Placed
1007433,Pune University,B.Sc,Finance,1,Male,61.3,22,40,4.64,Placed
1007434,Pune University,B.Com,Mechanical,3,Male,77.52,12,56,5.54,Not Placed
1007435,Delhi University,B.Sc,Finance,1,Male,71.64,24,30,8.11,Not Placed
1007436,Pune University,B.Tech,Civil,2,Female,73.2,27,67,5.23,Placed
1007437,Anna University,B.Tech,Mechanical,2,Female,57.01,27,60,9.62,Placed
1007438,JNTU Hyderabad,MBA,Civil,1,Male,95.47,15,59,7.58,Placed
1007439,Delhi University,B.Sc,Data Science,2,Male,88.45,29,24,7.04,Not Placed
1007440,Delhi University,MBA,Civil,4,Female,68.87,16,39,5.73,Placed
1007441,Delhi University,BBA,Civil,4,Male,78.8,10,29,5.11,Placed
1007442,Pune University,BBA,Marketing,4,Female,70.2,19,31,9.73,Not Placed
1007443,JNTU Hyderabad,BBA,Mechanical,1,Male,56.56,23,57,4.38,Placed
1007444,Delhi University,B.Tech,Marketing,3,Female,74.05,13,31,4.98,Not Placed
1007445,Pune University,B.Tech,Computer Science,2,Female,96.52,15,44,5.27,Placed
1007446,JNTU Hyderabad,MBA,Civil,4,Male,65.72,29,28,6.08,Not Placed
1007447,JNTU Hyderabad,B.Sc,Mechanical,2,Female,66.31,15,39,5.57,Placed
1007448,JNTU Hyderabad,MCA,Marketing,1,Male,92.48,29,25,4.92,Placed
1007449,Mumbai University,B.Sc,Marketing,3,Female,67.78,27,34,7.3,Not Placed
1007450,Delhi University,MBA,Data Science,1,Female,82.98,16,68,4.82,Placed
1007451,Delhi University,BBA,Marketing,2,Male,62.3,25,34,6.85,Placed
1007452,Mumbai University,B.Com,Computer Science,3,Male,81.39,28,64,9.4,Not Placed
1007453,Anna University,B.Sc,Data Science,1,Male,60.19,13,44,6.77,Placed
1007454,Anna University,MCA,Computer Science,3,Male,90.69,24,59,7.34,Placed
1007455,JNTU Hyderabad,BBA,Finance,3,Female,91.43,12,57,5.15,Not Placed
1007456,Anna University,MBA,Marketing,2,Female,61.87,16,68,4.26,Not Placed
1007457,Pune University,B.Com,Computer Science,3,Male,91.77,26,31,6.25,Placed
1007458,Pune University,B.Sc,Mechanical,1,Male,68.6,14,52,4.85,Placed
1007459,Mumbai University,MCA,Mechanical,2,Female,84.46,29,47,7.58,Not Placed
1007460,Delhi University,B.Sc,Data Science,4,Male,59.61,14,33,7.58,Placed
1007461,JNTU Hyderabad,MBA,Civil,4,Male,91.6,29,44,6.24,Placed
1007462,Mumbai University,BBA,Civil,1,Male,80.43,23,39,9.9,Placed
1007463,Mumbai University,B.Sc,Finance,3,Female,68.97,12,40,7.53,Placed
1007464,Pune University,MCA,Civil,4,Male,98.21,23,63,4.24,Placed
1007465,Pune University,B.Tech,Data Science,4,Male,56.29,12,33,9.21,Not Placed
1007466,Pune University,B.Sc,Marketing,1,Male,72.95,27,44,9.86,Placed
1007467,JNTU Hyderabad,BBA,Civil,3,Male,87.22,25,29,8.17,Not Placed
1007468,Delhi University,B.Sc,Marketing,3,Female,64.76,21,56,6.11,Not Placed
1007469,Mumbai University,MBA,Data Science,3,Female,94.48,10,32,8.79,Not Placed
1007470,Mumbai University,BBA,Data Science,4,Male,96.0,25,44,6.87,Not Placed
1007471,Anna University,BBA,Marketing,4,Female,75.22,15,30,8.11,Placed
1007472,Delhi University,MCA,Finance,1,Female,99.41,12,62,7.03,Placed
1007473,Anna University,BBA,Computer Science,3,Male,68.5,14,56,7.85,Not Placed
1007474,Pune University,MCA,Civil,2,Male,86.93,11,38,8.22,Not Placed
1007475,Delhi University,MBA,Civil,1,Female,95.57,12,55,5.05,Placed
1007476,Anna University,B.Sc,Computer Science,3,Male,93.41,24,25,9.2,Not Placed
1007477,Pune University,MCA,Finance,4,Male,88.77,10,26,6.29,Placed
1007478,Mumbai University,MBA,Marketing,1,Female,58.9,13,58,6.82,Placed
1007479,Anna University,MCA,Mechanical,3,Male,91.07,25,67,4.36,Placed
1007480,Delhi University,B.Sc,Data Science,1,Female,56.39,19,60,8.13,Placed
1007481,Delhi University,B.Com,Mechanical,3,Male,94.13,16,65,9.39,Placed
1007482,Mumbai University,BBA,Civil,1,Female,58.46,11,63,6.65,Placed
1007483,Pune University,B.Sc,Marketing,2,Female,85.42,20,54,7.65,Placed
1007484,Mumbai University,B.Tech,Finance,2,Female,74.31,28,48,7.82,Placed
1007485,JNTU Hyderabad,B.Tech,Computer Science,4,Male,79.79,10,30,4.46,Placed
1007486,Anna University,MCA,Finance,3,Male,82.63,15,21,6.69,Placed
1007487,Delhi University,MCA,Finance,3,Male,62.79,10,38,5.67,Placed
1007488,Pune University,B.Com,Finance,3,Male,97.11,10,53,4.64,Placed
1007489,JNTU Hyderabad,BBA,Mechanical,4,Female,64.06,28,48,9.99,Not Placed
1007490,Anna University,B.Tech,Civil,1,Male,79.34,10,37,8.53,Not Placed
1007491,Pune University,B.Com,Finance,2,Male,95.93,20,59,4.04,Not Placed
1007492,Anna University,BBA,Computer Science,3,Male,83.72,10,23,5.3,Placed
1007493,Pune University,BBA,Civil,3,Male,84.27,20,61,9.06,Placed
1007494,JNTU Hyderabad,BBA,Marketing,1,Female,73.76,11,42,7.56,Placed
1007495,Anna University,BBA,Mechanical,2,Male,97.11,19,21,8.8,Not Placed
1007496,Mumbai University,MCA,Computer Science,4,Male,71.91,12,57,8.86,Placed
1007497,Anna University,MBA,Data Science,1,Female,89.5,20,41,8.22,Placed
1007498,Anna University,B.Tech,Computer Science,2,Female,55.13,12,23,9.82,Placed
1007499,JNTU Hyderabad,B.Tech,Civil,4,Male,64.0,17,31,4.45,Placed
1007500,Mumbai University,BBA,Civil,3,Male,69.87,15,53,8.55,Placed
1007501,Mumbai University,B.Tech,Computer Science,1,Male,79.62,12,43,6.9,Placed
1007502,JNTU Hyderabad,B.Tech,Civil,2,Male,85.86,26,69,6.05,Not Placed
1007503,Anna University,MCA,Data Science,1,Male,92.72,25,49,6.05,Placed
1007504,Mumbai University,BBA,Computer Science,2,Female,75.82,22,26,7.41,Placed
1007505,Mumbai University,B.Tech,Civil,2,Male,66.14,10,46,5.78,Placed
1007506,Pune University,B.Com,Civil,1,Female,77.01,16,61,4.84,Not Placed
1007507,Anna University,MCA,Mechanical,4,Male,88.68,15,54,8.52,Not Placed
1007508,Delhi University,B.Sc,Data Science,2,Female,100.0,22,34,7.61,Not Placed
1007509,Delhi University,B.Com,Computer Science,4,Female,73.63,21,52,6.78,Not Placed
1007510,JNTU Hyderabad,B.Sc,Marketing,3,Male,69.14,18,43,4.57,Not Placed
1007511,Delhi University,B.Tech,Data Science,4,Female,70.33,29,32,8.31,Placed
1007512,JNTU Hyderabad,MCA,Civil,3,Male,56.35,20,30,6.34,Placed
1007513,Mumbai University,MCA,Mechanical,4,Male,58.52,11,51,7.55,Placed
1007514,Mumbai University,MCA,Civil,4,Female,96.65,14,33,7.43,Placed
1007515,Mumbai University,B.Sc,Data Science,4,Female,78.56,24,33,4.85,Placed
1007516,Mumbai University,MCA,Mechanical,3,Female,92.99,18,56,4.8,Placed
1007517,Mumbai University,BBA,Finance,3,Male,87.89,13,28,7.65,Not Placed
1007518,Pune University,BBA,Data Science,3,Female,71.13,11,48,5.84,Not Placed
1007519,Pune University,B.Com,Finance,4,Female,79.9,26,47,4.17,Not Placed
1007520,Pune University,B.Sc,Finance,1,Male,93.03,20,54,7.13,Placed
1007521,Delhi University,BBA,Mechanical,2,Male,91.86,28,30,5.59,Not Placed
1007522,Anna University,B.Sc,Civil,4,Male,97.79,21,65,6.08,Not Placed
1007523,Pune University,B.Com,Marketing,1,Female,88.23,26,55,9.31,Placed
1007524,Pune University,MCA,Civil,3,Female,61.0,14,45,8.35,Placed
1007525,Delhi University,MCA,Marketing,3,Male,93.01,15,55,7.39,Not Placed
1007526,JNTU Hyderabad,B.Com,Finance,3,Male,62.97,20,58,4.16,Placed
1007527,Mumbai University,BBA,Mechanical,3,Female,70.22,11,46,4.91,Not Placed
1007528,Mumbai University,B.Com,Civil,3,Female,87.88,29,39,6.04,Placed
1007529,JNTU Hyderabad,B.Com,Mechanical,3,Female,60.34,18,35,9.71,Not Placed
1007530,Anna University,BBA,Mechanical,4,Male,75.87,14,43,7.67,Placed
1007531,Anna University,BBA,Mechanical,4,Female,96.79,21,54,7.16,Placed
1007532,Mumbai University,BBA,Finance,4,Female,63.56,26,31,4.12,Placed
1007533,Anna University,B.Com,Mechanical,4,Female,94.25,10,52,8.28,Placed
1007534,Pune University,MBA,Marketing,3,Female,64.72,28,34,7.2,Not Placed
1007535,JNTU Hyderabad,MBA,Mechanical,3,Male,82.37,17,61,6.81,Placed
1007536,Mumbai University,MCA,Marketing,1,Female,62.64,20,51,7.56,Placed
1007537,Anna University,B.Com,Computer Science,3,Female,61.52,26,49,7.81,Placed
1007538,Delhi University,BBA,Finance,2,Female,62.3,27,48,6.82,Not Placed
1007539,Mumbai University,BBA,Marketing,3,Female,71.3,24,33,4.75,Not Placed
1007540,Anna University,B.Tech,Civil,2,Female,89.34,25,54,6.57,Not Placed
1007541,Mumbai University,MCA,Marketing,2,Male,62.89,27,32,7.71,Placed
1007542,Mumbai University,MBA,Data Science,1,Female,59.63,12,41,4.18,Not Placed
1007543,JNTU Hyderabad,B.Sc,Civil,3,Female,96.87,24,25,9.34,Placed
1007544,Pune University,MCA,Computer Science,3,Female,80.19,21,20,7.33,Not Placed
1007545,JNTU Hyderabad,MBA,Marketing,4,Female,78.02,18,47,6.45,Placed
1007546,Pune University,B.Sc,Data Science,4,Female,57.14,14,53,8.58,Placed
1007547,Mumbai University,B.Sc,Civil,2,Male,63.23,18,21,4.44,Placed
1007548,JNTU Hyderabad,B.Sc,Mechanical,2,Female,78.61,28,61,8.08,Placed
1007549,Pune University,B.Sc,Marketing,1,Male,58.56,12,39,9.71,Not Placed
1007550,Delhi University,MCA,Civil,2,Female,92.01,23,45,5.82,Placed
1007551,Mumbai University,BBA,Marketing,1,Male,58.5,14,69,8.84,Placed
1007552,JNTU Hyderabad,MBA,Computer Science,3,Female,87.17,17,58,6.31,Not Placed
1007553,Mumbai University,B.Tech,Computer Science,3,Male,59.75,14,22,5.65,Placed
1007554,Anna University,BBA,Marketing,4,Female,81.61,25,31,5.46,Not Placed
1007555,Mumbai University,B.Tech,Computer Science,1,Female,82.63,10,26,8.73,Placed
1007556,Anna University,B.Com,Civil,1,Female,74.22,12,54,6.3,Not Placed
1007557,Delhi University,BBA,Data Science,2,Male,59.2,20,46,5.29,Not Placed
1007558,Mumbai University,B.Com,Civil,1,Male,83.05,12,68,5.74,Placed
1007559,Mumbai University,B.Com,Civil,2,Female,56.9,29,41,5.95,Not Placed
1007560,Pune University,MBA,Data Science,3,Female,66.34,16,29,6.97,Placed
1007561,Pune University,MBA,Marketing,3,Male,74.59,14,38,7.83,Placed
1007562,Delhi University,B.Tech,Finance,1,Female,91.66,10,50,5.53,Placed
1007563,Mumbai University,BBA,Marketing,3,Male,61.96,18,43,4.46,Placed
1007564,Delhi University,B.Sc,Finance,3,Male,71.77,24,69,5.35,Placed
1007565,Delhi University,MCA,Civil,2,Male,95.68,14,64,8.02,Placed
1007566,Mumbai University,B.Tech,Computer Science,3,Male,95.04,23,24,4.12,Placed
1007567,Mumbai University,MBA,Marketing,2,Female,70.32,20,58,4.47,Placed
1007568,Anna University,BBA,Computer Science,3,Male,66.33,20,56,7.27,Placed
1007569,JNTU Hyderabad,BBA,Finance,4,Female,73.88,25,25,5.79,Not Placed
1007570,Mumbai University,B.Tech,Marketing,2,Female,73.87,29,59,6.33,Placed
1007571,Pune University,MCA,Civil,2,Female,64.51,23,26,7.48,Not Placed
1007572,JNTU Hyderabad,BBA,Civil,4,Male,82.5,12,35,6.88,Placed
1007573,Pune University,BBA,Mechanical,1,Female,83.99,14,33,6.64,Not Placed
1007574,Delhi University,BBA,Civil,2,Male,82.33,15,51,4.87,Placed
1007575,Delhi University,BBA,Mechanical,3,Female,63.11,19,39,4.71,Not Placed
1007576,Delhi University,MCA,Data Science,4,Female,73.03,21,24,6.63,Placed
1007577,Delhi University,B.Tech,Data Science,3,Female,88.48,18,50,4.46,Placed
1007578,Delhi University,MCA,Mechanical,2,Female,73.52,19,51,4.59,Not Placed
1007579,Delhi University,BBA,Mechanical,4,Female,64.41,15,33,9.41,Placed
1007580,Anna University,BBA,Civil,1,Female,92.86,13,64,8.39,Not Placed
1007581,Mumbai University,B.Sc,Finance,4,Female,68.93,19,26,7.49,Not Placed
1007582,Delhi University,B.Sc,Finance,2,Female,67.37,16,40,4.36,Not Placed
1007583,Anna University,MCA,Finance,1,Male,92.11,27,50,7.98,Not Placed
1007584,Anna University,B.Sc,Civil,3,Male,93.69,26,28,9.67,Not Placed
1007585,JNTU Hyderabad,B.Com,Data Science,2,Female,59.89,23,68,9.12,Not Placed
1007586,JNTU Hyderabad,B.Tech,Computer Science,1,Male,66.58,27,45,9.58,Not Placed
1007587,Mumbai University,MCA,Finance,3,Male,92.18,22,42,4.16,Placed
1007588,Pune University,BBA,Finance,4,Male,78.3,20,25,8.06,Not Placed
1007589,Anna University,B.Com,Marketing,2,Female,99.79,14,30,5.63,Placed
1007590,Pune University,MBA,Computer Science,2,Male,68.64,25,52,5.48,Placed
1007591,Delhi University,BBA,Data Science,2,Female,74.84,28,59,4.08,Not Placed
1007592,Mumbai University,BBA,Mechanical,2,Female,61.24,16,38,7.04,Not Placed
1007593,Pune University,BBA,Computer Science,2,Male,66.85,21,20,7.35,Placed
1007594,Anna University,MBA,Civil,1,Male,75.5,14,58,9.04,Not Placed
1007595,Delhi University,MCA,Mechanical,3,Female,89.58,11,43,6.41,Placed
1007596,JNTU Hyderabad,BBA,Mechanical,2,Male,98.99,19,22,9.07,Placed
1007597,Mumbai University,B.Tech,Mechanical,1,Female,56.64,14,66,7.31,Placed
1007598,Anna University,MCA,Mechanical,1,Female,75.23,23,25,6.23,Placed
1007599,Mumbai University,B.Tech,Data Science,3,Male,97.13,13,65,6.68,Placed
1007600,Mumbai University,B.Tech,Mechanical,4,Female,59.16,21,49,6.48,Placed
1007601,JNTU Hyderabad,B.Com,Civil,4,Male,99.61,29,60,6.35,Not Placed
1007602,Pune University,MBA,Mechanical,3,Female,98.81,27,37,6.75,Placed
1007603,Delhi University,B.Sc,Finance,1,Male,71.85,23,23,4.63,Placed
1007604,JNTU Hyderabad,B.Tech,Mechanical,3,Female,86.68,29,36,7.61,Not Placed
1007605,JNTU Hyderabad,B.Tech,Finance,1,Male,72.34,19,68,4.31,Not Placed
1007606,Mumbai University,B.Com,Mechanical,3,Female,92.76,26,54,4.51,Placed
1007607,Anna University,B.Sc,Finance,2,Female,59.43,12,27,5.17,Not Placed
1007608,Pune University,MCA,Data Science,3,Male,84.45,19,34,4.59,Placed
1007609,Mumbai University,MBA,Marketing,1,Male,61.68,17,28,8.71,Placed
1007610,Pune University,MCA,Marketing,3,Male,98.9,14,21,8.81,Placed
1007611,Mumbai University,B.Com,Computer Science,1,Male,92.92,16,29,9.94,Placed
1007612,Delhi University,B.Sc,Data Science,4,Male,88.18,22,33,9.48,Placed
1007613,Mumbai University,BBA,Marketing,2,Male,71.6,29,64,9.26,Placed
1007614,Pune University,MCA,Finance,2,Female,64.88,27,61,5.17,Placed
1007615,Mumbai University,B.Tech,Mechanical,4,Female,88.87,21,43,6.57,Placed
1007616,Anna University,B.Sc,Marketing,1,Female,90.11,10,61,4.06,Placed
1007617,Delhi University,MBA,Mechanical,4,Female,72.23,22,36,5.77,Placed
1007618,Delhi University,MCA,Marketing,4,Male,78.84,22,23,4.47,Placed
1007619,Pune University,B.Com,Civil,4,Male,68.8,17,46,9.16,Not Placed
1007620,JNTU Hyderabad,B.Sc,Marketing,2,Female,85.51,29,36,6.92,Placed
1007621,JNTU Hyderabad,MBA,Mechanical,1,Male,95.7,26,38,9.38,Placed
1007622,JNTU Hyderabad,B.Tech,Marketing,3,Male,95.45,25,32,8.09,Placed
1007623,Pune University,MBA,Computer Science,2,Male,74.58,23,51,9.77,Not Placed
1007624,Delhi University,B.Sc,Mechanical,4,Female,68.61,26,20,8.43,Not Placed
1007625,Delhi University,BBA,Computer Science,3,Male,90.62,11,57,8.29,Placed
1007626,Delhi University,B.Sc,Mechanical,1,Male,71.82,24,34,5.36,Placed
1007627,JNTU Hyderabad,B.Tech,Computer Science,2,Male,94.03,27,59,8.1,Placed
1007628,JNTU Hyderabad,MBA,Mechanical,3,Male,55.58,29,66,8.41,Not Placed
1007629,JNTU Hyderabad,BBA,Data Science,3,Female,61.49,24,69,5.54,Placed
1007630,JNTU Hyderabad,B.Tech,Civil,4,Female,86.71,19,29,5.92,Not Placed
1007631,JNTU Hyderabad,B.Sc,Civil,1,Male,73.49,17,60,6.87,Not Placed
1007632,Pune University,BBA,Computer Science,2,Male,56.9,18,49,9.08,Not Placed
1007633,Delhi University,MCA,Mechanical,4,Male,72.25,16,47,9.83,Not Placed
1007634,Mumbai University,B.Com,Finance,3,Male,97.3,26,54,8.83,Not Placed
1007635,JNTU Hyderabad,MBA,Computer Science,3,Female,78.26,28,25,6.55,Not Placed
1007636,Pune University,B.Tech,Finance,1,Male,67.38,24,50,6.19,Not Placed
1007637,Pune University,MBA,Finance,3,Female,61.15,22,61,8.1,Not Placed
1007638,Anna University,B.Com,Marketing,2,Female,69.36,13,25,9.33,Placed
1007639,Delhi University,MBA,Computer Science,2,Male,81.13,17,39,8.37,Placed
1007640,Pune University,BBA,Marketing,3,Female,88.09,10,52,7.64,Not Placed
1007641,Mumbai University,B.Tech,Mechanical,3,Female,78.37,17,51,4.77,Placed
1007642,Mumbai University,MCA,Marketing,1,Female,67.31,12,52,4.7,Placed
1007643,JNTU Hyderabad,MBA,Data Science,2,Male,93.02,21,52,5.53,Not Placed
1007644,Pune University,MBA,Computer Science,2,Male,95.16,13,49,5.66,Not Placed
1007645,Delhi University,B.Tech,Civil,4,Male,75.51,21,34,8.97,Not Placed
1007646,Delhi University,B.Sc,Mechanical,4,Male,55.44,14,45,8.29,Placed
1007647,Mumbai University,BBA,Marketing,2,Female,98.64,27,33,8.65,Placed
1007648,JNTU Hyderabad,MCA,Mechanical,4,Male,57.12,29,24,4.97,Placed
1007649,JNTU Hyderabad,MBA,Civil,1,Female,89.54,23,63,4.32,Placed
1007650,JNTU Hyderabad,BBA,Computer Science,4,Female,93.4,19,54,9.97,Placed
1007651,JNTU Hyderabad,B.Tech,Data Science,2,Female,76.64,29,25,8.28,Placed
1007652,Mumbai University,B.Com,Mechanical,4,Female,86.26,18,29,9.35,Not Placed
1007653,JNTU Hyderabad,MCA,Marketing,1,Female,68.78,21,43,9.97,Placed
1007654,JNTU Hyderabad,B.Tech,Computer Science,4,Female,58.48,26,45,4.7,Not Placed
1007655,Pune University,BBA,Data Science,4,Female,99.24,24,51,5.43,Not Placed
1007656,Mumbai University,B.Tech,Marketing,2,Male,71.87,13,40,6.42,Placed
1007657,Mumbai University,B.Sc,Marketing,1,Male,69.35,23,30,6.13,Not Placed
1007658,JNTU Hyderabad,MBA,Computer Science,4,Male,55.39,28,40,7.19,Not Placed
1007659,Anna University,BBA,Mechanical,2,Female,81.63,11,24,6.72,Placed
1007660,Mumbai University,B.Tech,Finance,3,Male,79.59,20,31,4.19,Placed
1007661,Delhi University,MCA,Data Science,3,Female,89.04,10,42,4.97,Placed
1007662,JNTU Hyderabad,B.Sc,Marketing,2,Female,75.2,13,65,9.35,Placed
1007663,Mumbai University,B.Tech,Data Science,1,Male,75.58,23,35,9.73,Not Placed
1007664,Mumbai University,B.Tech,Mechanical,1,Male,93.05,19,43,4.44,Not Placed
1007665,Mumbai University,B.Sc,Mechanical,3,Female,83.58,17,40,4.01,Not Placed
1007666,Delhi University,MBA,Finance,1,Female,57.42,25,53,5.52,Placed
1007667,Pune University,MCA,Finance,1,Female,71.34,27,45,8.93,Placed
1007668,Pune University,BBA,Data Science,1,Female,84.16,13,22,7.81,Not Placed
1007669,Pune University,B.Tech,Data Science,4,Male,87.36,25,65,9.46,Placed
1007670,Delhi University,B.Sc,Mechanical,2,Male,59.89,22,60,5.86,Placed
1007671,Mumbai University,B.Com,Marketing,3,Female,91.82,28,67,9.4,Not Placed
1007672,Delhi University,MCA,Marketing,2,Male,76.45,25,33,4.34,Placed
1007673,JNTU Hyderabad,BBA,Civil,1,Male,68.47,21,52,8.22,Not Placed
1007674,Pune University,BBA,Computer Science,1,Female,57.27,14,47,7.05,Not Placed
1007675,Mumbai University,B.Sc,Mechanical,2,Male,85.84,12,45,4.83,Placed
1007676,Anna University,BBA,Marketing,4,Female,71.28,11,67,8.6,Placed
1007677,JNTU Hyderabad,B.Tech,Civil,2,Female,73.47,29,48,6.64,Placed
1007678,Delhi University,B.Com,Civil,4,Male,95.09,10,50,9.17,Not Placed
1007679,Anna University,B.Com,Mechanical,4,Female,61.85,26,50,4.53,Placed
1007680,Pune University,B.Tech,Marketing,3,Male,80.97,20,30,9.32,Not Placed
1007681,Anna University,B.Com,Mechanical,1,Male,96.17,22,61,6.61,Placed
1007682,Pune University,B.Com,Data Science,4,Female,55.27,18,54,6.06,Not Placed
1007683,Delhi University,B.Tech,Finance,2,Female,61.36,16,53,7.88,Placed
1007684,JNTU Hyderabad,MBA,Computer Science,1,Male,71.45,15,27,6.57,Not Placed
1007685,Delhi University,B.Tech,Finance,1,Male,87.93,22,61,4.76,Placed
1007686,Anna University,B.Com,Data Science,2,Male,96.34,15,53,8.96,Not Placed
1007687,Mumbai University,BBA,Civil,4,Female,65.52,18,69,7.09,Placed
