Date,City,State,Avg_Temperature_C,Rainfall_mm,Humidity_%,Wind_Speed_kmph,Weather_Type,Pressure_hPa
2020-01-24,New York,TX,11.5,0.55,65,18.7,Cloudy,984
2020-01-25,Houston,TX,10.9,0.2,74,8.3,Rainy,1020
2020-01-26,Los Angeles,CA,8.2,0.33,87,9.5,Cloudy,991
2020-01-27,Phoenix,CA,9.7,3.48,51,20.9,Sunny,1024
2020-01-28,New York,TX,3.7,0.26,40,3.6,Rainy,1025
2020-01-29,Phoenix,NY,13.2,0.37,55,22.1,Rainy,1010
2020-01-30,Los Angeles,NY,2.9,3.49,74,3.6,Rainy,1017
2020-01-31,Chicago,TX,6.8,7.64,30,18.4,Sunny,997
2020-02-01,Houston,IL,6.6,0.9,71,13.3,Sunny,1007
2020-02-02,Los Angeles,AZ,9.2,3.99,76,22.1,Rainy,1004
2020-02-03,Chicago,NY,10.7,5.24,65,11.7,Sunny,1002
2020-02-04,Phoenix,CA,11.6,15.43,71,23.7,Sunny,1024
2020-02-05,Houston,TX,2.7,8.22,85,1.5,Sunny,1030
2020-02-06,Houston,NY,8.1,4.95,85,7.5,Cloudy,987
2020-02-07,Chicago,CA,-2.3,9.27,94,24.5,Rainy,1027
2020-02-08,New York,NY,5.5,0.91,76,13.8,Rainy,1015
2020-02-09,Phoenix,NY,0.3,5.59,50,3.8,Sunny,999
2020-02-10,Phoenix,IL,5.3,5.96,51,1.1,Rainy,987
2020-02-11,Los Angeles,TX,1.3,0.21,89,24.2,Sunny,1022
2020-02-12,Chicago,NY,11.2,1.45,71,1.8,Sunny,1018
2020-02-13,New York,NY,7.2,3.26,42,6.3,Sunny,1009
2020-02-14,Phoenix,NY,13.2,1.15,55,17.7,Sunny,994
2020-02-15,Chicago,IL,8.5,1.59,86,23.1,Rainy,985
2020-02-16,New York,TX,7.1,2.48,56,4.6,Snow,989
2020-02-17,New York,NY,9.7,1.0,75,5.8,Sunny,998
2020-02-18,Chicago,TX,10.3,5.11,45,18.2,Rainy,1007
2020-02-19,Phoenix,AZ,12.3,1.63,76,13.0,Sunny,1017
2020-02-20,Houston,TX,8.4,4.88,50,11.4,Sunny,988
2020-02-21,Los Angeles,TX,6.7,2.35,66,12.1,Cloudy,996
2020-02-22,Chicago,AZ,-0.2,16.97,33,9.3,Sunny,1027
2020-02-23,Chicago,AZ,6.5,6.6,70,7.2,Sunny,991
2020-02-24,Houston,NY,2.1,3.3,78,16.1,Storm,1022
2020-02-25,Phoenix,IL,11.5,4.33,61,2.5,Sunny,1008
2020-02-26,Houston,CA,1.0,1.19,63,7.1,Sunny,1032
2020-02-27,Los Angeles,IL,5.9,12.22,78,2.8,Sunny,988
2020-02-28,Houston,IL,-0.6,1.09,87,8.4,Cloudy,1033
2020-02-29,New York,TX,3.1,0.19,40,13.3,Rainy,990
2020-03-01,New York,TX,4.1,0.91,61,21.3,Sunny,1020
2020-03-02,Houston,CA,-2.3,0.07,56,11.7,Snow,1026
2020-03-03,New York,NY,2.6,0.47,72,16.2,Sunny,1008
2020-03-04,Phoenix,IL,11.5,10.48,49,21.9,Sunny,1019
2020-03-05,Los Angeles,AZ,1.0,3.06,48,8.8,Cloudy,1018
2020-03-06,New York,CA,4.2,5.11,73,20.5,Cloudy,1002
2020-03-07,New York,CA,8.0,0.55,34,8.9,Cloudy,981
2020-03-08,Los Angeles,IL,4.6,0.24,87,8.6,Cloudy,1000
2020-03-09,Houston,NY,4.5,5.41,30,18.9,Sunny,1006
2020-03-10,Houston,IL,5.1,2.58,73,2.0,Cloudy,993
2020-03-11,Chicago,NY,8.6,9.29,49,20.5,Sunny,1010
2020-03-12,Houston,CA,8.0,5.13,45,25.0,Sunny,996
2020-03-13,Houston,NY,-2.4,1.06,47,12.2,Cloudy,1010
2020-03-14,Phoenix,CA,6.9,0.86,67,12.6,Cloudy,1013
2020-03-15,Houston,NY,2.9,1.63,92,8.9,Rainy,1031
2020-03-16,Phoenix,TX,-1.7,2.59,90,1.5,Snow,1013
2020-03-17,Houston,NY,0.4,4.49,92,15.8,Sunny,992
2020-03-18,Los Angeles,IL,11.4,10.53,62,2.0,Storm,983
2020-03-19,Chicago,TX,-0.6,6.15,50,7.7,Sunny,994
2020-03-20,Houston,AZ,9.3,0.0,41,19.6,Rainy,999
2020-03-21,Phoenix,IL,16.2,1.58,74,13.2,Cloudy,1032
2020-03-22,Los Angeles,IL,15.2,1.39,68,5.7,Rainy,1001
2020-03-23,Chicago,TX,7.1,1.99,33,12.8,Storm,990
2020-03-24,Los Angeles,NY,18.9,1.33,86,9.5,Rainy,1014
2020-03-25,New York,CA,17.6,2.79,92,21.1,Sunny,1000
2020-03-26,Los Angeles,TX,16.7,1.58,41,23.1,Rainy,1002
2020-03-27,New York,CA,5.9,6.35,72,22.2,Sunny,1032
2020-03-28,Houston,TX,17.8,1.43,89,17.5,Snow,1033
2020-03-29,Chicago,CA,20.4,1.56,92,22.6,Storm,1008
2020-03-30,Phoenix,CA,18.3,0.15,41,14.2,Cloudy,1028
2020-03-31,New York,TX,8.9,1.15,44,13.7,Cloudy,1013
2020-04-01,Phoenix,NY,5.9,7.02,88,4.7,Rainy,1031
2020-04-02,New York,AZ,12.1,6.26,80,23.5,Cloudy,997
2020-04-03,Phoenix,IL,7.2,2.78,75,8.3,Sunny,1021
2020-04-04,New York,NY,13.9,3.14,74,23.2,Rainy,986
2020-04-05,Los Angeles,IL,1.4,4.96,30,22.5,Cloudy,982
2020-04-06,Phoenix,TX,3.2,0.39,56,24.8,Cloudy,991
2020-04-07,Chicago,IL,1.1,5.53,85,2.0,Cloudy,993
2020-04-08,Chicago,CA,3.4,1.27,87,13.5,Rainy,997
2020-04-09,Los Angeles,NY,5.3,4.94,85,2.8,Sunny,1027
2020-04-10,New York,AZ,4.7,6.91,77,12.6,Cloudy,1021
2020-04-11,Phoenix,NY,8.4,1.62,94,18.1,Rainy,1026
2020-04-12,Los Angeles,CA,-2.2,1.28,53,20.3,Cloudy,1011
2020-04-13,New York,AZ,-2.9,0.75,47,16.2,Rainy,1020
2020-04-14,New York,AZ,-3.7,6.53,71,18.9,Rainy,998
2020-04-15,Houston,NY,2.8,0.36,65,21.0,Sunny,993
2020-04-16,New York,NY,-0.2,2.71,49,4.4,Rainy,1028
2020-04-17,Houston,AZ,2.3,5.66,71,8.8,Sunny,985
2020-04-18,Chicago,TX,0.3,0.4,53,10.2,Sunny,1020
2020-04-19,Chicago,NY,12.7,1.06,64,7.0,Cloudy,1014
2020-04-20,New York,CA,4.4,0.4,41,16.2,Sunny,1016
2020-04-21,Houston,IL,6.1,0.55,92,24.5,Sunny,1007
2020-04-22,Los Angeles,CA,12.5,7.57,39,22.0,Rainy,988
2020-04-23,Phoenix,NY,7.6,6.77,52,4.0,Rainy,1027
2020-04-24,New York,IL,15.8,0.0,30,14.8,Cloudy,1027
2020-04-25,New York,NY,5.6,0.22,75,23.9,Storm,1012
2020-04-26,Los Angeles,AZ,0.6,2.92,83,11.6,Sunny,1024
2020-04-27,Chicago,NY,13.6,8.46,65,16.0,Sunny,987
2020-04-28,Phoenix,NY,18.8,8.05,87,8.9,Cloudy,1031
2020-04-29,Houston,IL,8.6,0.22,66,17.6,Cloudy,1024
2020-04-30,Houston,CA,15.2,2.83,90,15.6,Rainy,1015
2020-05-01,Phoenix,CA,22.3,1.78,86,18.7,Sunny,1020
2020-05-02,Los Angeles,CA,17.4,4.99,47,2.4,Rainy,995
2020-05-03,Houston,IL,19.4,5.17,55,5.3,Rainy,1010
2020-05-04,Los Angeles,IL,11.7,0.71,60,21.3,Sunny,1000
2020-05-05,Chicago,AZ,13.0,0.46,67,10.2,Cloudy,1008
2020-05-06,Phoenix,IL,12.4,1.67,82,23.7,Cloudy,1028
2020-05-07,Los Angeles,NY,12.8,3.45,58,17.1,Cloudy,996
2020-05-08,Phoenix,AZ,14.8,14.45,92,12.1,Cloudy,1020
2020-05-09,Los Angeles,TX,19.2,0.12,88,22.7,Sunny,984
2020-05-10,Houston,CA,7.4,2.16,49,4.5,Rainy,1013
2020-05-11,Chicago,CA,9.2,0.88,70,4.9,Rainy,1016
2020-05-12,Phoenix,TX,10.7,6.58,32,13.5,Sunny,982
2020-05-13,Chicago,CA,-1.6,0.29,35,5.0,Rainy,1000
2020-05-14,New York,TX,1.9,2.88,45,6.9,Rainy,1026
2020-05-15,Los Angeles,TX,11.7,2.58,53,10.0,Rainy,1003
2020-05-16,New York,TX,-0.7,0.68,62,2.5,Cloudy,993
2020-05-17,New York,AZ,11.0,5.95,62,22.9,Cloudy,1033
2020-05-18,New York,TX,9.1,3.12,89,15.0,Sunny,1021
2020-05-19,New York,IL,6.1,5.18,73,6.5,Storm,1018
2020-05-20,Phoenix,NY,4.3,5.79,57,8.6,Storm,1024
2020-05-21,Phoenix,NY,12.0,1.11,56,11.6,Rainy,1028
2020-05-22,Los Angeles,NY,4.7,12.19,91,4.3,Cloudy,1003
2020-05-23,Phoenix,TX,10.7,4.96,78,10.1,Cloudy,1009
2020-05-24,New York,NY,11.8,1.4,40,15.6,Rainy,982
2020-05-25,New York,IL,0.6,0.97,33,2.5,Sunny,980
2020-05-26,Los Angeles,NY,1.1,1.15,57,6.9,Sunny,1024
2020-05-27,Phoenix,AZ,13.2,0.13,44,12.9,Storm,993
2020-05-28,Phoenix,TX,5.4,3.53,92,12.2,Cloudy,981
2020-05-29,Phoenix,TX,12.3,5.95,71,12.7,Rainy,1028
2020-05-30,Houston,NY,5.3,0.74,59,20.4,Cloudy,1020
2020-05-31,New York,IL,2.0,4.86,75,8.0,Rainy,1007
2020-06-01,Los Angeles,IL,7.8,17.02,93,13.5,Cloudy,1022
2020-06-02,Houston,CA,12.9,2.87,42,8.5,Cloudy,1004
2020-06-03,Los Angeles,CA,13.4,4.61,49,3.4,Sunny,985
2020-06-04,Los Angeles,CA,9.7,2.67,64,16.7,Storm,990
2020-06-05,Los Angeles,NY,4.5,2.23,88,6.0,Sunny,987
2020-06-06,New York,AZ,12.5,1.3,39,19.6,Rainy,1014
2020-06-07,Los Angeles,CA,12.7,1.44,32,3.7,Cloudy,1031
2020-06-08,Phoenix,IL,7.1,5.87,52,21.5,Cloudy,1026
2020-06-09,Phoenix,IL,13.2,4.03,83,19.2,Cloudy,1034
2020-06-10,Los Angeles,AZ,17.2,4.31,72,4.0,Cloudy,1012
2020-06-11,Phoenix,IL,16.3,3.64,65,7.3,Rainy,989
2020-06-12,Phoenix,TX,24.2,0.14,67,19.0,Rainy,1011
2020-06-13,Houston,CA,16.5,14.1,59,8.9,Rainy,1002
2020-06-14,Phoenix,NY,25.8,14.34,32,2.8,Sunny,985
2020-06-15,New York,NY,21.9,4.7,67,8.6,Sunny,1026
2020-06-16,Houston,NY,27.0,5.48,46,24.5,Cloudy,1030
2020-06-17,New York,CA,27.7,0.51,38,16.7,Snow,994
2020-06-18,Phoenix,TX,28.3,7.77,33,7.8,Sunny,981
2020-06-19,Phoenix,AZ,20.6,1.23,57,4.9,Storm,1028
2020-06-20,Los Angeles,CA,29.6,0.3,91,2.6,Snow,989
2020-06-21,New York,AZ,29.3,0.09,41,10.9,Rainy,997
2020-06-22,Los Angeles,AZ,25.5,0.35,32,4.3,Storm,1011
2020-06-23,Phoenix,NY,15.3,0.9,56,2.5,Sunny,1021
2020-06-24,Los Angeles,AZ,19.7,7.53,86,19.5,Cloudy,1014
2020-06-25,Los Angeles,IL,12.5,1.27,79,19.2,Sunny,1019
2020-06-26,Phoenix,TX,23.0,1.11,45,5.2,Sunny,1027
2020-06-27,Phoenix,AZ,14.2,1.41,91,6.0,Sunny,1028
2020-06-28,New York,TX,15.2,1.15,81,10.7,Sunny,1007
2020-06-29,Houston,CA,15.0,0.06,76,4.1,Sunny,988
2020-06-30,Phoenix,IL,20.1,0.07,79,19.8,Cloudy,1019
2020-07-01,Chicago,AZ,19.9,5.04,32,18.1,Sunny,1021
2020-07-02,Houston,CA,24.0,5.44,86,3.6,Storm,982
2020-07-03,Phoenix,TX,23.6,5.11,55,13.9,Snow,1017
2020-07-04,Phoenix,TX,20.8,2.4,59,13.1,Sunny,1018
2020-07-05,New York,TX,24.0,0.11,80,11.7,Rainy,980
2020-07-06,Los Angeles,AZ,26.6,2.55,76,19.6,Rainy,1003
2020-07-07,New York,TX,13.1,0.3,86,3.5,Cloudy,1007
2020-07-08,New York,TX,19.6,1.37,57,12.1,Rainy,993
2020-07-09,New York,TX,19.7,0.07,41,21.4,Rainy,998
2020-07-10,Houston,TX,13.4,0.99,36,8.5,Sunny,1020
2020-07-11,New York,CA,17.0,2.28,38,21.8,Snow,1012
2020-07-12,New York,TX,19.5,1.89,67,19.5,Rainy,982
2020-07-13,Houston,AZ,10.5,2.35,72,3.1,Sunny,983
2020-07-14,Houston,CA,9.4,4.89,49,22.1,Snow,997
2020-07-15,New York,CA,9.4,2.9,67,2.0,Storm,1027
2020-07-16,Los Angeles,NY,10.3,0.77,55,1.6,Rainy,1020
2020-07-17,Phoenix,NY,20.3,1.0,54,17.0,Snow,1018
2020-07-18,New York,CA,17.0,3.7,62,4.4,Rainy,1030
2020-07-19,Los Angeles,AZ,23.4,0.07,39,17.8,Snow,1019
2020-07-20,Los Angeles,TX,27.7,2.98,38,19.7,Cloudy,1012
2020-07-21,New York,AZ,30.0,3.63,85,14.5,Rainy,1012
2020-07-22,Chicago,NY,22.0,4.78,31,1.9,Rainy,1008
2020-07-23,New York,IL,28.2,4.27,89,6.1,Sunny,1010
2020-07-24,Los Angeles,AZ,34.5,2.15,77,3.1,Snow,1016
2020-07-25,New York,TX,20.9,2.07,79,17.1,Cloudy,990
2020-07-26,New York,TX,27.5,6.62,84,9.2,Storm,989
2020-07-27,Houston,CA,24.3,2.02,40,19.7,Rainy,1014
2020-07-28,Phoenix,CA,21.1,2.34,56,19.7,Cloudy,994
2020-07-29,Chicago,AZ,30.6,1.05,84,5.4,Storm,1030
2020-07-30,New York,TX,33.7,0.98,38,10.0,Sunny,997
2020-07-31,Los Angeles,NY,27.5,1.71,74,22.1,Sunny,1000
2020-08-01,Houston,NY,24.7,2.14,48,2.3,Rainy,985
2020-08-02,Chicago,NY,28.5,1.43,48,3.8,Cloudy,1020
2020-08-03,New York,NY,26.0,0.91,55,17.2,Cloudy,1005
2020-08-04,Phoenix,NY,26.2,4.75,32,4.4,Sunny,985
2020-08-05,Houston,TX,27.2,2.72,71,1.7,Snow,1022
2020-08-06,New York,TX,23.5,8.97,75,24.6,Cloudy,1028
2020-08-07,Houston,TX,28.1,0.33,40,17.8,Cloudy,1016
2020-08-08,New York,CA,39.9,2.37,34,19.6,Sunny,1007
2020-08-09,New York,AZ,34.0,1.34,71,18.9,Rainy,999
2020-08-10,Chicago,TX,28.2,1.27,93,11.8,Sunny,998
2020-08-11,Phoenix,AZ,36.8,0.09,35,20.2,Sunny,997
2020-08-12,Phoenix,IL,30.4,1.33,44,15.3,Sunny,1006
2020-08-13,Los Angeles,CA,28.8,1.01,34,8.9,Cloudy,996
2020-08-14,Los Angeles,IL,30.8,1.31,57,17.9,Sunny,1025
2020-08-15,Phoenix,NY,33.6,0.91,49,21.4,Rainy,1007
2020-08-16,Los Angeles,IL,25.7,2.0,57,4.7,Sunny,980
2020-08-17,Chicago,TX,32.2,5.39,43,21.4,Storm,999
2020-08-18,New York,IL,41.3,2.32,89,19.3,Sunny,1020
2020-08-19,Houston,NY,32.2,2.03,66,18.7,Sunny,1032
2020-08-20,Los Angeles,TX,41.8,1.05,88,14.6,Rainy,990
2020-08-21,Phoenix,IL,36.4,3.39,30,14.7,Cloudy,1032
2020-08-22,New York,CA,36.8,3.51,76,8.9,Rainy,1025
2020-08-23,Chicago,TX,26.0,0.66,89,21.1,Storm,1027
2020-08-24,Los Angeles,TX,33.9,0.41,48,4.7,Rainy,1025
2020-08-25,Chicago,NY,28.0,0.23,45,2.6,Cloudy,981
2020-08-26,New York,IL,33.3,3.77,73,18.4,Sunny,1026
2020-08-27,Los Angeles,IL,33.2,3.27,92,9.0,Snow,1026
2020-08-28,Los Angeles,CA,43.0,2.61,44,13.2,Cloudy,1019
2020-08-29,New York,TX,48.9,0.13,81,8.7,Cloudy,1028
2020-08-30,Houston,AZ,34.2,2.73,77,25.0,Cloudy,993
2020-08-31,New York,CA,47.0,1.91,67,3.1,Sunny,1018
2020-09-01,New York,AZ,44.8,0.94,65,18.5,Sunny,982
2020-09-02,Los Angeles,NY,39.1,0.2,88,14.7,Cloudy,1022
2020-09-03,Los Angeles,TX,48.3,4.24,30,13.8,Snow,996
2020-09-04,New York,TX,44.6,7.59,65,6.0,Sunny,1019
2020-09-05,Phoenix,NY,44.9,0.05,58,6.5,Storm,1022
2020-09-06,New York,IL,41.7,0.7,51,23.9,Storm,1009
2020-09-07,New York,TX,41.3,1.01,66,13.3,Rainy,1029
2020-09-08,Phoenix,NY,39.8,0.67,80,13.9,Cloudy,1031
2020-09-09,Phoenix,TX,49.5,1.63,59,16.1,Snow,991
2020-09-10,New York,CA,38.6,0.19,44,21.9,Cloudy,992
2020-09-11,Houston,CA,50.4,1.05,83,7.4,Sunny,1025
2020-09-12,Houston,AZ,43.4,0.92,58,14.2,Rainy,1015
2020-09-13,New York,AZ,42.5,6.13,46,15.4,Rainy,1015
2020-09-14,Los Angeles,AZ,46.4,0.84,37,1.0,Sunny,980
2020-09-15,New York,IL,38.9,1.31,55,13.6,Cloudy,1018
2020-09-16,Phoenix,IL,51.0,5.99,44,1.5,Sunny,1032
2020-09-17,Chicago,NY,49.8,2.3,88,25.0,Cloudy,982
2020-09-18,Phoenix,IL,52.4,0.94,71,6.9,Rainy,1006
2020-09-19,New York,CA,49.5,1.12,57,10.4,Cloudy,1016
2020-09-20,Phoenix,NY,46.0,1.98,72,6.0,Rainy,1003
2020-09-21,Los Angeles,NY,47.5,1.07,50,6.0,Sunny,1034
2020-09-22,Los Angeles,CA,53.6,0.39,94,24.7,Sunny,991
2020-09-23,Chicago,NY,50.9,1.45,49,7.1,Sunny,1017
2020-09-24,Chicago,AZ,49.7,3.5,77,15.4,Sunny,999
2020-09-25,Houston,IL,55.5,3.71,55,7.9,Snow,1005
2020-09-26,Chicago,NY,51.6,7.1,35,17.8,Sunny,1008
2020-09-27,Chicago,IL,50.5,3.94,62,8.7,Rainy,1026
2020-09-28,Phoenix,NY,61.7,0.12,76,13.1,Rainy,1028
2020-09-29,Phoenix,AZ,49.3,0.72,75,20.9,Rainy,997
2020-09-30,Chicago,NY,61.5,7.63,77,2.0,Storm,983
2020-10-01,Los Angeles,CA,52.4,2.94,77,8.8,Snow,981
2020-10-02,New York,IL,67.0,0.82,31,23.7,Sunny,982
2020-10-03,Los Angeles,NY,67.8,1.57,46,9.1,Sunny,993
2020-10-04,Houston,IL,57.1,2.95,37,22.0,Sunny,1000
2020-10-05,Los Angeles,IL,65.2,0.64,55,12.3,Rainy,1027
2020-10-06,Los Angeles,NY,53.0,4.7,94,23.8,Rainy,1011
2020-10-07,Chicago,IL,61.0,1.07,76,7.9,Cloudy,984
2020-10-08,New York,IL,59.8,11.06,46,23.8,Sunny,989
2020-10-09,Los Angeles,TX,56.5,2.14,74,1.2,Sunny,1014
2020-10-10,Los Angeles,AZ,61.5,0.7,66,6.0,Cloudy,1026
2020-10-11,Houston,AZ,58.3,6.25,31,6.4,Sunny,980
2020-10-12,Phoenix,AZ,54.9,0.11,93,2.2,Sunny,1005
2020-10-13,Los Angeles,IL,63.5,0.87,61,17.9,Sunny,998
2020-10-14,Los Angeles,CA,54.2,1.98,66,5.8,Cloudy,981
2020-10-15,New York,IL,64.5,2.57,72,13.7,Rainy,982
2020-10-16,Phoenix,CA,64.4,3.14,41,17.5,Cloudy,1029
2020-10-17,Los Angeles,TX,67.1,0.84,63,2.3,Cloudy,993
2020-10-18,Los Angeles,CA,55.6,1.7,33,22.1,Rainy,1012
2020-10-19,Los Angeles,IL,58.3,4.44,52,16.9,Sunny,1014
2020-10-20,Los Angeles,TX,59.0,2.46,68,20.5,Storm,1013
2020-10-21,Houston,NY,63.8,4.6,53,18.8,Rainy,986
2020-10-22,New York,CA,69.2,1.99,68,4.1,Rainy,991
2020-10-23,New York,TX,61.8,14.33,94,7.7,Sunny,989
2020-10-24,Chicago,AZ,65.1,0.91,42,6.1,Sunny,1019
2020-10-25,New York,TX,62.8,1.39,75,8.4,Snow,981
2020-10-26,New York,CA,67.2,8.58,76,9.3,Snow,1031
2020-10-27,Houston,NY,73.2,6.19,58,22.2,Rainy,1020
2020-10-28,Phoenix,TX,72.2,1.23,81,4.2,Sunny,1017
2020-10-29,Phoenix,IL,74.8,3.21,53,17.5,Cloudy,986
2020-10-30,New York,IL,72.6,0.04,63,22.0,Cloudy,1011
2020-10-31,Houston,AZ,76.3,6.01,45,6.3,Storm,1031
2020-11-01,New York,IL,78.3,5.18,33,2.8,Cloudy,1027
2020-11-02,Chicago,IL,68.8,10.01,46,4.0,Storm,1005
2020-11-03,Chicago,CA,80.0,4.77,39,21.9,Sunny,1030
2020-11-04,Phoenix,AZ,81.9,0.76,30,16.3,Sunny,1003
2020-11-05,Phoenix,CA,70.1,5.63,71,24.5,Cloudy,1009
2020-11-06,Phoenix,IL,84.5,5.88,33,2.1,Rainy,1030
2020-11-07,Houston,CA,73.6,6.23,92,3.4,Sunny,1017
2020-11-08,Houston,CA,75.0,4.62,77,21.8,Storm,1010
2020-11-09,Phoenix,IL,82.2,1.15,36,21.0,Cloudy,1020
2020-11-10,Los Angeles,CA,72.9,0.06,81,1.0,Sunny,1032
2020-11-11,New York,IL,72.3,2.02,62,10.7,Rainy,1002
2020-11-12,New York,CA,85.5,3.79,65,12.3,Storm,1015
2020-11-13,Los Angeles,TX,83.9,0.67,80,2.1,Rainy,1006
2020-11-14,New York,TX,89.0,1.6,56,15.6,Storm,1033
2020-11-15,Chicago,IL,89.0,18.86,45,21.0,Storm,981
2020-11-16,Los Angeles,CA,76.6,6.49,70,8.4,Sunny,997
2020-11-17,New York,AZ,89.5,1.5,94,13.9,Storm,1016
2020-11-18,Houston,AZ,89.0,4.7,47,17.4,Sunny,997
2020-11-19,Phoenix,IL,82.3,10.15,53,11.0,Cloudy,994
2020-11-20,Los Angeles,AZ,81.8,4.33,51,15.3,Sunny,986
2020-11-21,Chicago,TX,81.4,7.66,83,10.7,Sunny,1033
2020-11-22,New York,AZ,90.9,0.35,62,11.1,Cloudy,1029
2020-11-23,Phoenix,AZ,89.5,1.18,56,23.5,Cloudy,996
2020-11-24,New York,IL,84.3,1.21,37,10.8,Cloudy,997
2020-11-25,Phoenix,IL,80.8,1.13,69,24.4,Sunny,1019
2020-11-26,Chicago,AZ,91.5,1.06,86,9.9,Rainy,1015
2020-11-27,New York,TX,88.7,3.35,93,2.8,Sunny,1028
2020-11-28,Chicago,TX,95.0,5.38,69,5.3,Sunny,992
2020-11-29,Los Angeles,AZ,100.3,5.94,56,21.9,Sunny,1024
2020-11-30,Phoenix,TX,100.7,0.61,87,22.3,Rainy,1016
2020-12-01,Houston,NY,96.5,4.94,65,10.3,Storm,1014
2020-12-02,Phoenix,TX,101.8,1.83,66,12.3,Cloudy,980
2020-12-03,Houston,AZ,96.7,0.43,44,7.7,Sunny,1007
2020-12-04,Chicago,CA,104.4,1.18,70,19.4,Rainy,990
2020-12-05,Los Angeles,TX,97.2,1.22,94,19.6,Cloudy,1025
2020-12-06,New York,IL,102.5,0.16,67,1.6,Sunny,997
2020-12-07,New York,AZ,102.4,5.16,46,7.2,Storm,997
2020-12-08,Houston,NY,101.0,2.71,31,5.6,Cloudy,996
2020-12-09,Phoenix,NY,93.8,1.26,74,13.1,Rainy,981
2020-12-10,Phoenix,IL,104.8,0.59,83,16.1,Cloudy,988
2020-12-11,Houston,CA,93.2,2.01,45,18.7,Sunny,1022
2020-12-12,Houston,TX,105.7,8.21,86,9.2,Sunny,1011
2020-12-13,New York,NY,107.9,2.77,78,3.7,Sunny,1000
2020-12-14,Chicago,CA,108.0,2.68,33,9.4,Sunny,985
2020-12-15,Houston,NY,109.7,9.06,69,24.4,Sunny,1025
2020-12-16,Phoenix,CA,105.4,2.59,55,3.7,Rainy,986
2020-12-17,Houston,IL,101.6,1.0,68,1.2,Rainy,1029
2020-12-18,Los Angeles,CA,110.8,3.82,78,21.4,Rainy,988
2020-12-19,Phoenix,TX,102.1,0.2,89,5.9,Cloudy,982
2020-12-20,Chicago,TX,101.0,10.96,43,16.3,Sunny,981
2020-12-21,Phoenix,AZ,98.8,7.19,72,21.3,Storm,1012
2020-12-22,Houston,AZ,100.4,3.52,69,3.1,Cloudy,1028
2020-12-23,Chicago,NY,97.6,12.4,88,4.3,Cloudy,982
2020-12-24,Chicago,CA,106.0,3.21,94,1.7,Sunny,989
2020-12-25,New York,AZ,103.2,0.03,32,14.2,Rainy,985
2020-12-26,Phoenix,CA,105.6,4.51,36,9.6,Cloudy,991
2020-12-27,New York,AZ,98.8,1.86,50,24.0,Sunny,1025
2020-12-28,Houston,AZ,99.0,6.42,76,20.5,Sunny,980
2020-12-29,Los Angeles,IL,104.6,2.13,58,8.6,Rainy,987
2020-12-30,Phoenix,CA,100.5,1.9,74,17.4,Sunny,987
2020-12-31,Chicago,CA,104.6,4.89,72,23.4,Sunny,1020
2021-01-01,Phoenix,TX,107.0,0.68,62,17.5,Sunny,995
2021-01-02,Phoenix,AZ,102.1,0.2,63,11.9,Sunny,1007
2021-01-03,Los Angeles,NY,110.3,0.95,30,6.4,Cloudy,1005
2021-01-04,Chicago,AZ,103.9,7.12,79,8.3,Sunny,1014
2021-01-05,Houston,AZ,109.2,0.16,92,21.9,Storm,1026
2021-01-06,Houston,CA,109.4,1.24,32,2.9,Storm,990
2021-01-07,Phoenix,AZ,103.1,3.12,83,11.2,Cloudy,1026
2021-01-08,Los Angeles,CA,109.9,0.4,32,11.9,Rainy,992
2021-01-09,New York,AZ,102.8,1.5,79,4.7,Rainy,994
2021-01-10,Los Angeles,IL,106.0,6.17,33,10.5,Snow,1009
2021-01-11,Phoenix,AZ,99.7,8.49,73,11.7,Sunny,1017
2021-01-12,New York,CA,108.6,2.71,68,5.8,Sunny,1025
2021-01-13,Phoenix,IL,99.5,2.96,64,10.6,Rainy,1007
2021-01-14,Phoenix,IL,108.3,0.23,89,15.8,Cloudy,1020
2021-01-15,Los Angeles,CA,94.8,0.45,48,15.2,Sunny,1009
2021-01-16,Houston,NY,95.7,12.06,86,8.1,Rainy,988
2021-01-17,Los Angeles,NY,105.0,2.88,37,19.8,Sunny,1013
2021-01-18,Houston,NY,99.1,8.29,92,5.5,Storm,997
2021-01-19,Los Angeles,IL,107.6,0.69,42,3.2,Sunny,1000
2021-01-20,Houston,TX,106.1,8.06,89,24.1,Rainy,993
2021-01-21,Chicago,NY,115.4,0.99,72,18.9,Sunny,1023
2021-01-22,New York,NY,120.4,3.72,72,15.4,Cloudy,1006
2021-01-23,New York,NY,103.5,1.93,88,12.5,Rainy,1012
2021-01-24,Phoenix,CA,103.3,4.08,32,14.4,Cloudy,990
2021-01-25,Phoenix,AZ,112.8,2.65,32,19.0,Sunny,984
2021-01-26,New York,AZ,108.6,1.21,75,16.3,Rainy,1023
2021-01-27,Phoenix,AZ,109.0,1.63,55,1.9,Rainy,982
2021-01-28,Chicago,AZ,119.9,2.32,64,15.0,Storm,1027
2021-01-29,New York,TX,103.6,8.12,73,7.0,Cloudy,992
2021-01-30,Phoenix,IL,118.5,2.34,38,17.9,Sunny,1034
2021-01-31,Phoenix,AZ,111.3,1.55,47,10.5,Sunny,1016
2021-02-01,Chicago,IL,120.6,9.76,71,22.5,Sunny,987
2021-02-02,Chicago,AZ,110.5,3.77,55,13.7,Sunny,992
2021-02-03,Phoenix,NY,122.7,1.85,87,11.4,Rainy,994
