Ride_ID,Driver_ID,Rider_ID,City,Ride_Type,Distance_km,Ride_Duration_Min,Fare_Amount,Payment_Mode,Ride_Status
903320,53657,55936,Chennai,Auto,38.82,63,1747,Credit Card,Completed
903321,76336,51098,Bengaluru,Sedan,10.88,35,913,Debit Card,Completed
903322,19909,73819,Bengaluru,Mini,15.21,50,692,Credit Card,Completed
903323,43634,81193,Chennai,Sedan,28.32,78,96,Credit Card,Completed
903324,20834,95416,Pune,Sedan,31.39,114,2285,Cash,Completed
903325,43405,57585,Mumbai,Mini,2.95,79,533,Cash,Completed
903326,56599,82152,Mumbai,Mini,38.47,63,1786,Credit Card,Cancelled
903327,69226,52944,Pune,Sedan,40.92,78,2263,Cash,Completed
903328,43136,87310,Hyderabad,Mini,8.62,99,2005,Credit Card,Completed
903329,89572,78924,Pune,Mini,37.1,18,616,UPI,Completed
903330,28087,98226,Bengaluru,Mini,20.95,97,290,Cash,Completed
903331,47191,55840,Hyderabad,SUV,20.13,18,2431,Debit Card,Completed
903332,88209,59651,Delhi,Auto,10.5,61,1750,Cash,Completed
903333,85644,74447,Bengaluru,Auto,38.66,95,1160,Cash,Completed
903334,84846,91794,Hyderabad,Mini,43.28,86,1509,UPI,Completed
903335,30027,63995,Pune,Auto,17.43,95,501,Credit Card,Completed
903336,68182,96002,Pune,SUV,8.89,112,905,UPI,Completed
903337,59618,64935,Mumbai,SUV,48.94,54,706,UPI,Cancelled
903338,67145,86473,Pune,Mini,25.13,33,1669,UPI,Completed
903339,64474,53935,Pune,SUV,20.92,21,891,Cash,Completed
903340,63219,94770,Hyderabad,SUV,29.04,96,86,Debit Card,Completed
903341,51836,84124,Chennai,SUV,43.55,95,1581,Debit Card,Completed
903342,39963,65819,Bengaluru,SUV,12.85,36,1419,Debit Card,Completed
903343,55716,98628,Pune,Auto,39.81,61,538,Credit Card,Completed
903344,64939,59296,Chennai,Sedan,24.15,74,543,Credit Card,Completed
903345,76890,84963,Pune,Mini,30.67,44,343,Cash,Completed
903346,33186,94183,Chennai,SUV,49.74,67,1090,UPI,Completed
903347,76705,59573,Chennai,Mini,34.56,44,1421,UPI,Completed
903348,55883,57806,Delhi,Auto,24.4,107,738,Credit Card,Completed
903349,71299,70886,Mumbai,Mini,5.16,8,1756,Credit Card,Completed
903350,53077,98191,Pune,Auto,11.37,66,515,Cash,Completed
903351,16798,62441,Chennai,Sedan,48.94,108,1276,Credit Card,Completed
903352,86438,68960,Chennai,SUV,44.25,30,205,Credit Card,Completed
903353,86791,59564,Mumbai,Mini,1.43,8,2013,Debit Card,Completed
903354,76646,63806,Bengaluru,Sedan,39.35,29,176,UPI,Completed
903355,12006,54700,Hyderabad,Sedan,36.8,15,276,Cash,Completed
903356,98762,59794,Bengaluru,Mini,21.22,48,1629,Credit Card,Completed
903357,32903,83998,Delhi,Mini,23.42,81,2338,UPI,Completed
903358,21091,86102,Delhi,Mini,28.97,63,1945,Debit Card,Cancelled
903359,77707,72298,Chennai,Mini,29.97,33,235,Cash,Completed
903360,13803,80370,Mumbai,Sedan,18.06,34,1417,UPI,Completed
903361,50653,58652,Chennai,Auto,43.78,22,178,Debit Card,Completed
903362,66071,87244,Delhi,Auto,4.18,103,603,Credit Card,Completed
903363,63887,84058,Mumbai,Auto,20.59,85,198,Cash,Completed
903364,33313,90381,Bengaluru,Auto,17.22,95,1734,Debit Card,Cancelled
903365,76728,67388,Chennai,SUV,39.08,61,416,Credit Card,Completed
903366,74191,90823,Hyderabad,Mini,6.2,6,1822,Credit Card,Completed
903367,24031,79148,Bengaluru,Mini,9.43,41,177,Credit Card,Cancelled
903368,40162,73259,Delhi,Mini,22.75,42,1235,Credit Card,Completed
903369,28769,72644,Mumbai,SUV,15.0,98,1992,Debit Card,Completed
903370,46765,54046,Bengaluru,Mini,37.19,39,958,Cash,Completed
903371,96556,87449,Pune,Sedan,17.61,88,1752,UPI,Completed
903372,33555,72840,Bengaluru,Sedan,5.76,51,1102,Cash,Completed
903373,51128,58214,Delhi,SUV,13.23,83,506,UPI,Completed
903374,84304,93564,Bengaluru,Auto,23.34,104,1902,Debit Card,Completed
903375,95066,98800,Delhi,Mini,14.63,17,128,Cash,Completed
903376,66688,52401,Pune,Mini,47.32,82,680,Debit Card,Completed
903377,20586,57301,Mumbai,SUV,39.79,37,1908,Cash,Completed
903378,12389,74962,Hyderabad,SUV,38.7,50,1890,Cash,Completed
903379,35776,61690,Delhi,SUV,8.3,28,2246,Credit Card,Completed
903380,87382,55232,Hyderabad,SUV,49.02,116,386,Cash,Completed
903381,52512,63758,Bengaluru,SUV,15.55,108,444,Debit Card,Completed
903382,26892,86833,Pune,SUV,45.34,106,992,Credit Card,Completed
903383,51340,82536,Bengaluru,Mini,18.87,35,221,Debit Card,Completed
903384,87391,61672,Pune,SUV,8.59,35,2495,Cash,Completed
903385,94493,55347,Delhi,Auto,38.91,112,1599,Cash,Completed
903386,53456,97415,Mumbai,Sedan,19.31,24,1658,UPI,Completed
903387,49479,64380,Delhi,Auto,7.37,56,289,Credit Card,Completed
903388,80865,69557,Hyderabad,Sedan,27.59,41,1422,Debit Card,Cancelled
903389,63330,61290,Pune,SUV,7.09,75,162,UPI,Completed
903390,95095,86903,Delhi,Auto,4.94,79,1104,Credit Card,Completed
903391,71311,77400,Hyderabad,SUV,39.36,47,2296,Cash,Completed
903392,47396,98516,Mumbai,SUV,15.87,94,168,UPI,Completed
903393,25338,91827,Mumbai,Mini,26.68,101,1303,Debit Card,Completed
903394,79770,64917,Delhi,Mini,37.48,50,1657,Debit Card,Completed
903395,66349,95235,Mumbai,Mini,35.39,41,227,Debit Card,Completed
903396,69120,54327,Bengaluru,Mini,19.74,11,316,Debit Card,Completed
903397,35677,68988,Delhi,Auto,5.87,119,845,UPI,Completed
903398,27479,69454,Delhi,SUV,45.77,45,244,Cash,Completed
903399,83391,56263,Bengaluru,SUV,49.13,39,1135,Credit Card,Completed
903400,70687,87159,Pune,SUV,4.63,87,113,Credit Card,Completed
903401,53760,74020,Pune,Mini,13.77,13,383,Debit Card,Completed
903402,60608,52029,Bengaluru,Sedan,46.78,78,2148,Cash,Completed
903403,25511,60566,Mumbai,Sedan,47.61,93,304,Debit Card,Cancelled
903404,59711,86918,Mumbai,Auto,4.78,73,1919,Cash,Completed
903405,41467,95839,Chennai,Sedan,44.12,7,123,Credit Card,Completed
903406,36819,82851,Pune,SUV,43.36,34,2224,Debit Card,Completed
903407,13454,51368,Pune,Sedan,30.98,78,1053,UPI,Completed
903408,62701,68545,Hyderabad,Sedan,7.0,70,117,Debit Card,Completed
903409,14793,97288,Pune,Mini,46.42,85,1361,Debit Card,Cancelled
903410,66785,76264,Chennai,SUV,37.83,46,1470,UPI,Completed
903411,59008,96974,Pune,Mini,36.69,15,2117,Credit Card,Completed
903412,86077,95801,Delhi,Auto,41.18,14,475,Debit Card,Completed
903413,51701,95091,Delhi,Mini,3.17,91,2473,Debit Card,Completed
903414,81245,90341,Delhi,Auto,5.34,78,1727,Credit Card,Completed
903415,87092,81805,Bengaluru,Sedan,34.85,71,1049,Debit Card,Completed
903416,38161,66613,Chennai,SUV,26.39,33,1844,Cash,Completed
903417,26845,90399,Chennai,Mini,13.99,54,1214,Debit Card,Completed
903418,74776,66750,Hyderabad,SUV,17.5,58,2324,Cash,Completed
903419,26072,83575,Delhi,Mini,20.02,104,1108,UPI,Cancelled
903420,26433,96480,Mumbai,Auto,40.87,100,1970,Debit Card,Completed
903421,32307,82536,Hyderabad,Auto,11.54,16,2198,Cash,Completed
903422,22059,90610,Mumbai,SUV,19.8,10,168,Cash,Cancelled
903423,67956,50161,Pune,Auto,36.55,86,1659,Cash,Completed
903424,12167,87855,Delhi,Sedan,39.45,88,648,UPI,Completed
903425,49633,61097,Mumbai,Auto,43.35,107,947,UPI,Completed
903426,92393,72473,Delhi,Auto,8.55,100,2468,Cash,Completed
903427,88800,60922,Delhi,Auto,5.83,25,2384,UPI,Completed
903428,66444,57491,Pune,SUV,27.94,35,460,Credit Card,Completed
903429,27670,87414,Hyderabad,Auto,4.65,99,1169,Debit Card,Completed
903430,62543,57340,Pune,Auto,34.91,110,447,UPI,Completed
903431,29958,81538,Pune,Sedan,16.73,25,740,UPI,Cancelled
903432,59011,97264,Mumbai,Mini,20.73,90,2089,Cash,Completed
903433,19112,53836,Delhi,SUV,3.25,94,803,UPI,Completed
903434,74164,58660,Pune,Auto,11.47,17,859,UPI,Completed
903435,54538,57439,Delhi,Auto,5.73,40,366,UPI,Completed
903436,73842,91969,Mumbai,Auto,9.38,45,1684,UPI,Cancelled
903437,78421,91199,Delhi,Auto,34.58,69,648,Credit Card,Completed
903438,68778,51877,Delhi,Auto,5.27,51,1035,Debit Card,Completed
903439,47098,59758,Chennai,Auto,25.23,32,528,Cash,Completed
903440,48001,94664,Delhi,SUV,29.8,113,2253,Cash,Cancelled
903441,78932,98370,Chennai,Auto,45.24,59,753,Cash,Completed
903442,47132,59011,Mumbai,SUV,14.56,20,1367,Credit Card,Completed
903443,76695,76579,Bengaluru,Auto,20.85,95,878,Cash,Completed
903444,24650,71242,Delhi,Auto,35.67,49,765,Credit Card,Completed
903445,15479,65673,Delhi,SUV,28.56,101,1297,UPI,Completed
903446,49588,83603,Mumbai,Mini,45.9,115,2407,Debit Card,Completed
903447,76878,56344,Bengaluru,SUV,24.84,86,1605,Credit Card,Completed
903448,23234,91109,Pune,SUV,15.23,102,1213,Cash,Completed
903449,16428,58743,Chennai,Sedan,1.8,67,1707,Debit Card,Cancelled
903450,34288,88118,Hyderabad,Mini,7.98,14,449,UPI,Completed
903451,89620,73331,Mumbai,Auto,47.71,82,2128,UPI,Completed
903452,28033,68448,Bengaluru,Auto,16.95,63,1035,UPI,Completed
903453,22341,93350,Mumbai,Auto,2.12,96,1529,Cash,Completed
903454,81015,67824,Mumbai,Mini,16.54,61,1862,Debit Card,Cancelled
903455,92579,97372,Pune,Auto,35.8,93,2006,UPI,Completed
903456,85644,75142,Delhi,Mini,41.4,57,435,Credit Card,Completed
903457,31126,73334,Chennai,SUV,20.29,71,674,Debit Card,Completed
903458,93040,61570,Bengaluru,Sedan,26.44,98,1083,Debit Card,Completed
903459,16161,64327,Delhi,SUV,40.86,111,1314,UPI,Completed
903460,92717,57448,Mumbai,SUV,3.4,108,2332,Cash,Completed
903461,46536,76303,Pune,Auto,44.03,61,1153,Debit Card,Completed
903462,85303,91711,Pune,Mini,8.5,39,1211,Cash,Completed
903463,93892,71360,Hyderabad,Sedan,8.69,54,1760,Debit Card,Completed
903464,76431,64582,Pune,Mini,37.0,19,1529,UPI,Completed
903465,28732,63873,Mumbai,Mini,40.22,104,992,Cash,Completed
903466,75744,53380,Mumbai,Sedan,31.01,14,551,Credit Card,Completed
903467,34406,89953,Mumbai,Mini,40.6,29,577,UPI,Cancelled
903468,23206,77552,Bengaluru,SUV,45.77,75,1330,Debit Card,Completed
903469,63871,78773,Bengaluru,Sedan,5.71,15,2362,UPI,Completed
903470,84774,58148,Chennai,Sedan,9.03,50,1598,Debit Card,Completed
903471,69422,98429,Pune,SUV,11.05,58,2390,Credit Card,Completed
903472,56273,57673,Pune,Auto,28.96,63,1373,UPI,Completed
903473,60914,78896,Hyderabad,Sedan,6.54,57,2093,Debit Card,Completed
903474,98446,62039,Bengaluru,Auto,49.58,94,1290,UPI,Completed
903475,41826,71074,Mumbai,Auto,38.27,113,715,Debit Card,Completed
903476,24343,59617,Delhi,Mini,16.01,91,2257,Credit Card,Completed
903477,54592,71479,Hyderabad,Sedan,16.8,18,1333,Debit Card,Completed
903478,25906,85516,Hyderabad,Sedan,44.5,115,1557,Debit Card,Completed
903479,46311,75462,Mumbai,Mini,14.32,100,294,Debit Card,Completed
903480,33447,92987,Delhi,Sedan,44.86,102,204,Debit Card,Completed
903481,55505,65409,Hyderabad,Auto,36.77,96,681,Cash,Completed
903482,38532,72745,Bengaluru,SUV,32.57,86,1905,UPI,Completed
903483,72805,74638,Hyderabad,Sedan,25.34,75,333,Credit Card,Cancelled
903484,24313,73079,Bengaluru,Auto,29.44,39,374,Credit Card,Completed
903485,54873,98539,Pune,Sedan,44.87,112,399,UPI,Completed
903486,29611,73895,Mumbai,Sedan,15.68,8,1610,Cash,Completed
903487,77032,63816,Pune,Mini,45.81,22,512,Debit Card,Completed
903488,97883,55549,Pune,Mini,27.48,41,1846,Debit Card,Cancelled
903489,39727,85551,Hyderabad,Mini,49.83,22,351,Cash,Completed
903490,18352,98963,Mumbai,Mini,6.32,12,747,UPI,Cancelled
903491,20467,61980,Hyderabad,Sedan,32.17,45,587,Debit Card,Cancelled
903492,50651,75986,Bengaluru,SUV,4.63,63,588,Cash,Completed
903493,42246,56329,Mumbai,SUV,16.15,12,1636,Debit Card,Completed
903494,30632,68594,Hyderabad,SUV,23.73,27,1343,UPI,Completed
903495,61225,85784,Pune,Mini,25.08,115,1269,Credit Card,Completed
903496,59277,51819,Chennai,Sedan,48.35,110,842,Debit Card,Cancelled
903497,80800,88817,Bengaluru,Sedan,47.56,23,1213,Credit Card,Completed
903498,12310,54451,Chennai,Sedan,25.02,15,2225,Debit Card,Completed
903499,82381,79686,Chennai,Mini,14.35,29,757,UPI,Completed
903500,81202,59512,Bengaluru,Auto,25.38,29,1057,UPI,Completed
903501,74685,82020,Mumbai,Mini,48.75,47,1938,Debit Card,Completed
903502,59598,86315,Pune,Mini,35.14,119,1200,Credit Card,Completed
903503,86490,69208,Chennai,Auto,22.51,42,544,Cash,Cancelled
903504,62767,85099,Bengaluru,Auto,20.07,54,2465,UPI,Completed
903505,70479,87234,Pune,SUV,14.52,44,1602,Credit Card,Completed
903506,34466,55410,Chennai,Mini,20.03,114,1160,Cash,Completed
903507,34140,89001,Pune,Auto,27.15,75,227,Cash,Completed
903508,60876,61975,Mumbai,Mini,5.53,81,364,Cash,Completed
903509,24457,81979,Pune,Sedan,6.28,77,121,UPI,Completed
903510,58016,93968,Chennai,Sedan,29.76,106,442,Credit Card,Completed
903511,27738,65460,Mumbai,Sedan,7.04,80,1564,UPI,Completed
903512,55443,67557,Pune,SUV,4.2,113,1200,Debit Card,Completed
903513,93986,73089,Chennai,Auto,10.0,119,1609,Cash,Completed
903514,91982,53176,Mumbai,SUV,44.41,38,257,Credit Card,Completed
903515,40631,51034,Hyderabad,SUV,32.47,88,1712,Cash,Completed
903516,86016,56403,Chennai,Mini,41.62,35,259,UPI,Completed
903517,36431,50750,Chennai,SUV,9.13,22,1283,Credit Card,Completed
903518,81023,54276,Delhi,Auto,49.39,108,1531,Credit Card,Completed
903519,52192,99894,Hyderabad,Sedan,8.8,113,831,UPI,Completed
903520,24643,59637,Hyderabad,Sedan,2.49,59,1929,Cash,Completed
903521,66370,91575,Pune,Mini,42.4,34,1595,UPI,Cancelled
903522,51772,59836,Delhi,SUV,35.88,76,2485,Debit Card,Completed
903523,36109,71634,Delhi,Sedan,30.51,16,1921,Cash,Completed
903524,38442,69694,Chennai,SUV,48.52,95,745,UPI,Completed
903525,39335,81723,Chennai,Sedan,30.01,56,613,Cash,Completed
903526,13801,99461,Chennai,Mini,39.27,76,454,UPI,Completed
903527,95692,81679,Mumbai,Mini,14.98,29,2284,Credit Card,Completed
903528,62703,65691,Pune,SUV,20.15,53,260,Debit Card,Completed
903529,63211,76820,Hyderabad,Mini,46.07,28,1254,UPI,Completed
903530,50483,62603,Hyderabad,Auto,46.52,61,101,Credit Card,Cancelled
903531,36272,81605,Hyderabad,Sedan,44.18,96,2381,Debit Card,Completed
903532,24233,72111,Pune,Mini,13.59,93,2403,Credit Card,Completed
903533,92946,77269,Hyderabad,Auto,28.11,77,127,Cash,Completed
903534,83601,50910,Delhi,SUV,35.13,8,1203,Credit Card,Cancelled
903535,56507,77086,Bengaluru,SUV,8.88,28,785,Credit Card,Completed
903536,43759,68108,Bengaluru,Sedan,31.83,111,2009,Debit Card,Completed
903537,24755,90544,Chennai,Sedan,27.37,71,1064,Credit Card,Completed
903538,47517,77136,Delhi,Sedan,2.15,44,1599,Debit Card,Completed
903539,96412,83808,Mumbai,Mini,8.93,57,2256,UPI,Completed
903540,11634,96714,Delhi,Sedan,31.64,83,1007,Debit Card,Completed
903541,98648,93328,Hyderabad,Mini,34.45,90,835,UPI,Completed
903542,17023,69823,Hyderabad,Sedan,33.85,66,2155,Cash,Completed
903543,11536,84361,Delhi,Sedan,40.97,67,1216,Debit Card,Completed
903544,51494,89493,Mumbai,Sedan,25.23,52,2217,Cash,Completed
903545,98960,84073,Mumbai,SUV,5.66,103,673,UPI,Cancelled
903546,27283,65605,Hyderabad,Mini,3.5,15,2413,Cash,Completed
903547,55312,53447,Pune,Auto,3.27,69,1627,Cash,Completed
903548,69456,69179,Bengaluru,Auto,23.52,5,1559,Cash,Completed
903549,18853,85625,Mumbai,Mini,4.89,114,2401,Credit Card,Completed
903550,93378,61657,Delhi,Sedan,18.01,14,1384,UPI,Completed
903551,90834,71506,Mumbai,Mini,35.67,34,1282,Debit Card,Completed
903552,79760,62585,Pune,SUV,20.79,85,2318,UPI,Cancelled
903553,72066,77274,Mumbai,SUV,17.54,49,1658,Debit Card,Completed
903554,43724,94333,Delhi,Auto,15.86,83,279,Credit Card,Completed
903555,66119,85540,Bengaluru,SUV,47.35,20,847,Cash,Completed
903556,35144,65671,Pune,SUV,42.03,101,1657,Debit Card,Completed
903557,63767,98669,Hyderabad,Sedan,46.95,29,552,Cash,Completed
903558,31411,52001,Pune,Auto,28.97,105,536,UPI,Completed
903559,88551,78632,Delhi,Sedan,29.56,117,1643,Cash,Completed
903560,98381,83547,Delhi,Sedan,24.43,67,1933,Cash,Completed
903561,64023,90884,Pune,SUV,47.18,15,817,UPI,Completed
903562,56803,53638,Pune,SUV,34.69,54,2075,Credit Card,Completed
903563,56641,87965,Bengaluru,Sedan,22.25,116,1516,UPI,Completed
903564,18843,84636,Hyderabad,Mini,25.94,29,1745,Cash,Completed
903565,19976,63814,Mumbai,SUV,35.15,75,653,UPI,Completed
903566,83020,75869,Bengaluru,Sedan,29.8,65,1137,UPI,Cancelled
903567,19052,63388,Mumbai,Auto,3.79,27,632,Credit Card,Completed
903568,40099,65087,Chennai,Mini,36.11,80,729,UPI,Completed
903569,63522,71592,Chennai,SUV,28.12,13,2000,UPI,Completed
903570,17580,86336,Hyderabad,SUV,28.72,54,775,UPI,Completed
903571,16386,67668,Pune,Mini,41.2,107,2392,UPI,Completed
903572,43501,96249,Bengaluru,SUV,30.82,81,2135,UPI,Completed
903573,70765,69203,Pune,Mini,21.99,77,1091,Cash,Completed
903574,81865,72387,Bengaluru,Sedan,24.89,46,638,Debit Card,Completed
903575,36362,94233,Chennai,Auto,16.85,116,2065,UPI,Cancelled
903576,30380,51343,Chennai,SUV,43.81,10,2414,Credit Card,Completed
903577,56107,52523,Hyderabad,SUV,38.67,75,2088,Cash,Completed
903578,15571,73811,Hyderabad,SUV,8.37,20,807,Cash,Completed
903579,76436,54921,Pune,Sedan,13.23,116,1577,UPI,Completed
903580,68579,76637,Chennai,Mini,22.99,79,796,UPI,Completed
903581,92823,61143,Delhi,Mini,25.05,56,938,Debit Card,Completed
903582,66783,50455,Delhi,Mini,7.1,52,1101,Debit Card,Completed
903583,34405,75633,Pune,Auto,21.18,64,805,UPI,Completed
903584,91123,86800,Mumbai,Sedan,12.67,60,1109,Cash,Completed
903585,73694,65050,Mumbai,Auto,42.44,19,1346,UPI,Completed
903586,88406,96609,Chennai,Sedan,4.89,6,1889,Debit Card,Completed
903587,95151,61703,Pune,Auto,13.33,61,1969,Debit Card,Completed
903588,91955,74925,Delhi,Mini,31.48,54,1043,Cash,Cancelled
903589,82696,99872,Chennai,Mini,8.15,20,743,Cash,Completed
903590,45067,58220,Pune,Mini,10.46,118,1136,UPI,Completed
903591,80061,94586,Hyderabad,Auto,38.34,19,1275,Debit Card,Completed
903592,41846,94968,Pune,SUV,39.69,56,304,Cash,Completed
903593,62504,85085,Bengaluru,Sedan,26.78,97,2025,Debit Card,Completed
903594,89367,54011,Bengaluru,SUV,27.13,51,1360,Credit Card,Completed
903595,64668,95319,Pune,SUV,14.53,65,1202,UPI,Completed
903596,61984,91592,Hyderabad,Auto,29.95,81,786,Debit Card,Completed
903597,90072,54177,Mumbai,SUV,14.53,57,2443,Cash,Completed
903598,30050,67861,Hyderabad,Mini,44.46,58,425,UPI,Cancelled
903599,61834,52835,Pune,SUV,36.57,105,1403,Cash,Completed
903600,89418,60316,Chennai,Mini,28.33,65,1879,Credit Card,Completed
903601,25239,59420,Bengaluru,Sedan,27.53,59,1488,Credit Card,Completed
903602,80299,66688,Chennai,Mini,29.69,112,2186,UPI,Completed
903603,83091,65461,Chennai,Mini,17.5,53,2243,Credit Card,Completed
903604,82014,75400,Pune,SUV,36.49,93,106,Credit Card,Completed
903605,90600,80247,Hyderabad,Sedan,7.72,62,2263,UPI,Cancelled
903606,42071,54745,Mumbai,SUV,6.38,62,1959,Cash,Cancelled
903607,15226,63170,Pune,SUV,26.05,117,2045,Cash,Completed
903608,94714,71344,Hyderabad,Mini,25.72,82,2395,Debit Card,Completed
903609,74613,61288,Pune,Mini,38.11,26,1582,Cash,Completed
903610,58768,76853,Mumbai,Mini,39.08,43,1260,Cash,Completed
903611,48652,82377,Chennai,Auto,35.41,107,1784,Credit Card,Completed
903612,87916,54404,Bengaluru,SUV,4.51,88,1371,Cash,Completed
903613,98300,70591,Hyderabad,Sedan,40.54,108,1723,Cash,Cancelled
903614,79254,98052,Mumbai,SUV,30.05,76,912,Cash,Completed
903615,83949,92698,Pune,Sedan,3.33,53,377,Cash,Completed
903616,63974,96554,Mumbai,Sedan,12.66,104,551,Cash,Completed
903617,92123,54141,Mumbai,Sedan,1.42,22,1875,Debit Card,Completed
903618,58082,96367,Pune,SUV,43.1,79,1183,UPI,Completed
903619,52654,86032,Hyderabad,Auto,9.35,52,1717,Cash,Completed
903620,88123,51113,Bengaluru,Mini,22.95,56,1673,Credit Card,Cancelled
903621,25391,54185,Mumbai,Sedan,34.5,99,838,Credit Card,Completed
903622,67914,62484,Delhi,Mini,23.78,35,2146,UPI,Completed
903623,79860,79210,Mumbai,Mini,31.91,16,1644,Credit Card,Completed
903624,24079,73023,Bengaluru,Auto,40.58,58,464,UPI,Completed
903625,35486,88779,Delhi,Auto,47.53,8,1281,Debit Card,Completed
903626,92851,60009,Hyderabad,Mini,5.16,26,339,Credit Card,Completed
903627,33803,60310,Chennai,SUV,20.42,22,2457,Credit Card,Completed
903628,37873,62255,Pune,Sedan,2.29,36,616,Cash,Completed
903629,82269,67921,Hyderabad,SUV,5.44,25,2379,Cash,Completed
903630,21768,90889,Delhi,Mini,2.19,22,973,UPI,Completed
903631,30009,67550,Hyderabad,Auto,19.2,112,1101,UPI,Completed
903632,33044,96789,Hyderabad,Auto,18.52,48,2087,Cash,Completed
903633,57024,97749,Bengaluru,SUV,7.03,42,1925,Debit Card,Completed
903634,54195,77359,Bengaluru,SUV,42.22,30,679,Cash,Completed
903635,71375,63282,Delhi,Mini,40.77,5,558,UPI,Completed
903636,43781,67720,Pune,Sedan,13.93,39,535,UPI,Cancelled
903637,80562,83713,Bengaluru,SUV,9.82,51,1350,Cash,Completed
903638,62651,93924,Mumbai,Sedan,19.21,81,2211,Debit Card,Completed
903639,90848,66948,Hyderabad,Sedan,23.03,23,2060,UPI,Completed
903640,43300,55311,Mumbai,Mini,49.33,98,326,Cash,Completed
903641,10865,51218,Pune,Sedan,31.06,109,1900,Cash,Completed
903642,38313,58205,Pune,Auto,32.89,27,2448,Cash,Completed
903643,30071,75028,Pune,Mini,17.0,71,2351,UPI,Completed
903644,83537,90827,Pune,Auto,18.08,19,495,Cash,Completed
903645,46067,66922,Hyderabad,Sedan,14.26,32,1740,Credit Card,Completed
903646,89080,82855,Chennai,Auto,25.54,22,1683,UPI,Completed
903647,77173,91789,Hyderabad,Sedan,10.32,105,1070,UPI,Completed
903648,25966,85890,Pune,Auto,33.69,38,1123,UPI,Completed
903649,93032,58351,Pune,SUV,21.28,92,488,Credit Card,Cancelled
903650,54324,97009,Hyderabad,Sedan,38.07,46,505,Credit Card,Completed
903651,12048,77885,Hyderabad,Mini,33.52,80,893,Cash,Completed
903652,37751,50835,Hyderabad,SUV,11.38,90,1972,Debit Card,Completed
903653,96680,96575,Pune,Sedan,14.22,61,514,UPI,Completed
903654,68158,87994,Pune,Mini,15.23,78,1423,UPI,Completed
903655,41881,90504,Delhi,SUV,5.63,77,1008,Credit Card,Cancelled
903656,96015,72717,Chennai,Auto,6.28,50,303,UPI,Completed
903657,53226,61020,Chennai,Mini,47.95,89,1779,Credit Card,Completed
903658,75961,84538,Bengaluru,Sedan,2.18,90,2008,Credit Card,Completed
903659,87448,52049,Delhi,Sedan,44.09,107,1501,Cash,Completed
903660,85270,52895,Bengaluru,Sedan,23.95,115,642,Credit Card,Completed
903661,30593,86686,Bengaluru,SUV,43.46,70,344,Cash,Completed
903662,57362,79195,Hyderabad,Auto,13.54,24,2195,Cash,Completed
903663,93962,97946,Bengaluru,SUV,23.85,98,1227,Debit Card,Completed
903664,30825,89205,Hyderabad,SUV,19.93,35,912,Cash,Completed
903665,20470,98206,Hyderabad,Auto,29.76,76,1932,Debit Card,Completed
903666,13695,84134,Delhi,Auto,4.61,67,1982,UPI,Completed
903667,38971,57454,Delhi,Mini,27.05,47,1326,Cash,Completed
903668,31577,84257,Pune,Auto,11.5,80,2140,Credit Card,Completed
903669,42540,53815,Chennai,SUV,5.45,98,1505,Credit Card,Completed
903670,70941,65673,Hyderabad,Sedan,41.72,97,622,Debit Card,Completed
903671,54194,61442,Bengaluru,SUV,19.94,57,2116,UPI,Completed
903672,28112,72394,Hyderabad,SUV,23.02,49,543,Cash,Completed
903673,43140,61300,Chennai,Sedan,15.33,5,992,UPI,Cancelled
903674,52133,73810,Mumbai,Mini,27.46,9,83,Debit Card,Completed
903675,51188,91877,Delhi,Mini,27.18,24,1054,Debit Card,Cancelled
903676,41526,69784,Mumbai,Sedan,19.49,67,1539,Debit Card,Completed
903677,65021,96699,Chennai,Mini,6.11,92,2221,Credit Card,Completed
903678,28196,83434,Delhi,Sedan,43.66,22,1930,Cash,Completed
903679,52748,62187,Delhi,Sedan,27.27,22,2210,Cash,Completed
903680,67955,88795,Mumbai,SUV,21.6,114,2406,Debit Card,Completed
903681,69666,65422,Chennai,Mini,17.58,38,315,Cash,Completed
903682,22154,77742,Mumbai,Auto,35.82,21,1278,Cash,Cancelled
903683,97154,54301,Bengaluru,Auto,13.91,56,918,Debit Card,Completed
903684,14016,88863,Delhi,SUV,38.64,102,1517,Credit Card,Completed
903685,37247,58991,Mumbai,Mini,4.4,39,2229,UPI,Completed
903686,65366,76101,Delhi,Mini,31.64,75,2123,UPI,Completed
903687,98614,82868,Chennai,Auto,29.02,14,1927,Debit Card,Completed
903688,56728,81840,Mumbai,SUV,8.13,71,1670,Cash,Completed
903689,83424,54149,Chennai,Sedan,7.12,104,862,UPI,Cancelled
903690,42934,59452,Pune,Sedan,47.6,112,1183,Cash,Completed
903691,69370,58942,Chennai,SUV,36.36,42,2336,Debit Card,Completed
903692,35606,85042,Mumbai,Sedan,31.0,51,1178,Cash,Completed
903693,16899,77313,Mumbai,Auto,8.6,97,864,Cash,Completed
903694,88190,93953,Mumbai,Auto,18.18,62,2114,Credit Card,Cancelled
903695,57035,59570,Delhi,Sedan,15.5,40,1804,Debit Card,Completed
903696,16341,97294,Bengaluru,Sedan,20.96,14,305,Cash,Completed
903697,45436,79280,Hyderabad,Sedan,37.77,94,1200,UPI,Completed
903698,79465,76434,Bengaluru,Auto,31.57,39,279,Credit Card,Completed
903699,59260,73416,Delhi,SUV,42.09,48,2039,UPI,Completed
