Date,City,State,Property_Type,Bedrooms,Bathrooms,Area_sqft,Property_Price_USD,Year_Built,Sale_Status
2025-08-29,New York,CA,Condo,4,2,2918,1360042,1985,Available
2025-08-30,Miami,FL,Apartment,4,3,1161,1360124,2009,Sold
2025-08-31,Miami,CA,Condo,5,1,2900,1359185,2015,Sold
2025-09-01,Houston,FL,Villa,2,4,2563,1360411,1996,Available
2025-09-02,Los Angeles,IL,Villa,4,3,3882,1358976,2015,Sold
2025-09-03,New York,IL,Condo,5,2,3408,1357038,1982,Sold
2025-09-04,New York,FL,Condo,4,1,2647,1355500,2014,Sold
2025-09-05,Chicago,NY,Apartment,2,1,2732,1355392,2021,Sold
2025-09-06,Miami,TX,Condo,3,2,3917,1357887,2008,Sold
2025-09-07,Los Angeles,FL,Condo,1,4,1468,1357139,2018,Sold
2025-09-08,Miami,IL,Condo,2,3,937,1355328,1990,Available
2025-09-09,Chicago,TX,Apartment,1,4,1423,1355780,1997,Sold
2025-09-10,Houston,FL,Townhouse,2,3,1602,1355022,1991,Available
2025-09-11,Los Angeles,NY,Condo,3,4,3437,1355364,1980,Sold
2025-09-12,Chicago,CA,Apartment,2,4,1584,1356116,2007,Available
2025-09-13,Houston,FL,Condo,4,3,2618,1359087,2011,Sold
2025-09-14,Houston,CA,Townhouse,4,1,2201,1358680,2014,Available
2025-09-15,Chicago,NY,Apartment,1,1,554,1361214,2019,Available
2025-09-16,New York,FL,Villa,4,4,1574,1362582,2011,Sold
2025-09-17,Chicago,CA,Apartment,1,3,1040,1363872,1999,Available
2025-09-18,Los Angeles,NY,Condo,4,3,783,1364187,2019,Available
2025-09-19,Miami,TX,Villa,4,2,3382,1364765,1996,Sold
2025-09-20,Los Angeles,FL,Condo,2,4,2992,1365014,2001,Sold
2025-09-21,Houston,CA,Apartment,1,3,3384,1364864,2015,Sold
2025-09-22,Chicago,FL,Villa,2,4,3867,1364408,2012,Sold
2025-09-23,Houston,NY,Townhouse,5,1,1794,1365975,1995,Available
2025-09-24,Miami,TX,Townhouse,5,2,600,1368080,2014,Sold
2025-09-25,Houston,TX,Townhouse,2,4,2082,1367226,1992,Sold
2025-09-26,Miami,CA,Apartment,3,3,2609,1366156,2002,Available
2025-09-27,Miami,TX,Apartment,1,3,3173,1364683,1987,Available
2025-09-28,Houston,CA,Villa,4,3,2663,1367042,2019,Sold
2025-09-29,Houston,IL,Townhouse,2,2,1756,1365054,2017,Available
2025-09-30,Chicago,NY,Apartment,1,3,1946,1367308,2020,Available
2025-10-01,Houston,IL,Townhouse,1,4,687,1369386,1987,Sold
2025-10-02,Los Angeles,NY,Condo,3,2,2025,1367768,1999,Available
2025-10-03,Miami,IL,Condo,1,4,2793,1367763,1987,Available
2025-10-04,Miami,NY,Apartment,5,2,2712,1368614,2019,Sold
2025-10-05,New York,NY,Villa,3,3,2251,1371020,1984,Available
2025-10-06,Houston,FL,Apartment,5,4,2405,1370116,2015,Available
2025-10-07,Houston,FL,Apartment,5,3,3136,1368835,1980,Sold
2025-10-08,New York,TX,Villa,2,2,3659,1368533,1984,Available
2025-10-09,New York,FL,Villa,1,3,632,1366787,2018,Sold
2025-10-10,Chicago,IL,Apartment,4,3,3630,1367825,2020,Sold
2025-10-11,Los Angeles,CA,Villa,4,3,3414,1365945,1992,Available
2025-10-12,Houston,TX,Condo,2,3,3338,1364619,2011,Available
2025-10-13,Houston,CA,Apartment,1,1,839,1363954,1980,Available
2025-10-14,Houston,NY,Condo,3,3,1600,1366623,1989,Sold
2025-10-15,Houston,IL,Apartment,2,1,3969,1365617,2016,Sold
2025-10-16,New York,CA,Apartment,1,3,3531,1363655,1993,Sold
2025-10-17,Houston,CA,Villa,5,2,3969,1364321,1997,Sold
2025-10-18,Miami,IL,Townhouse,5,1,1309,1362675,1993,Sold
2025-10-19,Houston,IL,Villa,4,3,2490,1363966,1999,Sold
2025-10-20,Miami,FL,Condo,4,2,3007,1366685,1994,Available
2025-10-21,Miami,NY,Villa,1,1,816,1368131,2008,Sold
2025-10-22,Chicago,NY,Villa,4,3,2209,1369455,2002,Available
2025-10-23,Houston,CA,Villa,4,3,3554,1371306,2014,Sold
2025-10-24,Houston,IL,Townhouse,2,1,677,1371952,2022,Available
2025-10-25,New York,FL,Condo,4,1,2402,1371919,1984,Sold
2025-10-26,Miami,TX,Apartment,3,1,2428,1373387,1988,Sold
2025-10-27,Chicago,TX,Apartment,2,3,1946,1375805,2002,Sold
2025-10-28,Los Angeles,FL,Apartment,1,3,1808,1377821,2011,Available
2025-10-29,Los Angeles,IL,Apartment,5,4,3559,1380192,1990,Available
2025-10-30,Houston,NY,Townhouse,4,1,899,1382534,2017,Available
2025-10-31,Houston,NY,Townhouse,1,3,2178,1384631,1995,Sold
2025-11-01,New York,NY,Apartment,2,4,2100,1382911,2009,Sold
2025-11-02,Los Angeles,FL,Apartment,4,3,1464,1382840,2000,Available
2025-11-03,New York,TX,Apartment,1,4,3654,1384543,2008,Sold
2025-11-04,Chicago,FL,Townhouse,3,2,3811,1384531,2014,Sold
2025-11-05,Los Angeles,CA,Villa,2,3,1354,1382721,1998,Available
2025-11-06,Los Angeles,TX,Condo,4,2,800,1383484,2013,Sold
2025-11-07,Houston,TX,Apartment,5,1,3041,1385562,2015,Sold
2025-11-08,Houston,CA,Villa,3,2,511,1385842,2019,Sold
2025-11-09,Miami,FL,Villa,1,1,2121,1385433,1985,Available
2025-11-10,New York,CA,Apartment,1,1,1276,1387869,2011,Sold
2025-11-11,Houston,NY,Villa,3,4,1277,1387365,1985,Sold
2025-11-12,Los Angeles,NY,Apartment,4,1,2141,1385881,2006,Sold
2025-11-13,Los Angeles,CA,Townhouse,2,1,2310,1385981,2010,Sold
2025-11-14,Houston,NY,Condo,1,3,3425,1384326,1987,Sold
2025-11-15,Chicago,FL,Condo,2,1,2057,1387233,2001,Sold
2025-11-16,Chicago,TX,Condo,3,3,1916,1390112,1995,Sold
2025-11-17,Chicago,FL,Townhouse,4,1,1485,1392229,2007,Available
2025-11-18,Chicago,TX,Townhouse,2,3,2275,1392782,2016,Sold
2025-11-19,Chicago,NY,Apartment,1,2,3166,1391533,1997,Sold
2025-11-20,New York,TX,Apartment,5,3,1009,1389865,1988,Sold
2025-11-21,Chicago,TX,Condo,4,1,3330,1392024,2020,Sold
2025-11-22,Los Angeles,NY,Condo,4,1,3569,1393609,1999,Available
2025-11-23,Houston,NY,Villa,1,4,3940,1395397,2017,Sold
2025-11-24,New York,NY,Apartment,4,4,1982,1398160,1995,Sold
2025-11-25,Houston,IL,Townhouse,2,3,1125,1396805,1989,Available
2025-11-26,Houston,CA,Townhouse,5,3,1102,1395316,2021,Available
2025-11-27,Houston,NY,Villa,2,1,3100,1395417,1982,Sold
2025-11-28,Miami,FL,Condo,4,1,1475,1396253,1980,Available
2025-11-29,Miami,CA,Condo,3,3,1758,1398141,2021,Sold
2025-11-30,Chicago,CA,Apartment,1,1,3938,1397576,1993,Sold
2025-12-01,Houston,IL,Villa,1,4,3308,1397115,1984,Sold
2025-12-02,Houston,CA,Townhouse,1,4,2318,1397548,2008,Sold
2025-12-03,Los Angeles,FL,Condo,3,1,1840,1398447,2022,Available
2025-12-04,Los Angeles,FL,Townhouse,5,2,3174,1400662,1998,Available
2025-12-05,Chicago,CA,Condo,2,2,852,1400108,1999,Sold
2025-12-06,Los Angeles,CA,Villa,5,4,3834,1402343,2011,Sold
2025-12-07,Los Angeles,IL,Townhouse,3,1,3692,1404284,2019,Sold
2025-12-08,Miami,TX,Apartment,2,4,889,1406439,2001,Sold
2025-12-09,New York,CA,Villa,5,4,2359,1408424,1997,Available
2025-12-10,Chicago,NY,Townhouse,2,1,2840,1409551,1998,Available
2025-12-11,Houston,NY,Villa,1,3,2710,1410597,1998,Available
2025-12-12,Los Angeles,IL,Townhouse,4,2,811,1410439,1984,Sold
2025-12-13,New York,CA,Apartment,3,2,692,1411961,1991,Sold
2025-12-14,Houston,IL,Apartment,4,2,2636,1410511,1981,Sold
2025-12-15,Houston,NY,Apartment,5,3,1424,1409310,2014,Sold
2025-12-16,New York,IL,Apartment,2,3,1012,1409497,2010,Sold
2025-12-17,Miami,CA,Apartment,5,4,3840,1412222,2019,Sold
2025-12-18,New York,IL,Townhouse,3,3,3363,1411339,2015,Available
2025-12-19,New York,FL,Condo,4,4,3953,1410715,2011,Available
2025-12-20,Chicago,NY,Apartment,2,2,726,1412608,2013,Available
2025-12-21,Los Angeles,CA,Villa,5,2,3841,1414906,2020,Available
2025-12-22,New York,FL,Condo,5,4,2651,1417653,2006,Sold
2025-12-23,New York,TX,Apartment,3,3,2209,1418484,1982,Sold
2025-12-24,Chicago,FL,Villa,1,4,815,1420405,1999,Available
2025-12-25,Miami,IL,Townhouse,1,3,3371,1420745,2006,Sold
2025-12-26,Chicago,TX,Condo,3,4,800,1423738,1985,Sold
2025-12-27,Los Angeles,FL,Villa,2,3,2873,1425473,1989,Available
2025-12-28,Los Angeles,CA,Apartment,2,2,3442,1425976,2012,Sold
2025-12-29,Los Angeles,NY,Townhouse,2,1,3455,1425274,1991,Sold
2025-12-30,Miami,TX,Condo,5,3,1025,1424098,2009,Sold
2025-12-31,Miami,IL,Condo,2,4,953,1425969,1994,Available
2026-01-01,Houston,CA,Apartment,5,2,1646,1428336,2002,Available
2026-01-02,Chicago,IL,Condo,2,1,3086,1430843,2009,Sold
2026-01-03,Los Angeles,NY,Condo,1,2,3274,1432307,2003,Sold
2026-01-04,Los Angeles,IL,Apartment,3,3,3894,1430368,1998,Available
2026-01-05,New York,CA,Condo,4,2,955,1432969,2022,Sold
2026-01-06,Chicago,IL,Townhouse,1,4,2583,1431220,1993,Available
2026-01-07,New York,FL,Condo,1,4,2875,1433921,1998,Sold
2026-01-08,Miami,IL,Villa,2,2,3598,1436478,2018,Sold
2026-01-09,Houston,TX,Condo,2,1,753,1437493,2001,Sold
2026-01-10,Miami,FL,Villa,3,3,1862,1440099,1999,Sold
2026-01-11,Los Angeles,NY,Apartment,4,3,777,1439396,1980,Sold
2026-01-12,Los Angeles,CA,Apartment,4,1,604,1439859,1980,Available
2026-01-13,Miami,TX,Townhouse,2,3,2775,1442128,1993,Available
2026-01-14,New York,NY,Townhouse,5,2,3577,1442602,1987,Available
2026-01-15,Houston,IL,Apartment,1,2,2726,1441030,1993,Available
2026-01-16,New York,CA,Apartment,1,2,503,1442332,2005,Sold
2026-01-17,Los Angeles,CA,Condo,3,4,502,1443415,2003,Sold
2026-01-18,New York,FL,Townhouse,4,3,2411,1442048,2002,Available
2026-01-19,Los Angeles,TX,Townhouse,2,2,3911,1442927,2000,Sold
2026-01-20,Los Angeles,IL,Townhouse,1,4,2357,1444987,2021,Sold
2026-01-21,Houston,CA,Villa,3,4,2367,1447499,1994,Available
2026-01-22,Chicago,IL,Villa,4,4,1887,1449424,2020,Available
2026-01-23,Los Angeles,CA,Condo,1,1,3080,1450434,1994,Available
2026-01-24,Chicago,TX,Townhouse,3,4,2365,1450266,2019,Available
2026-01-25,Houston,CA,Villa,3,1,2823,1450148,1991,Available
2026-01-26,New York,CA,Villa,2,3,2470,1453095,1987,Available
2026-01-27,Houston,CA,Villa,5,2,3974,1454317,2010,Sold
2026-01-28,Chicago,CA,Townhouse,4,2,3010,1455124,2003,Sold
2026-01-29,New York,TX,Apartment,2,3,1824,1454500,2005,Available
2026-01-30,Los Angeles,NY,Condo,5,3,3586,1456629,1989,Sold
2026-01-31,Miami,TX,Apartment,1,3,3355,1456807,2016,Sold
2026-02-01,New York,NY,Townhouse,1,4,975,1456621,2020,Available
2026-02-02,Houston,IL,Condo,4,4,816,1458322,1982,Sold
2026-02-03,New York,CA,Condo,1,4,1979,1460023,2001,Sold
2026-02-04,Chicago,CA,Condo,3,3,3679,1458841,2012,Available
2026-02-05,Miami,NY,Townhouse,4,4,1138,1458356,2008,Sold
2026-02-06,Houston,CA,Townhouse,5,2,2796,1460709,1983,Available
2026-02-07,Miami,TX,Apartment,1,1,2790,1459703,2005,Available
2026-02-08,Miami,TX,Apartment,3,4,2141,1460141,1982,Sold
2026-02-09,Miami,FL,Villa,3,3,2496,1462027,2010,Sold
2026-02-10,Houston,NY,Condo,5,3,3276,1463262,2008,Sold
2026-02-11,Miami,CA,Villa,4,1,2787,1464035,2010,Sold
2026-02-12,Chicago,TX,Apartment,3,1,3607,1465431,1980,Sold
2026-02-13,Los Angeles,CA,Condo,3,4,2370,1465715,1981,Sold
2026-02-14,Los Angeles,NY,Apartment,4,1,2075,1464322,2004,Sold
2026-02-15,Los Angeles,TX,Villa,5,1,3176,1466659,1996,Sold
2026-02-16,Los Angeles,TX,Condo,2,3,3853,1469190,2020,Sold
2026-02-17,Miami,NY,Villa,3,1,1623,1469200,1981,Sold
2026-02-18,New York,IL,Townhouse,4,2,1806,1469770,1992,Sold
2026-02-19,Houston,FL,Apartment,3,2,932,1468020,1990,Sold
2026-02-20,Chicago,CA,Apartment,5,4,3110,1466828,1993,Sold
2026-02-21,New York,NY,Villa,2,3,2215,1469038,1980,Available
2026-02-22,Houston,FL,Condo,3,3,3699,1467154,1994,Sold
2026-02-23,New York,TX,Condo,4,2,1798,1466253,2001,Sold
2026-02-24,Miami,TX,Villa,5,4,1507,1466678,2000,Available
2026-02-25,Los Angeles,IL,Villa,4,4,1618,1467499,2022,Available
2026-02-26,Houston,IL,Condo,1,3,2766,1466083,1998,Sold
2026-02-27,New York,FL,Apartment,1,4,1433,1468813,2007,Available
2026-02-28,Los Angeles,TX,Condo,3,1,1397,1467497,2019,Sold
2026-03-01,Los Angeles,CA,Condo,3,1,2872,1469179,2021,Sold
2026-03-02,New York,IL,Townhouse,3,1,2001,1467854,1989,Sold
2026-03-03,New York,CA,Condo,3,4,1239,1467869,2015,Sold
2026-03-04,New York,TX,Villa,4,4,886,1469674,1984,Available
2026-03-05,Los Angeles,NY,Villa,5,3,727,1471842,2013,Sold
2026-03-06,Houston,FL,Apartment,3,4,3385,1471841,1991,Sold
2026-03-07,Miami,TX,Condo,4,4,3588,1473797,2017,Sold
2026-03-08,Miami,TX,Villa,1,2,1212,1476036,2015,Sold
2026-03-09,Chicago,TX,Condo,5,4,1518,1474709,1992,Available
2026-03-10,Los Angeles,IL,Townhouse,1,2,3122,1476879,1987,Sold
2026-03-11,Los Angeles,FL,Condo,5,1,1619,1474903,2019,Sold
2026-03-12,New York,CA,Villa,5,1,1381,1473767,2014,Sold
2026-03-13,Miami,IL,Condo,5,1,3748,1476631,2010,Sold
2026-03-14,Los Angeles,TX,Townhouse,2,1,586,1476143,1985,Sold
2026-03-15,New York,NY,Condo,5,2,3350,1474847,1980,Available
2026-03-16,Los Angeles,TX,Apartment,3,3,2725,1476543,2016,Available
2026-03-17,Houston,IL,Condo,4,4,1798,1474624,1999,Available
2026-03-18,Los Angeles,IL,Condo,1,3,1983,1473379,1989,Sold
2026-03-19,Houston,NY,Condo,5,3,506,1473231,1998,Sold
2026-03-20,Houston,NY,Villa,2,4,722,1475794,2000,Sold
2026-03-21,New York,FL,Townhouse,2,2,3956,1475812,2006,Sold
2026-03-22,Houston,TX,Townhouse,2,3,3267,1478382,2008,Available
2026-03-23,New York,FL,Townhouse,4,1,2072,1476536,2020,Available
2026-03-24,Chicago,CA,Apartment,5,3,2443,1475898,1991,Sold
2026-03-25,Miami,CA,Townhouse,2,2,1081,1474329,1980,Available
2026-03-26,Miami,FL,Villa,2,3,907,1473885,1982,Available
2026-03-27,Los Angeles,TX,Condo,4,3,3865,1475202,1982,Sold
2026-03-28,Houston,CA,Apartment,1,4,1591,1476071,1999,Sold
2026-03-29,Houston,FL,Apartment,4,4,3247,1475446,1983,Sold
2026-03-30,Los Angeles,TX,Townhouse,5,3,3408,1474868,2008,Available
2026-03-31,Houston,FL,Condo,2,1,1140,1474896,1994,Available
2026-04-01,New York,CA,Townhouse,5,4,1099,1473587,2004,Available
2026-04-02,Los Angeles,FL,Apartment,2,2,1553,1471943,2007,Sold
2026-04-03,Miami,IL,Apartment,5,4,1802,1470207,1986,Sold
2026-04-04,Miami,TX,Villa,2,4,3989,1469917,1986,Sold
2026-04-05,Miami,NY,Townhouse,4,1,1293,1471209,1992,Sold
2026-04-06,Houston,NY,Villa,3,1,2215,1470313,2005,Available
2026-04-07,Houston,CA,Villa,4,1,1827,1470390,1981,Sold
2026-04-08,New York,TX,Townhouse,1,4,982,1471476,2013,Sold
2026-04-09,Los Angeles,NY,Villa,3,1,566,1473019,2004,Available
2026-04-10,Miami,FL,Condo,5,1,2384,1472861,2000,Sold
2026-04-11,Houston,TX,Apartment,5,2,1547,1471163,2009,Sold
2026-04-12,Houston,CA,Condo,5,3,3327,1469853,2007,Available
2026-04-13,New York,FL,Condo,5,1,1250,1470415,2010,Available
2026-04-14,Los Angeles,NY,Condo,1,4,1271,1470296,1990,Sold
2026-04-15,Los Angeles,IL,Villa,1,1,1267,1470615,2015,Available
2026-04-16,Chicago,TX,Apartment,1,4,1132,1469446,2021,Sold
2026-04-17,New York,IL,Condo,1,3,2016,1470940,1985,Available
2026-04-18,Houston,TX,Apartment,3,4,710,1469964,1980,Sold
2026-04-19,Houston,TX,Townhouse,3,4,2887,1469649,2003,Available
2026-04-20,Chicago,IL,Condo,2,2,2484,1471904,1994,Available
2026-04-21,Los Angeles,NY,Condo,1,1,3747,1471967,2016,Sold
2026-04-22,New York,NY,Condo,4,2,3822,1470869,1983,Sold
2026-04-23,New York,TX,Apartment,1,3,1519,1469772,1992,Available
2026-04-24,Los Angeles,IL,Townhouse,5,1,2865,1471466,2007,Sold
2026-04-25,Miami,IL,Condo,1,3,3388,1471806,1985,Sold
2026-04-26,Los Angeles,TX,Villa,5,2,2004,1471787,1992,Available
2026-04-27,Miami,CA,Villa,3,1,1511,1474784,2002,Sold
2026-04-28,Houston,IL,Condo,5,2,3291,1474464,2006,Available
2026-04-29,New York,IL,Townhouse,4,1,1206,1473246,2013,Sold
2026-04-30,New York,IL,Townhouse,2,3,1106,1474817,1998,Available
2026-05-01,Miami,FL,Townhouse,4,3,2379,1473934,2015,Sold
2026-05-02,New York,FL,Apartment,3,4,1253,1476671,2011,Available
2026-05-03,Chicago,CA,Villa,4,2,3894,1479596,1984,Sold
2026-05-04,Los Angeles,NY,Apartment,3,4,1308,1481765,2020,Available
2026-05-05,Miami,IL,Townhouse,3,2,2916,1480691,1992,Sold
2026-05-06,New York,FL,Townhouse,4,2,1989,1479456,2018,Sold
2026-05-07,New York,TX,Apartment,1,1,1505,1479357,2001,Sold
2026-05-08,Miami,NY,Condo,2,2,1308,1482033,2016,Sold
2026-05-09,Los Angeles,NY,Condo,1,4,732,1481303,2012,Available
2026-05-10,Chicago,FL,Condo,3,1,851,1483579,2017,Sold
2026-05-11,Chicago,NY,Villa,4,1,2617,1484338,2005,Available
2026-05-12,Chicago,NY,Condo,2,1,1650,1482411,2015,Sold
2026-05-13,Houston,FL,Condo,5,1,2884,1483524,2010,Available
2026-05-14,Los Angeles,TX,Villa,2,3,538,1484331,2001,Available
2026-05-15,Houston,NY,Villa,2,4,3422,1483663,2008,Sold
2026-05-16,Miami,IL,Apartment,3,1,1603,1483141,2022,Sold
2026-05-17,New York,IL,Apartment,4,3,3301,1485755,2003,Sold
2026-05-18,Houston,IL,Villa,2,3,1767,1485008,1982,Sold
2026-05-19,Chicago,NY,Apartment,2,4,1141,1485168,2001,Sold
2026-05-20,Miami,NY,Townhouse,1,3,3508,1484494,1993,Available
2026-05-21,Miami,NY,Apartment,1,3,2130,1486160,1997,Sold
2026-05-22,Miami,TX,Apartment,3,4,3141,1486583,2007,Sold
2026-05-23,Chicago,TX,Condo,3,4,3610,1486257,1983,Available
2026-05-24,Miami,NY,Villa,5,2,3404,1486161,2019,Available
2026-05-25,New York,FL,Condo,2,3,2159,1487937,1982,Sold
2026-05-26,Houston,CA,Condo,3,2,1315,1488985,2006,Sold
2026-05-27,Chicago,CA,Apartment,5,2,3711,1487062,1996,Available
2026-05-28,Chicago,CA,Townhouse,3,1,3473,1487384,1981,Sold
2026-05-29,Chicago,FL,Townhouse,4,4,3477,1489864,1997,Available
2026-05-30,New York,CA,Villa,3,1,1891,1490594,1990,Available
2026-05-31,Chicago,NY,Apartment,2,1,2768,1493077,1988,Sold
2026-06-01,Chicago,NY,Villa,1,3,583,1494036,2013,Available
2026-06-02,Miami,IL,Townhouse,3,1,2760,1496873,1987,Available
2026-06-03,Miami,CA,Villa,5,2,2725,1499367,2005,Available
2026-06-04,Houston,IL,Townhouse,4,2,2396,1499839,1991,Available
2026-06-05,Miami,NY,Villa,1,1,1749,1498135,1980,Sold
2026-06-06,Chicago,FL,Condo,4,4,1471,1499347,1998,Available
2026-06-07,Houston,IL,Villa,4,4,2130,1499319,2006,Sold
2026-06-08,Houston,NY,Condo,3,1,527,1497417,2021,Available
2026-06-09,Los Angeles,TX,Villa,5,1,1409,1497834,2007,Sold
2026-06-10,Miami,NY,Apartment,3,1,791,1497174,2011,Sold
2026-06-11,Chicago,IL,Villa,3,2,844,1498206,1982,Available
2026-06-12,Los Angeles,TX,Condo,5,1,2829,1498572,2008,Sold
2026-06-13,New York,NY,Condo,5,3,1653,1501298,1993,Sold
2026-06-14,Miami,IL,Villa,4,4,945,1503827,1989,Available
2026-06-15,Chicago,TX,Villa,1,2,3402,1505318,2008,Sold
2026-06-16,Los Angeles,CA,Townhouse,4,1,1598,1506777,2009,Sold
2026-06-17,New York,FL,Villa,2,2,3634,1506866,2008,Sold
2026-06-18,Houston,NY,Condo,2,4,2235,1509304,2014,Sold
2026-06-19,Miami,TX,Apartment,4,3,1293,1509259,1983,Sold
2026-06-20,Chicago,IL,Townhouse,4,2,866,1509287,2006,Sold
2026-06-21,Chicago,TX,Villa,1,4,1982,1510632,1986,Available
2026-06-22,Chicago,FL,Condo,5,2,2218,1510409,2001,Sold
2026-06-23,Chicago,IL,Townhouse,4,1,2898,1511420,2008,Available
2026-06-24,Chicago,FL,Apartment,2,2,1497,1509869,1982,Available
2026-06-25,Chicago,CA,Townhouse,5,4,872,1508421,1995,Sold
2026-06-26,Chicago,FL,Apartment,5,1,1320,1506652,1984,Sold
2026-06-27,Los Angeles,IL,Condo,5,3,1596,1504934,2019,Available
2026-06-28,Chicago,IL,Villa,2,1,3177,1505008,2021,Sold
2026-06-29,Miami,CA,Townhouse,1,2,1494,1507923,2007,Sold
2026-06-30,Chicago,TX,Townhouse,5,1,776,1510259,2002,Sold
2026-07-01,Los Angeles,CA,Condo,3,2,648,1509385,2019,Sold
2026-07-02,Houston,FL,Apartment,1,4,945,1510000,1985,Available
2026-07-03,Chicago,CA,Condo,2,2,3581,1509199,1990,Sold
2026-07-04,Miami,NY,Apartment,5,4,713,1508779,1997,Sold
2026-07-05,Houston,IL,Apartment,4,1,2877,1507188,2003,Available
2026-07-06,Miami,TX,Condo,5,1,2243,1506013,1989,Sold
2026-07-07,Los Angeles,FL,Townhouse,3,3,1623,1507204,1990,Sold
2026-07-08,Houston,NY,Townhouse,2,2,3729,1507173,1988,Available
2026-07-09,Houston,NY,Apartment,2,2,3378,1505409,2001,Sold
2026-07-10,Chicago,IL,Apartment,1,3,2030,1508384,2003,Sold
2026-07-11,Miami,NY,Apartment,1,3,2159,1507277,1980,Available
2026-07-12,Los Angeles,IL,Condo,5,3,2544,1510233,1988,Sold
2026-07-13,Chicago,NY,Apartment,2,1,2316,1511151,1986,Available
2026-07-14,Miami,IL,Villa,3,3,3974,1509568,2003,Sold
2026-07-15,New York,CA,Villa,3,4,2137,1509697,2021,Available
2026-07-16,Los Angeles,TX,Apartment,2,4,2532,1508255,1995,Sold
2026-07-17,New York,CA,Apartment,4,4,1211,1507153,2017,Sold
2026-07-18,Houston,NY,Condo,3,3,515,1509675,1988,Available
2026-07-19,New York,CA,Townhouse,3,4,1990,1509905,1986,Sold
2026-07-20,Chicago,TX,Townhouse,2,3,3982,1508102,1997,Available
2026-07-21,Los Angeles,FL,Villa,1,2,2865,1507794,1993,Available
2026-07-22,New York,FL,Condo,5,1,2814,1510628,2005,Sold
2026-07-23,Miami,TX,Villa,4,1,720,1510522,2003,Sold
2026-07-24,New York,NY,Villa,4,3,3979,1511081,2007,Available
2026-07-25,Houston,NY,Villa,2,3,2768,1510664,1983,Sold
2026-07-26,Houston,TX,Villa,1,4,1380,1508944,1993,Sold
2026-07-27,Houston,NY,Condo,5,3,2475,1510197,1987,Available
2026-07-28,New York,IL,Apartment,4,3,2347,1512071,2006,Sold
2026-07-29,Los Angeles,IL,Apartment,3,3,1313,1510714,2009,Available
2026-07-30,New York,FL,Villa,5,1,3444,1509336,2010,Sold
2026-07-31,Miami,NY,Townhouse,2,4,3114,1510047,1997,Sold
2026-08-01,Houston,CA,Apartment,1,3,3663,1510794,2005,Sold
2026-08-02,New York,NY,Townhouse,2,3,2963,1511854,1989,Sold
2026-08-03,Miami,FL,Apartment,4,3,3299,1510479,2012,Sold
2026-08-04,Houston,IL,Condo,3,3,1724,1513031,1991,Sold
2026-08-05,Miami,CA,Condo,3,2,1736,1515047,2013,Available
2026-08-06,Los Angeles,FL,Apartment,4,4,1166,1516550,1993,Sold
2026-08-07,Los Angeles,IL,Condo,2,1,3919,1516364,2021,Available
2026-08-08,Miami,TX,Condo,1,3,968,1517253,1995,Available
2026-08-09,New York,IL,Townhouse,1,2,3864,1516943,1985,Sold
2026-08-10,New York,NY,Villa,4,1,3305,1519832,2004,Sold
2026-08-11,Chicago,NY,Townhouse,2,2,3802,1522035,1988,Available
2026-08-12,Houston,TX,Apartment,1,2,1094,1522726,1999,Available
2026-08-13,Los Angeles,IL,Condo,1,3,1170,1521355,2008,Available
2026-08-14,Miami,NY,Townhouse,5,2,1360,1522274,1999,Sold
2026-08-15,Chicago,CA,Apartment,1,3,923,1520476,2003,Sold
2026-08-16,New York,IL,Condo,1,4,1298,1519360,2012,Available
2026-08-17,Houston,NY,Townhouse,2,1,3418,1518311,1984,Sold
2026-08-18,New York,NY,Condo,1,4,623,1519019,2021,Available
2026-08-19,New York,IL,Villa,1,4,2216,1518057,1983,Available
2026-08-20,Los Angeles,TX,Villa,1,3,2936,1516960,2012,Sold
2026-08-21,New York,NY,Townhouse,2,3,1256,1519682,1998,Sold
2026-08-22,Miami,NY,Townhouse,3,2,3992,1521072,2000,Sold
2026-08-23,Los Angeles,NY,Apartment,4,3,1482,1519489,1988,Sold
2026-08-24,Chicago,FL,Villa,1,2,1645,1517571,1992,Sold
2026-08-25,New York,NY,Villa,4,1,1822,1516103,1990,Available
2026-08-26,Houston,TX,Apartment,4,2,3054,1517949,2006,Sold
2026-08-27,Miami,FL,Villa,2,2,1062,1517201,2001,Sold
2026-08-28,Los Angeles,IL,Townhouse,2,4,2734,1518488,2000,Sold
2026-08-29,Houston,CA,Townhouse,1,4,1695,1520205,2012,Available
2026-08-30,Chicago,CA,Townhouse,2,4,2487,1519900,1995,Available
2026-08-31,New York,CA,Apartment,3,4,3852,1522019,1988,Sold
2026-09-01,Miami,FL,Townhouse,5,2,1887,1523209,1987,Sold
2026-09-02,New York,NY,Villa,1,1,3187,1524380,1984,Sold
2026-09-03,Miami,CA,Condo,3,4,3759,1526468,2011,Sold
2026-09-04,New York,NY,Apartment,4,2,3817,1528173,2019,Sold
2026-09-05,Chicago,TX,Apartment,3,1,1331,1531122,1999,Sold
2026-09-06,Chicago,NY,Villa,3,4,3107,1530519,2022,Sold
2026-09-07,New York,TX,Townhouse,1,1,891,1529624,1992,Sold
2026-09-08,Los Angeles,CA,Apartment,4,4,2082,1527758,2014,Available
2026-09-09,Los Angeles,IL,Apartment,4,1,2607,1526917,2015,Available
2026-09-10,Houston,TX,Condo,4,4,2614,1527162,1995,Sold
2026-09-11,Miami,FL,Townhouse,4,2,885,1525322,2009,Available
