Employee_ID,Department,Job_Role,Experience_Years,Education_Level,Monthly_Salary,Performance_Score,Work_Mode,Overtime_Hours,Attrition_Status
23469,IT,Analyst,17.6,PhD,82893,4.1,Remote,32,No
23470,HR,Senior Manager,12.1,Diploma,150561,2.5,Hybrid,22,No
23471,Operations,Manager,19.5,Bachelor,81576,2.7,Hybrid,10,No
23472,HR,Intern,11.1,Master,63426,3.5,Office,25,No
23473,Sales,Executive,3.5,Bachelor,107237,2.9,Office,29,No
23474,Marketing,Senior Manager,13.5,Bachelor,31100,1.0,Remote,13,No
23475,Sales,Executive,2.2,PhD,125890,3.3,Hybrid,34,Yes
23476,Marketing,Senior Manager,19.2,Master,97960,2.2,Remote,20,No
23477,Finance,Analyst,12.6,Bachelor,41960,4.8,Office,12,No
23478,Finance,Analyst,7.3,Bachelor,132353,1.6,Remote,16,No
23479,Operations,Manager,0.6,PhD,79337,3.6,Office,1,No
23480,IT,Senior Manager,7.7,Master,164513,4.6,Hybrid,19,No
23481,Sales,Intern,4.3,Diploma,73097,2.8,Office,8,No
23482,Marketing,Senior Manager,3.2,Bachelor,107255,1.2,Remote,19,No
23483,HR,Analyst,4.1,Bachelor,179068,4.6,Remote,8,No
23484,IT,Manager,6.0,Bachelor,29133,1.3,Remote,13,No
23485,Sales,Analyst,14.3,PhD,114518,1.9,Office,34,Yes
23486,Marketing,Senior Manager,0.6,Bachelor,32907,4.4,Hybrid,28,No
23487,HR,Manager,4.1,Diploma,22609,1.9,Remote,37,No
23488,Operations,Senior Manager,8.2,Bachelor,49946,1.1,Hybrid,34,Yes
23489,Sales,Intern,13.2,Master,76626,2.1,Remote,32,No
23490,Operations,Analyst,3.4,Master,175057,1.3,Hybrid,2,No
23491,Operations,Analyst,9.8,Diploma,134610,3.8,Remote,26,No
23492,IT,Senior Manager,6.7,Bachelor,34721,3.6,Office,16,No
23493,IT,Senior Manager,18.3,Bachelor,129301,2.2,Hybrid,36,No
23494,Sales,Senior Manager,15.0,Diploma,67626,4.8,Office,25,No
23495,IT,Analyst,15.6,Bachelor,91265,3.1,Hybrid,29,No
23496,Sales,Executive,4.5,PhD,75892,4.8,Remote,33,No
23497,Sales,Senior Manager,10.8,Bachelor,136910,4.3,Remote,15,Yes
23498,Operations,Senior Manager,12.5,Diploma,62231,4.3,Hybrid,13,No
23499,Finance,Executive,4.7,PhD,84720,4.0,Remote,10,No
23500,Marketing,Manager,12.3,Bachelor,146286,2.4,Office,1,Yes
23501,Finance,Analyst,13.0,PhD,94776,1.0,Office,38,No
23502,Sales,Intern,10.1,Diploma,43660,4.3,Remote,6,No
23503,Finance,Analyst,15.7,Master,17148,3.6,Hybrid,22,No
23504,Sales,Executive,4.5,Bachelor,101990,1.3,Office,0,No
23505,HR,Executive,12.1,Diploma,74244,2.3,Remote,39,No
23506,Finance,Senior Manager,9.4,Master,131553,1.6,Office,12,No
23507,HR,Senior Manager,9.9,PhD,168088,2.3,Hybrid,32,Yes
23508,Finance,Senior Manager,12.1,Bachelor,156903,4.4,Office,15,No
23509,Sales,Executive,11.0,PhD,83748,2.6,Office,10,No
23510,Marketing,Executive,6.3,Master,24769,2.8,Office,39,No
23511,IT,Intern,6.7,Diploma,109325,2.2,Remote,12,No
23512,Operations,Intern,12.0,PhD,100768,1.8,Hybrid,36,No
23513,IT,Manager,7.3,Bachelor,102262,1.5,Office,18,No
23514,Operations,Analyst,19.9,PhD,169257,1.1,Hybrid,26,No
23515,HR,Executive,3.7,Diploma,50492,1.6,Remote,11,Yes
23516,Finance,Senior Manager,15.2,Master,158289,3.0,Office,35,Yes
23517,HR,Manager,16.9,Diploma,81447,1.3,Office,12,No
23518,Marketing,Intern,10.7,Bachelor,51076,2.7,Hybrid,32,No
23519,Finance,Analyst,16.3,Bachelor,159675,3.0,Remote,7,No
23520,IT,Senior Manager,5.3,Diploma,53183,5.0,Office,3,No
23521,Marketing,Executive,15.4,Diploma,82960,1.9,Remote,9,Yes
23522,Sales,Analyst,16.0,Master,54351,2.0,Remote,1,No
23523,Marketing,Intern,7.0,PhD,177028,4.1,Remote,18,Yes
23524,Finance,Intern,17.7,Bachelor,66460,1.4,Office,28,No
23525,Operations,Analyst,9.3,Diploma,73394,4.1,Remote,1,No
23526,Finance,Intern,8.4,Bachelor,130395,1.8,Hybrid,2,Yes
23527,IT,Intern,19.6,Bachelor,52993,1.8,Office,19,No
23528,HR,Analyst,18.0,PhD,84056,2.4,Remote,2,No
23529,Marketing,Intern,17.3,Diploma,133859,1.9,Remote,28,Yes
23530,Sales,Manager,9.2,Diploma,90610,3.4,Office,28,No
23531,Marketing,Senior Manager,6.1,Diploma,118341,2.7,Hybrid,17,No
23532,IT,Manager,11.5,PhD,97524,4.2,Remote,1,No
23533,HR,Manager,3.6,Bachelor,127907,4.0,Hybrid,35,No
23534,HR,Manager,4.4,Bachelor,107527,2.9,Remote,29,No
23535,Marketing,Analyst,0.2,Bachelor,70344,3.8,Remote,4,No
23536,Marketing,Intern,13.0,PhD,75289,2.2,Hybrid,0,No
23537,Operations,Analyst,3.4,Master,90002,1.9,Office,11,No
23538,HR,Manager,15.2,Bachelor,167624,1.1,Office,0,No
23539,IT,Intern,5.1,Diploma,66813,4.7,Remote,21,No
23540,Operations,Analyst,18.4,Bachelor,50349,4.0,Office,10,No
23541,Marketing,Executive,15.5,Bachelor,41666,3.6,Remote,5,Yes
23542,IT,Analyst,12.4,Diploma,138460,3.4,Remote,32,No
23543,Finance,Manager,5.5,Master,34028,4.6,Hybrid,1,Yes
23544,Finance,Senior Manager,3.2,Bachelor,32847,4.9,Remote,12,Yes
23545,Sales,Executive,2.1,PhD,73268,1.3,Office,19,Yes
23546,Operations,Senior Manager,13.2,Master,41894,1.6,Hybrid,31,No
23547,Operations,Manager,12.1,Bachelor,31162,4.2,Remote,7,No
23548,Sales,Manager,3.0,PhD,20443,4.3,Hybrid,32,No
23549,Sales,Intern,13.5,Diploma,173229,1.5,Remote,38,No
23550,HR,Senior Manager,16.9,Bachelor,77618,2.7,Hybrid,2,Yes
23551,Sales,Manager,18.6,Master,158732,3.7,Hybrid,16,No
23552,Operations,Senior Manager,18.1,Master,102790,2.1,Remote,13,No
23553,HR,Intern,20.0,Master,121362,1.3,Hybrid,23,Yes
23554,Sales,Analyst,1.2,Bachelor,169722,3.1,Office,10,No
23555,IT,Senior Manager,18.3,Bachelor,155548,4.6,Hybrid,38,No
23556,Operations,Manager,12.5,Master,157071,2.1,Hybrid,1,No
23557,Sales,Analyst,3.8,Master,94570,1.7,Office,39,No
23558,Operations,Manager,0.7,Diploma,113051,4.8,Office,38,No
23559,Sales,Manager,6.7,PhD,64791,4.5,Hybrid,30,No
23560,Sales,Intern,2.3,Master,43488,1.9,Remote,8,No
23561,HR,Manager,20.0,Master,85205,4.1,Hybrid,1,No
23562,Marketing,Intern,13.3,Diploma,118484,3.6,Office,9,No
23563,Sales,Intern,18.9,Diploma,39072,4.8,Office,6,Yes
23564,Finance,Executive,6.6,Master,152615,4.8,Hybrid,4,No
23565,Sales,Analyst,4.3,Diploma,148966,2.6,Hybrid,6,No
23566,Finance,Manager,4.9,Diploma,140490,1.6,Office,35,No
23567,Marketing,Manager,10.9,PhD,88452,3.8,Office,22,No
23568,Operations,Executive,6.2,PhD,59222,4.8,Hybrid,30,No
23569,Finance,Manager,3.3,Diploma,92710,2.1,Remote,1,No
23570,Sales,Analyst,9.7,PhD,162847,3.3,Office,34,No
23571,Marketing,Manager,9.5,PhD,65120,1.3,Remote,22,Yes
23572,Operations,Senior Manager,16.4,Diploma,115885,1.3,Remote,20,No
23573,IT,Manager,11.6,PhD,109591,3.8,Hybrid,32,No
23574,Operations,Senior Manager,2.2,PhD,118753,2.2,Hybrid,17,No
23575,Sales,Senior Manager,10.2,Bachelor,169199,4.7,Office,37,Yes
23576,Sales,Executive,17.8,Master,75244,1.8,Remote,2,No
23577,Finance,Executive,12.2,Diploma,124294,3.0,Remote,36,No
23578,HR,Analyst,3.3,Bachelor,33819,3.9,Hybrid,4,No
23579,IT,Executive,15.8,Bachelor,120376,2.3,Office,19,Yes
23580,Operations,Senior Manager,5.4,PhD,42336,2.5,Hybrid,3,No
23581,IT,Senior Manager,6.4,Master,93420,3.9,Hybrid,5,No
23582,Finance,Analyst,4.7,Bachelor,137007,4.9,Office,31,No
23583,IT,Manager,16.4,Diploma,178121,3.8,Office,23,Yes
23584,IT,Intern,15.2,PhD,100965,3.3,Hybrid,29,No
23585,IT,Executive,11.9,Bachelor,103680,2.4,Office,4,Yes
23586,HR,Executive,3.5,PhD,155351,4.4,Office,10,No
23587,Marketing,Manager,10.1,Diploma,68037,1.0,Office,19,No
23588,HR,Analyst,15.9,Master,121588,4.8,Office,19,No
23589,Finance,Analyst,19.6,Diploma,166154,1.0,Remote,9,No
23590,Sales,Executive,17.6,Master,113239,3.6,Hybrid,14,No
23591,Operations,Intern,10.2,PhD,78735,2.0,Remote,38,No
23592,Operations,Manager,14.4,Master,42752,3.3,Hybrid,22,No
23593,IT,Analyst,3.7,Bachelor,123497,2.4,Hybrid,25,No
23594,IT,Senior Manager,15.6,Diploma,149056,1.4,Hybrid,34,No
23595,IT,Executive,10.6,Master,60651,2.1,Hybrid,35,No
23596,Sales,Senior Manager,19.9,PhD,29229,2.6,Office,35,No
23597,HR,Analyst,11.1,PhD,85790,3.6,Hybrid,21,No
23598,Marketing,Manager,19.2,Diploma,116585,4.2,Office,39,No
23599,Finance,Intern,11.6,Master,138137,3.3,Remote,11,No
23600,Sales,Executive,5.4,Bachelor,140097,2.8,Office,16,No
23601,Sales,Analyst,11.3,Bachelor,38390,3.1,Remote,12,No
23602,Marketing,Senior Manager,14.2,Bachelor,154414,4.0,Hybrid,17,No
23603,Sales,Analyst,0.6,PhD,164272,4.4,Remote,28,Yes
23604,HR,Executive,16.8,Diploma,149980,1.3,Remote,2,No
23605,Marketing,Manager,14.0,Diploma,83069,1.6,Office,0,No
23606,Operations,Executive,5.7,PhD,59494,4.8,Hybrid,23,Yes
23607,Finance,Manager,7.5,Diploma,174679,2.0,Remote,15,No
23608,Operations,Executive,16.2,Bachelor,59185,3.1,Remote,5,Yes
23609,Operations,Senior Manager,11.7,Diploma,36029,1.8,Remote,14,No
23610,Marketing,Intern,0.9,Diploma,17554,1.1,Office,29,No
23611,Marketing,Executive,5.2,Master,146294,4.5,Remote,37,No
23612,Sales,Senior Manager,13.6,PhD,107646,1.2,Hybrid,12,No
23613,Operations,Intern,15.3,Master,129440,2.7,Office,37,No
23614,Sales,Senior Manager,0.3,Bachelor,168404,4.3,Remote,5,No
23615,Sales,Intern,11.3,Bachelor,148672,3.5,Office,14,No
23616,HR,Executive,7.8,PhD,142365,4.4,Remote,32,No
23617,Marketing,Manager,1.3,PhD,156111,4.0,Office,29,No
23618,Sales,Senior Manager,18.7,Bachelor,153487,1.1,Remote,20,No
23619,Operations,Executive,4.4,Bachelor,50556,1.2,Office,8,No
23620,Marketing,Senior Manager,3.2,Bachelor,34626,2.4,Office,6,No
23621,HR,Manager,0.8,Bachelor,176285,3.1,Office,36,No
23622,IT,Analyst,17.0,Diploma,166547,1.9,Office,29,No
23623,Finance,Analyst,5.5,Master,144114,1.2,Office,3,Yes
23624,Marketing,Manager,8.7,PhD,62806,2.9,Office,12,No
23625,Operations,Senior Manager,4.2,Master,89021,2.8,Office,28,Yes
23626,Operations,Intern,9.6,Diploma,131237,2.7,Remote,9,No
23627,Sales,Manager,16.1,Master,173238,4.7,Office,39,No
23628,IT,Executive,13.8,PhD,179359,3.7,Hybrid,3,No
23629,Marketing,Manager,18.5,Master,87415,2.7,Office,1,No
23630,Finance,Manager,12.6,Diploma,164299,3.5,Office,20,No
23631,HR,Manager,12.3,Master,164157,3.5,Remote,23,No
23632,Operations,Analyst,0.4,Diploma,85524,1.3,Remote,8,No
23633,Operations,Senior Manager,17.1,Diploma,37501,1.7,Remote,27,No
23634,Operations,Executive,8.1,Bachelor,95565,2.6,Office,26,No
23635,Operations,Executive,19.9,Master,42256,4.1,Remote,9,No
23636,Operations,Executive,15.9,PhD,85494,4.1,Hybrid,6,No
23637,Finance,Executive,18.6,Diploma,120192,1.0,Remote,23,No
23638,Sales,Executive,3.2,Bachelor,51320,4.1,Office,25,No
23639,Finance,Manager,17.2,Diploma,105761,4.0,Hybrid,22,No
23640,HR,Analyst,1.8,Bachelor,120966,5.0,Office,27,No
23641,Marketing,Analyst,1.2,Bachelor,98957,1.7,Office,0,Yes
23642,Operations,Intern,1.1,Bachelor,148549,1.9,Office,30,No
23643,Marketing,Executive,0.4,Bachelor,145856,2.8,Hybrid,26,No
23644,IT,Analyst,9.2,PhD,161409,4.1,Hybrid,14,No
23645,HR,Analyst,13.7,Master,128826,1.0,Office,0,No
23646,Finance,Senior Manager,17.6,PhD,58335,4.8,Hybrid,18,Yes
23647,Finance,Senior Manager,2.3,PhD,85139,3.1,Office,3,No
23648,HR,Intern,11.2,Bachelor,91292,1.8,Remote,27,Yes
23649,Operations,Analyst,6.1,Master,54211,4.9,Remote,9,No
23650,IT,Manager,8.5,Diploma,164970,3.8,Office,36,No
23651,Marketing,Executive,19.7,Bachelor,50319,3.0,Office,36,No
23652,HR,Executive,9.2,Diploma,45064,2.3,Remote,33,Yes
23653,HR,Analyst,13.7,PhD,148638,1.7,Hybrid,6,No
23654,Finance,Manager,17.5,PhD,62286,1.6,Office,7,No
23655,Operations,Executive,11.7,Bachelor,89454,4.2,Hybrid,32,No
23656,Finance,Intern,10.5,PhD,114336,2.7,Remote,10,No
23657,Finance,Manager,6.7,PhD,126329,2.1,Office,28,Yes
23658,Sales,Intern,15.7,PhD,139210,1.8,Remote,2,No
23659,Sales,Intern,8.0,PhD,177231,4.8,Hybrid,3,No
23660,HR,Intern,18.5,Master,169382,1.8,Remote,36,No
23661,Finance,Executive,2.1,Diploma,179714,1.4,Remote,21,No
23662,Sales,Intern,6.6,Master,178231,1.8,Office,12,No
23663,HR,Manager,6.2,Bachelor,87873,5.0,Remote,38,Yes
23664,Sales,Analyst,15.1,Diploma,147548,2.7,Hybrid,24,No
23665,IT,Manager,17.3,Master,64736,1.6,Hybrid,10,No
23666,Marketing,Intern,5.1,PhD,144732,2.6,Hybrid,7,No
23667,HR,Intern,2.8,PhD,77489,4.3,Office,34,No
23668,Finance,Executive,1.8,Bachelor,39683,2.4,Remote,29,No
23669,IT,Executive,18.2,Bachelor,22796,4.6,Office,8,No
23670,Finance,Executive,4.5,Bachelor,115943,3.6,Hybrid,11,No
23671,Operations,Analyst,1.4,Diploma,117896,3.8,Hybrid,28,No
23672,Finance,Executive,10.9,PhD,41743,2.5,Remote,9,No
23673,IT,Analyst,19.8,Diploma,23663,1.5,Remote,11,No
23674,HR,Senior Manager,1.8,Bachelor,138948,1.6,Remote,39,No
23675,Operations,Intern,10.7,PhD,145340,2.2,Office,27,No
23676,Marketing,Senior Manager,10.5,PhD,30156,4.2,Remote,12,No
23677,Marketing,Senior Manager,1.7,PhD,110256,2.4,Hybrid,8,No
23678,Sales,Manager,0.6,Diploma,26567,1.5,Office,30,No
23679,Operations,Analyst,5.0,Bachelor,125384,3.4,Remote,14,Yes
23680,Marketing,Analyst,5.5,PhD,148751,3.4,Office,28,No
23681,IT,Manager,10.3,PhD,35724,3.2,Office,9,No
23682,Finance,Senior Manager,18.3,Bachelor,49091,2.7,Remote,13,No
23683,Operations,Intern,6.1,Bachelor,121365,1.0,Remote,34,No
23684,Marketing,Executive,17.2,Bachelor,166735,3.7,Office,30,Yes
23685,Finance,Senior Manager,0.8,Master,149705,2.6,Hybrid,17,No
23686,Finance,Executive,4.8,PhD,26767,4.0,Office,8,No
23687,IT,Manager,2.4,Master,48449,2.4,Office,30,Yes
23688,Finance,Manager,6.0,PhD,173151,4.7,Hybrid,27,Yes
23689,Finance,Senior Manager,7.7,Master,59376,1.4,Office,19,No
23690,Sales,Manager,3.4,Master,71478,4.7,Office,7,No
23691,Finance,Manager,16.4,PhD,80923,4.4,Hybrid,30,Yes
23692,HR,Manager,14.0,Bachelor,35304,3.8,Hybrid,14,No
23693,IT,Executive,5.5,PhD,168399,2.3,Remote,29,No
23694,Operations,Senior Manager,16.0,Bachelor,74829,2.8,Hybrid,25,No
23695,Operations,Intern,5.0,PhD,86098,1.2,Hybrid,10,No
23696,HR,Manager,1.9,Master,122211,1.7,Remote,25,No
23697,Operations,Executive,15.7,Bachelor,71307,3.5,Hybrid,26,No
23698,Finance,Senior Manager,3.4,Master,58488,4.4,Office,39,Yes
23699,Finance,Manager,4.2,PhD,80835,3.4,Office,20,No
23700,Marketing,Intern,16.1,Bachelor,152837,2.5,Hybrid,1,No
23701,Sales,Analyst,13.7,Bachelor,83110,2.3,Hybrid,5,Yes
23702,HR,Intern,15.9,Bachelor,79953,3.6,Office,14,No
23703,HR,Executive,3.9,Master,84743,1.5,Hybrid,19,No
23704,Finance,Manager,16.0,Master,108921,4.0,Office,36,No
23705,IT,Manager,8.0,PhD,53301,1.1,Remote,29,No
23706,Sales,Analyst,11.7,Diploma,141287,2.0,Hybrid,3,No
23707,Finance,Manager,3.1,Master,86084,4.4,Remote,16,No
23708,Operations,Analyst,9.6,PhD,73676,3.0,Remote,21,No
23709,HR,Executive,7.8,Bachelor,80272,4.2,Office,9,No
23710,HR,Senior Manager,8.8,Diploma,29113,4.4,Hybrid,19,No
23711,Finance,Senior Manager,9.3,Bachelor,110722,4.6,Hybrid,16,No
23712,HR,Intern,6.2,Diploma,124224,2.3,Office,35,No
23713,HR,Senior Manager,8.0,Master,65171,3.9,Office,30,No
23714,Operations,Executive,17.3,Master,157331,1.1,Office,31,No
23715,Finance,Manager,17.4,Master,53539,4.0,Office,18,No
23716,Finance,Senior Manager,19.9,Master,177800,5.0,Hybrid,11,No
23717,IT,Manager,19.3,Bachelor,96739,4.1,Remote,24,No
23718,Operations,Senior Manager,13.4,Bachelor,79315,3.6,Remote,2,No
23719,IT,Analyst,14.2,PhD,113559,2.6,Hybrid,12,Yes
23720,IT,Analyst,7.3,Master,26132,4.0,Office,1,No
23721,Finance,Executive,8.7,Master,154407,2.1,Remote,20,No
23722,HR,Executive,1.3,Diploma,18538,3.2,Office,2,Yes
23723,Operations,Intern,8.3,Bachelor,80518,2.4,Office,38,No
23724,HR,Executive,13.2,Master,51332,3.6,Hybrid,38,No
23725,Sales,Manager,18.3,Diploma,125377,2.1,Office,13,No
23726,Marketing,Manager,12.7,Diploma,90622,3.3,Hybrid,29,No
23727,IT,Manager,12.8,PhD,124610,2.2,Remote,34,No
23728,Finance,Manager,17.2,PhD,36981,3.1,Remote,31,No
23729,Sales,Senior Manager,9.3,Master,138009,4.5,Hybrid,21,No
23730,Marketing,Manager,14.7,Master,170571,4.0,Remote,19,No
23731,HR,Executive,13.4,Diploma,89995,4.0,Hybrid,1,Yes
23732,IT,Executive,5.4,Diploma,92072,2.4,Hybrid,4,No
23733,Finance,Senior Manager,4.4,Diploma,137147,4.8,Remote,38,No
23734,HR,Senior Manager,0.9,Diploma,85820,4.9,Office,12,Yes
23735,Sales,Senior Manager,12.6,Diploma,59012,1.9,Remote,31,No
23736,HR,Executive,14.0,Master,84640,3.7,Office,36,No
23737,Finance,Analyst,8.2,Master,44048,3.8,Hybrid,15,No
23738,Sales,Analyst,0.3,Bachelor,23136,2.5,Hybrid,8,Yes
23739,Marketing,Executive,15.3,PhD,107463,3.5,Remote,9,No
23740,HR,Manager,5.1,Bachelor,145398,2.4,Hybrid,2,Yes
23741,Sales,Manager,2.9,Diploma,16235,1.8,Office,14,Yes
23742,IT,Manager,5.3,Master,161121,3.4,Office,7,No
23743,Operations,Analyst,15.5,Diploma,144715,3.5,Office,32,Yes
23744,HR,Analyst,18.4,Diploma,156975,1.7,Office,5,No
23745,Marketing,Analyst,2.9,PhD,27992,1.4,Remote,30,Yes
23746,Sales,Intern,0.4,Master,39684,4.1,Remote,5,No
23747,Operations,Manager,14.6,Master,46059,3.8,Office,21,Yes
23748,Operations,Senior Manager,16.4,Bachelor,118057,4.0,Remote,6,No
23749,Marketing,Senior Manager,11.3,Diploma,76383,4.9,Remote,35,No
23750,Sales,Analyst,18.2,Master,165316,1.6,Office,20,No
23751,IT,Senior Manager,8.8,Diploma,40582,2.2,Remote,21,No
23752,Marketing,Executive,2.6,Diploma,136004,2.2,Remote,30,No
23753,Operations,Manager,8.7,PhD,85489,2.1,Office,9,Yes
23754,Finance,Intern,11.1,Bachelor,74003,1.9,Remote,38,No
23755,Finance,Executive,16.1,Master,39054,3.9,Hybrid,1,Yes
23756,Operations,Analyst,19.8,Bachelor,125313,1.7,Office,13,No
23757,Marketing,Executive,13.1,Diploma,140342,3.2,Office,35,No
23758,Operations,Manager,16.4,Bachelor,170888,2.7,Remote,17,No
23759,IT,Manager,10.9,Bachelor,24164,4.5,Remote,38,No
23760,Finance,Executive,0.0,Master,24650,4.6,Office,15,No
23761,Finance,Intern,1.4,Diploma,113348,1.8,Remote,6,No
23762,Operations,Executive,2.4,Master,22249,4.1,Remote,0,No
23763,HR,Manager,18.4,Master,49040,3.8,Office,21,No
23764,Operations,Manager,0.3,Master,163959,4.4,Remote,11,No
23765,HR,Analyst,9.9,Master,37099,4.9,Remote,38,No
23766,Operations,Senior Manager,8.5,Bachelor,84005,1.7,Hybrid,1,No
23767,Sales,Senior Manager,16.0,Master,128990,4.0,Hybrid,9,No
23768,Sales,Executive,14.0,Bachelor,20337,2.6,Remote,9,No
23769,Marketing,Analyst,0.7,Master,111275,1.7,Hybrid,5,No
23770,Operations,Manager,9.0,Bachelor,155240,1.5,Office,6,Yes
23771,Sales,Executive,14.4,Diploma,157968,1.7,Hybrid,17,No
23772,Marketing,Analyst,9.0,Master,83419,3.9,Office,19,No
23773,HR,Analyst,5.2,Master,29813,3.6,Remote,30,Yes
23774,Sales,Intern,8.1,PhD,79133,3.6,Office,10,No
23775,Marketing,Executive,7.9,Diploma,37322,3.9,Remote,27,No
23776,Finance,Senior Manager,11.8,PhD,118642,2.0,Hybrid,12,No
23777,HR,Executive,13.4,Bachelor,130536,3.1,Hybrid,1,Yes
23778,Marketing,Manager,6.3,Master,115653,4.2,Hybrid,31,No
23779,Finance,Intern,0.7,Bachelor,124072,3.5,Office,35,No
23780,IT,Executive,14.4,Bachelor,98342,3.5,Hybrid,39,Yes
23781,Operations,Executive,1.4,Bachelor,167018,4.3,Hybrid,16,No
23782,IT,Intern,13.3,Master,103181,3.3,Hybrid,24,No
23783,Marketing,Intern,19.1,Master,162184,1.1,Hybrid,1,No
23784,IT,Senior Manager,8.3,Master,79100,3.9,Remote,10,No
23785,Operations,Intern,19.3,Master,128780,2.9,Hybrid,37,No
23786,Marketing,Senior Manager,18.7,Bachelor,132294,4.3,Remote,23,No
23787,Operations,Analyst,18.0,PhD,115099,3.7,Remote,14,No
23788,Operations,Manager,15.2,Diploma,107398,2.9,Hybrid,12,No
23789,IT,Senior Manager,13.1,PhD,58474,1.1,Remote,30,No
23790,Sales,Analyst,11.5,Bachelor,68682,1.9,Remote,0,Yes
23791,Marketing,Senior Manager,12.1,PhD,74534,1.3,Hybrid,6,No
23792,IT,Intern,19.2,PhD,117337,1.1,Hybrid,35,No
23793,Sales,Senior Manager,3.4,PhD,102287,3.9,Remote,25,No
23794,HR,Manager,9.1,Diploma,82536,2.6,Remote,25,No
23795,Sales,Manager,10.4,Diploma,161967,4.7,Office,36,Yes
23796,Sales,Senior Manager,17.3,Bachelor,77519,2.6,Remote,21,No
23797,IT,Manager,0.5,PhD,173404,1.2,Remote,20,No
23798,Operations,Manager,19.0,Master,112491,3.4,Hybrid,15,No
23799,IT,Executive,9.4,Bachelor,83438,4.2,Office,39,No
23800,Sales,Manager,5.0,Master,106136,4.1,Office,7,No
23801,HR,Intern,11.3,Bachelor,163619,4.0,Remote,14,No
23802,IT,Analyst,7.5,Diploma,170001,1.6,Hybrid,22,No
23803,Finance,Manager,15.4,Master,46803,4.0,Remote,13,Yes
23804,Sales,Executive,6.7,Diploma,101272,1.4,Office,21,No
23805,IT,Intern,16.1,Bachelor,78858,2.1,Office,10,No
23806,Finance,Executive,4.1,Bachelor,160387,2.0,Office,17,Yes
23807,HR,Senior Manager,8.2,Bachelor,133891,4.5,Office,11,No
23808,IT,Intern,17.3,PhD,135408,1.2,Remote,16,No
23809,Marketing,Senior Manager,12.4,Master,131315,1.1,Remote,33,No
23810,Marketing,Analyst,12.0,Master,156369,5.0,Office,36,Yes
23811,Operations,Analyst,9.6,Master,63270,3.4,Hybrid,1,No
23812,Sales,Intern,16.4,Master,53638,3.6,Office,19,No
23813,Marketing,Analyst,10.0,Diploma,119632,4.8,Remote,19,No
23814,Finance,Senior Manager,16.5,Diploma,119152,2.4,Remote,39,No
23815,Operations,Executive,12.2,Master,107892,4.0,Hybrid,11,No
23816,HR,Analyst,18.7,Master,87111,4.7,Remote,15,Yes
23817,Marketing,Executive,10.7,PhD,51764,3.2,Remote,34,No
23818,HR,Analyst,2.1,Master,122299,4.0,Office,37,No
23819,Sales,Senior Manager,15.4,Bachelor,95720,2.0,Hybrid,31,No
23820,Marketing,Analyst,15.8,Master,65719,2.6,Remote,25,No
23821,Sales,Analyst,19.1,Bachelor,177550,4.6,Hybrid,27,No
23822,Sales,Executive,16.2,PhD,136457,4.6,Remote,22,No
23823,HR,Intern,7.9,Diploma,141191,3.4,Hybrid,12,Yes
23824,Operations,Intern,8.9,Bachelor,67787,2.6,Office,28,No
23825,IT,Analyst,18.2,Diploma,18858,4.3,Remote,9,Yes
23826,HR,Intern,11.8,Diploma,146322,3.7,Office,13,Yes
23827,HR,Intern,11.4,Bachelor,155843,1.9,Remote,28,No
23828,Finance,Manager,4.4,Diploma,50585,4.2,Hybrid,15,Yes
23829,Sales,Executive,1.6,PhD,32819,2.4,Hybrid,35,No
23830,Sales,Intern,2.0,Diploma,139219,1.2,Office,31,Yes
23831,HR,Analyst,18.9,Diploma,22742,2.8,Remote,2,No
23832,Finance,Manager,6.4,PhD,146227,2.8,Office,34,No
23833,Sales,Intern,11.0,Master,120189,1.7,Office,14,Yes
23834,Finance,Senior Manager,11.1,Diploma,59891,2.3,Office,39,Yes
23835,Operations,Analyst,15.5,Master,42913,4.4,Remote,23,No
23836,IT,Manager,17.1,Diploma,179022,1.8,Hybrid,5,No
23837,Operations,Manager,8.5,Diploma,75039,1.7,Office,33,No
23838,Operations,Analyst,15.7,Bachelor,174776,4.6,Remote,5,No
23839,Sales,Manager,0.4,PhD,109669,3.3,Remote,11,No
23840,Marketing,Analyst,3.2,Bachelor,32139,3.4,Hybrid,4,No
23841,Finance,Executive,19.7,PhD,27470,1.1,Hybrid,19,No
23842,Sales,Manager,9.7,Diploma,45021,1.8,Office,13,No
23843,HR,Senior Manager,5.5,Bachelor,176433,2.0,Remote,10,No
23844,HR,Executive,18.9,Master,165087,2.1,Office,5,No
23845,Marketing,Intern,5.3,Master,28813,4.7,Remote,5,No
23846,Finance,Executive,14.9,Master,168173,1.8,Remote,36,No
23847,Finance,Executive,15.4,PhD,44118,2.1,Office,33,Yes
23848,Operations,Senior Manager,6.5,Master,175493,4.7,Office,38,Yes
23849,HR,Analyst,3.4,Diploma,78057,3.9,Hybrid,23,No
23850,Marketing,Executive,1.9,Diploma,171666,4.7,Hybrid,17,Yes
23851,IT,Intern,13.1,PhD,46255,1.2,Office,8,No
23852,Finance,Analyst,9.7,Master,31950,4.6,Office,8,No
23853,IT,Senior Manager,18.1,Master,172372,1.4,Remote,6,No
23854,Finance,Senior Manager,6.4,Bachelor,73961,4.5,Remote,24,Yes
23855,HR,Executive,18.8,Diploma,74052,1.2,Hybrid,21,No
23856,Marketing,Senior Manager,1.0,Master,48638,1.2,Office,25,No
