ProductID,SKU,ProductName,Category,Subcategory,Brand,Price,DiscountPercent,DiscountAmount,FinalPrice,StockQty,Rating,NumReviews,LaunchDate,Supplier,WarrantyMonths,Dimensions,Weight_g,Color,Material,Sold_Last_30d,Country_of_Origin,Is_Returnable,CreatedAt,Is_High_Value,ProfitMargin_pct,StockStatus
P006058,SKU106058,PureSkin LED Bulb Go-107,Home & Kitchen,LED Bulb,PureSkin,14336.41,4.2,602.13,13734.28,50,4.46,99,2020-04-30,Supplier_248,24,48x11x30 cm,1275,Black,Metal,8,Germany,True,2020-06-16,True,18.09,Medium
P006059,SKU106059,GreenHarvest Stroller Plus-477,Toys & Baby,Stroller,GreenHarvest,8225.14,33.2,2730.75,5494.39,62,4.65,64,2024-05-22,Supplier_369,36,30x25x21 cm,1336,White,Metal,8,South Korea,False,2024-07-16,True,5.81,Medium
P006060,SKU106060,Aurelia Moisturizer Pro-612,Beauty,Moisturizer,Aurelia,2999.61,40.4,1211.84,1787.77,39,5.0,44,2019-04-06,Supplier_411,36,8x25x19 cm,1787,Black,Leather,9,India,False,2019-04-25,False,30.06,Medium
P006061,SKU106061,Sportify Toy Car Mini-782,Toys & Baby,Toy Car,Sportify,10956.28,36.1,3955.22,7001.06,47,5.0,31,2018-03-30,Supplier_52,3,10x24x19 cm,1573,Black,Silicone,13,Germany,True,2018-03-30,True,25.6,Medium
P006062,SKU106062,KiddoFun Smartwatch Max-236,Electronics,Smartwatch,KiddoFun,346.09,0.0,0.0,346.09,55,3.16,156,2021-12-07,Supplier_221,24,5x13x4 cm,421,Brown,Ceramic,8,Germany,True,2022-01-16,False,34.94,Medium
P006063,SKU106063,GreenHarvest Toy Car Plus-301,Toys & Baby,Toy Car,GreenHarvest,1060.62,49.0,519.7,540.92,45,3.5,68,2023-09-12,Supplier_333,24,14x44x3 cm,2046,Grey,Leather,9,Vietnam,True,2023-10-25,False,10.86,Medium
P006064,SKU106064,KiddoFun Camera Pro-578,Electronics,Camera,KiddoFun,797.96,18.7,149.22,648.74,57,3.78,59,2021-01-17,Supplier_222,3,43x17x8 cm,727,Pink,Ceramic,7,Japan,True,2021-01-29,False,37.62,Medium
P006065,SKU106065,Zenova Blender Plus-706,Home & Kitchen,Blender,Zenova,6251.31,0.0,0.0,6251.31,51,4.54,0,2022-04-09,Supplier_280,24,43x27x21 cm,3004,Green,Metal,7,South Korea,True,2022-06-08,True,36.56,Medium
P006066,SKU106066,PureSkin Perfume Mini-502,Beauty,Perfume,PureSkin,5788.97,38.8,2246.12,3542.85,42,3.83,21,2020-08-24,Supplier_15,6,12x50x14 cm,1556,Grey,Leather,10,China,False,2020-09-10,False,23.82,Medium
P006067,SKU106067,LumaTech Building Blocks Mini-337,Toys & Baby,Building Blocks,LumaTech,20774.21,22.4,4653.42,16120.79,41,3.33,76,2024-06-08,Supplier_376,3,8x22x12 cm,3838,Green,Metal,9,USA,False,2024-06-09,True,17.84,Medium
P006068,SKU106068,KiddoFun Building Blocks Mini-679,Toys & Baby,Building Blocks,KiddoFun,422.53,9.0,38.03,384.5,63,4.38,48,2018-04-26,Supplier_253,36,26x21x5 cm,2662,Blue,Metal,7,South Korea,True,2018-05-04,False,35.31,Medium
P006069,SKU106069,NorthPeak Sports Shoes X-947,Sports,Sports Shoes,NorthPeak,3445.28,36.0,1240.3,2204.98,57,3.54,11,2025-01-22,Supplier_488,36,48x34x22 cm,4264,Brown,Silicone,8,USA,False,2025-02-23,False,37.94,Medium
P006070,SKU106070,PureSkin Sofa Cover X-148,Home & Kitchen,Sofa Cover,PureSkin,664.87,4.5,29.92,634.95,49,4.93,19,2025-01-08,Supplier_81,3,10x15x30 cm,1761,Grey,Glass,16,Germany,False,2025-02-03,False,10.66,Medium
P006071,SKU106071,UrbanWear Jeans Mini-602,Fashion,Jeans,UrbanWear,9973.3,20.3,2024.58,7948.72,46,3.94,4,2019-04-07,Supplier_175,18,18x14x25 cm,1814,Grey,Leather,6,India,True,2019-04-11,True,25.24,Medium
P006072,SKU106072,PureSkin Watch Pro-259,Fashion,Watch,PureSkin,8483.69,13.2,1119.85,7363.84,59,4.36,115,2020-05-23,Supplier_357,36,42x45x27 cm,1967,White,Ceramic,12,China,True,2020-06-14,True,22.61,Medium
P006073,SKU106073,PureSkin Camera X-770,Electronics,Camera,PureSkin,22190.02,34.9,7744.32,14445.7,43,4.19,26,2023-06-06,Supplier_356,36,41x35x26 cm,1074,Red,Metal,9,India,True,2023-07-11,True,23.77,Medium
P006074,SKU106074,Aurelia Lipstick Go-714,Beauty,Lipstick,Aurelia,1987.69,23.5,467.11,1520.58,44,3.57,41,2024-04-07,Supplier_458,6,8x7x30 cm,453,Blue,Metal,8,China,True,2024-04-15,False,7.42,Medium
P006075,SKU106075,Sportify Laptop X-676,Electronics,Laptop,Sportify,1050.04,37.7,395.87,654.17,52,3.53,8,2022-06-08,Supplier_422,0,17x19x16 cm,2310,Yellow,Metal,12,USA,False,2022-07-15,False,18.36,Medium
P006076,SKU106076,NorthPeak Smartwatch Max-614,Electronics,Smartwatch,NorthPeak,22906.57,8.9,2038.68,20867.89,46,3.52,6,2018-09-05,Supplier_297,12,43x20x23 cm,2399,Green,Wood,8,Japan,True,2018-10-15,True,10.22,Medium
P006077,SKU106077,NorthPeak Smartphone Pro-181,Electronics,Smartphone,NorthPeak,3363.87,14.0,470.94,2892.93,55,4.29,125,2024-06-23,Supplier_3,36,20x33x19 cm,4184,Black,Glass,10,Vietnam,False,2024-06-23,False,35.53,Medium
P006078,SKU106078,Zenova Tennis Racket Go-358,Sports,Tennis Racket,Zenova,1042.18,40.4,421.04,621.14,58,3.4,43,2024-07-29,Supplier_342,3,18x26x20 cm,1354,Black,Cotton,7,South Korea,True,2024-09-27,False,20.89,Medium
P006079,SKU106079,EvoHome Olive Oil Go-871,Grocery,Olive Oil,EvoHome,1425.9,28.6,407.81,1018.09,49,4.86,64,2024-05-10,Supplier_2,12,38x7x11 cm,2696,Black,Metal,13,Vietnam,True,2024-05-24,False,34.31,Medium
P006080,SKU106080,Zenova Smartphone Max-998,Electronics,Smartphone,Zenova,574.66,27.4,157.46,417.2,62,3.87,73,2022-10-25,Supplier_126,12,6x27x29 cm,911,Red,Metal,11,India,False,2022-11-14,False,12.61,Medium
P006081,SKU106081,PureSkin Jeans Max-400,Fashion,Jeans,PureSkin,11253.61,49.0,5514.27,5739.34,37,4.28,41,2025-08-26,Supplier_50,3,20x32x12 cm,1773,Pink,Ceramic,9,Bangladesh,True,2025-10-03,True,35.26,Medium
P006082,SKU106082,GreenHarvest Air Purifier Pro-493,Home & Kitchen,Air Purifier,GreenHarvest,657.82,0.0,0.0,657.82,49,3.93,86,2021-06-24,Supplier_316,3,24x41x3 cm,2252,Brown,Ceramic,10,Japan,True,2021-07-26,False,9.88,Medium
P006083,SKU106083,PureSkin Jacket Max-908,Fashion,Jacket,PureSkin,5777.44,8.2,473.75,5303.69,49,4.83,74,2023-12-24,Supplier_498,6,21x33x8 cm,4567,Blue,Plastic,6,China,False,2023-12-31,True,10.39,Medium
P006084,SKU106084,UrbanWear Sofa Cover Pro-405,Home & Kitchen,Sofa Cover,UrbanWear,2774.68,0.0,0.0,2774.68,41,3.98,16,2020-01-10,Supplier_216,12,13x37x28 cm,701,White,Ceramic,9,India,False,2020-01-17,False,39.57,Medium
P006085,SKU106085,NorthPeak Facewash Pro-248,Beauty,Facewash,NorthPeak,22961.41,43.0,9873.41,13088.0,55,4.89,2,2019-04-29,Supplier_485,12,12x10x9 cm,3153,Pink,Ceramic,5,Germany,True,2019-05-04,True,6.01,Medium
P006086,SKU106086,Aurelia Jacket Plus-463,Fashion,Jacket,Aurelia,1039.3,35.4,367.91,671.39,34,4.18,0,2023-01-10,Supplier_335,24,7x11x9 cm,2056,Black,Cotton,7,South Korea,False,2023-02-07,False,6.1,Medium
P006087,SKU106087,Zenova Facewash Max-623,Beauty,Facewash,Zenova,6078.38,12.3,747.64,5330.74,49,3.85,254,2019-06-05,Supplier_14,6,22x5x9 cm,1208,Brown,Leather,14,USA,True,2019-06-15,True,8.68,Medium
P006088,SKU106088,PureSkin Camera Plus-183,Electronics,Camera,PureSkin,2801.76,22.8,638.8,2162.96,44,4.77,117,2018-06-09,Supplier_72,18,23x13x26 cm,4953,Pink,Wood,5,South Korea,False,2018-06-27,False,11.62,Medium
P006089,SKU106089,LumaTech Dumbbells Max-314,Sports,Dumbbells,LumaTech,17484.26,14.0,2447.8,15036.46,35,3.44,33,2019-05-18,Supplier_458,3,15x27x14 cm,1535,White,Cotton,8,South Korea,True,2019-05-23,True,7.4,Medium
P006090,SKU106090,Aurelia Baby Diapers Max-440,Toys & Baby,Baby Diapers,Aurelia,9006.16,4.3,387.26,8618.9,38,4.7,2,2022-02-19,Supplier_64,0,32x47x25 cm,1104,Pink,Silicone,9,USA,True,2022-03-16,True,38.27,Medium
P006091,SKU106091,UrbanWear Stroller Pro-982,Toys & Baby,Stroller,UrbanWear,423.68,23.9,101.26,322.42,56,3.27,16,2021-02-16,Supplier_242,18,31x10x15 cm,2578,Yellow,Glass,8,South Korea,True,2021-02-19,False,15.55,Medium
P006092,SKU106092,PureSkin Breakfast Cereal Max-824,Grocery,Breakfast Cereal,PureSkin,2101.29,12.6,264.76,1836.53,50,3.78,0,2019-09-05,Supplier_454,0,36x26x16 cm,203,Green,Wood,9,Vietnam,True,2019-10-31,False,38.79,Medium
P006093,SKU106093,Zenova Stroller Plus-315,Toys & Baby,Stroller,Zenova,23145.17,14.0,3240.32,19904.85,38,3.45,23,2018-09-05,Supplier_130,3,36x31x7 cm,969,Pink,Glass,17,China,False,2018-10-04,True,35.68,Medium
P006094,SKU106094,NorthPeak Blender X-853,Home & Kitchen,Blender,NorthPeak,692.97,0.0,0.0,692.97,51,4.1,94,2024-01-27,Supplier_255,3,34x14x12 cm,4673,Yellow,Silicone,8,Germany,True,2024-03-09,False,31.79,Medium
P006095,SKU106095,Zenova Jeans Mini-917,Fashion,Jeans,Zenova,347.31,20.8,72.24,275.07,38,3.87,17,2024-04-20,Supplier_430,6,49x10x27 cm,3532,Green,Silicone,4,Bangladesh,False,2024-04-21,False,5.95,Medium
P006096,SKU106096,PureSkin Moisturizer Mini-846,Beauty,Moisturizer,PureSkin,3158.28,13.1,413.73,2744.55,51,2.97,4,2025-09-23,Supplier_480,6,22x11x12 cm,3771,Yellow,Metal,12,Vietnam,True,2025-10-28,False,30.46,Medium
P006097,SKU106097,EvoHome Cooker Pro-816,Home & Kitchen,Cooker,EvoHome,309.85,0.0,0.0,309.85,46,3.78,57,2024-02-20,Supplier_346,3,8x44x15 cm,4364,Brown,Wood,5,USA,True,2024-03-06,False,18.21,Medium
P006098,SKU106098,EvoHome Jeans Max-283,Fashion,Jeans,EvoHome,4574.09,26.4,1207.56,3366.53,49,4.14,28,2019-09-06,Supplier_168,0,19x46x5 cm,4613,Yellow,Silicone,9,South Korea,True,2019-09-16,False,35.63,Medium
P006099,SKU106099,UrbanWear Facewash Mini-152,Beauty,Facewash,UrbanWear,4864.6,4.3,209.18,4655.42,47,3.86,10,2024-11-05,Supplier_260,18,50x20x28 cm,4946,Green,Silicone,12,Bangladesh,True,2024-12-14,False,24.33,Medium
P006100,SKU106100,EvoHome Shampoo Plus-344,Beauty,Shampoo,EvoHome,414.82,24.4,101.22,313.6,50,3.63,14,2019-09-16,Supplier_225,24,37x7x25 cm,865,Green,Plastic,14,Vietnam,True,2019-09-20,False,13.14,Medium
P006101,SKU106101,Aurelia Tennis Racket Max-211,Sports,Tennis Racket,Aurelia,7333.03,14.5,1063.29,6269.74,49,3.05,1,2023-06-28,Supplier_351,0,27x23x27 cm,4166,Green,Ceramic,13,India,True,2023-07-13,True,26.23,Medium
P006102,SKU106102,NorthPeak Spices Pro-541,Grocery,Spices,NorthPeak,999.03,24.1,240.77,758.26,56,4.3,63,2025-07-10,Supplier_360,0,33x31x18 cm,1379,Yellow,Leather,10,South Korea,True,2025-09-08,False,23.58,Medium
P006103,SKU106103,GreenHarvest Smartwatch Max-978,Electronics,Smartwatch,GreenHarvest,817.82,0.0,0.0,817.82,61,3.19,23,2021-08-25,Supplier_75,18,32x21x14 cm,3039,Red,Metal,14,Bangladesh,False,2021-10-20,False,29.23,Medium
P006104,SKU106104,UrbanWear Watch Plus-490,Fashion,Watch,UrbanWear,4602.48,12.1,556.9,4045.58,56,4.23,34,2022-05-31,Supplier_226,6,22x32x10 cm,1809,Brown,Silicone,16,Germany,True,2022-07-17,False,13.88,Medium
P006105,SKU106105,EvoHome Smartphone Mini-519,Electronics,Smartphone,EvoHome,408.07,8.8,35.91,372.16,55,3.9,72,2022-09-05,Supplier_154,0,49x28x22 cm,1392,Red,Wood,11,China,True,2022-10-26,False,39.64,Medium
P006106,SKU106106,LumaTech Yoga Mat X-438,Sports,Yoga Mat,LumaTech,5087.11,4.5,228.92,4858.19,48,4.36,28,2019-10-22,Supplier_222,0,30x22x23 cm,262,White,Metal,13,South Korea,True,2019-11-16,False,28.43,Medium
P006107,SKU106107,PureSkin Shampoo Plus-622,Beauty,Shampoo,PureSkin,3162.44,16.5,521.8,2640.64,51,4.81,70,2024-10-31,Supplier_302,0,50x46x1 cm,1373,White,Metal,8,Vietnam,True,2024-12-26,False,18.5,Medium
P006108,SKU106108,PureSkin Headphones Go-205,Electronics,Headphones,PureSkin,8810.17,22.9,2017.53,6792.64,42,3.94,19,2022-07-01,Supplier_209,12,17x38x7 cm,1950,Pink,Plastic,11,Vietnam,True,2022-07-21,True,25.63,Medium
P006109,SKU106109,NorthPeak Rice Mini-581,Grocery,Rice,NorthPeak,7766.02,0.0,0.0,7766.02,61,4.04,24,2018-07-13,Supplier_71,3,30x9x26 cm,4840,Blue,Cotton,12,South Korea,True,2018-09-07,True,19.27,Medium
P006110,SKU106110,Sportify Jacket Go-935,Fashion,Jacket,Sportify,1493.18,14.3,213.52,1279.66,53,3.61,4,2023-04-15,Supplier_173,6,47x16x13 cm,2228,Blue,Silicone,9,South Korea,False,2023-05-31,False,35.31,Medium
P006111,SKU106111,EvoHome Vacuum Pro-202,Home & Kitchen,Vacuum,EvoHome,11355.71,8.7,987.95,10367.76,45,3.78,23,2023-03-01,Supplier_472,0,43x12x14 cm,4357,Green,Ceramic,12,USA,False,2023-03-14,True,37.93,Medium
P006112,SKU106112,UrbanWear Coffee Plus-768,Grocery,Coffee,UrbanWear,13299.57,28.9,3843.58,9455.99,43,4.42,8,2021-07-06,Supplier_310,36,44x7x11 cm,1779,Pink,Ceramic,11,Vietnam,True,2021-07-23,True,36.81,Medium
P006113,SKU106113,Zenova Baby Diapers X-827,Toys & Baby,Baby Diapers,Zenova,811.14,19.5,158.17,652.97,62,4.13,22,2020-11-11,Supplier_350,0,5x10x1 cm,4575,Brown,Silicone,7,USA,False,2020-12-17,False,19.99,Medium
P006114,SKU106114,UrbanWear Headphones Plus-560,Electronics,Headphones,UrbanWear,1381.9,22.3,308.16,1073.74,47,3.51,52,2019-02-02,Supplier_491,3,36x17x19 cm,1088,Yellow,Wood,10,Japan,True,2019-03-23,False,12.61,Medium
P006115,SKU106115,GreenHarvest Toy Car Pro-884,Toys & Baby,Toy Car,GreenHarvest,15952.46,12.6,2010.01,13942.45,55,4.62,33,2023-04-19,Supplier_405,24,5x17x19 cm,2244,Pink,Leather,12,China,True,2023-06-06,True,26.2,Medium
P006116,SKU106116,EvoHome Baby Diapers Go-607,Toys & Baby,Baby Diapers,EvoHome,2751.21,0.0,0.0,2751.21,58,3.74,66,2018-07-07,Supplier_30,12,27x11x10 cm,4681,Pink,Wood,11,South Korea,True,2018-07-10,False,24.69,Medium
P006117,SKU106117,Sportify LED Bulb Mini-356,Home & Kitchen,LED Bulb,Sportify,7226.96,8.5,614.29,6612.67,44,4.43,223,2019-01-26,Supplier_476,12,6x34x8 cm,789,Brown,Ceramic,8,India,True,2019-03-24,True,7.24,Medium
P006118,SKU106118,GreenHarvest Tennis Racket Pro-971,Sports,Tennis Racket,GreenHarvest,266.58,17.7,47.18,219.4,51,4.76,14,2021-10-18,Supplier_267,6,29x48x14 cm,908,Red,Cotton,9,Vietnam,True,2021-12-10,False,34.77,Medium
P006119,SKU106119,KiddoFun LED Bulb Max-872,Home & Kitchen,LED Bulb,KiddoFun,2287.51,27.7,633.64,1653.87,66,3.46,12,2019-06-28,Supplier_270,12,45x23x29 cm,359,Yellow,Glass,7,South Korea,True,2019-08-01,False,6.32,Medium
P006120,SKU106120,EvoHome Yoga Mat Plus-686,Sports,Yoga Mat,EvoHome,4850.64,16.4,795.5,4055.14,51,4.07,100,2018-12-01,Supplier_469,24,31x47x1 cm,3998,Blue,Plastic,10,USA,False,2019-01-14,False,6.25,Medium
P006121,SKU106121,GreenHarvest Sunglasses Mini-701,Fashion,Sunglasses,GreenHarvest,256.53,47.1,120.83,135.7,49,3.76,27,2020-11-17,Supplier_173,3,14x5x12 cm,430,Black,Plastic,4,Vietnam,True,2020-12-11,False,30.71,Medium
P006122,SKU106122,Aurelia Lipstick Mini-445,Beauty,Lipstick,Aurelia,6931.61,12.6,873.38,6058.23,44,3.38,111,2021-02-16,Supplier_214,36,27x21x23 cm,1580,Red,Leather,10,Germany,False,2021-02-16,True,38.02,Medium
P006123,SKU106123,EvoHome Breakfast Cereal Pro-895,Grocery,Breakfast Cereal,EvoHome,5965.48,48.8,2911.15,3054.33,57,3.0,39,2021-05-04,Supplier_294,12,13x42x22 cm,3547,Blue,Cotton,12,China,True,2021-05-12,False,29.44,Medium
P006124,SKU106124,UrbanWear Baby Diapers Mini-180,Toys & Baby,Baby Diapers,UrbanWear,792.09,19.6,155.25,636.84,51,3.74,27,2023-01-24,Supplier_310,24,7x37x17 cm,2986,Green,Metal,7,USA,False,2023-02-10,False,32.39,Medium
P006125,SKU106125,UrbanWear Olive Oil Plus-186,Grocery,Olive Oil,UrbanWear,10288.37,46.4,4773.8,5514.57,39,5.0,50,2025-11-19,Supplier_389,3,28x24x16 cm,1187,Green,Wood,16,Germany,True,2025-11-21,True,37.1,Medium
P006126,SKU106126,PureSkin Vacuum Go-809,Home & Kitchen,Vacuum,PureSkin,750.37,4.5,33.77,716.6,30,4.24,150,2021-03-14,Supplier_384,36,5x42x22 cm,2304,Blue,Plastic,9,Vietnam,True,2021-04-23,False,16.39,Medium
P006127,SKU106127,Sportify Sports Shoes Max-403,Sports,Sports Shoes,Sportify,3668.34,8.7,319.15,3349.19,55,3.04,84,2023-07-13,Supplier_385,36,48x7x11 cm,2586,Pink,Metal,11,Japan,True,2023-07-27,False,26.53,Medium
P006128,SKU106128,Sportify Toy Car Go-469,Toys & Baby,Toy Car,Sportify,3141.92,24.4,766.63,2375.29,54,3.71,73,2023-05-24,Supplier_164,24,8x35x4 cm,1875,Black,Plastic,8,USA,False,2023-06-26,False,17.56,Medium
P006129,SKU106129,NorthPeak Sofa Cover Max-373,Home & Kitchen,Sofa Cover,NorthPeak,15571.37,0.0,0.0,15571.37,39,3.0,46,2021-06-26,Supplier_64,0,31x41x11 cm,1619,Grey,Metal,10,South Korea,True,2021-07-25,True,32.56,Medium
P006130,SKU106130,GreenHarvest Olive Oil Go-230,Grocery,Olive Oil,GreenHarvest,1202.61,33.5,402.87,799.74,56,3.94,21,2019-08-09,Supplier_455,0,20x12x15 cm,1240,Blue,Wood,8,China,True,2019-08-17,False,32.88,Medium
P006131,SKU106131,Aurelia Breakfast Cereal X-146,Grocery,Breakfast Cereal,Aurelia,469.89,43.2,202.99,266.9,60,4.26,14,2019-03-06,Supplier_112,18,26x43x29 cm,2499,Black,Silicone,12,Vietnam,True,2019-03-07,False,22.01,Medium
P006132,SKU106132,Sportify Vacuum Mini-129,Home & Kitchen,Vacuum,Sportify,11347.67,4.7,533.34,10814.33,49,3.98,39,2022-02-15,Supplier_199,12,33x17x13 cm,2234,White,Glass,6,India,True,2022-02-26,True,31.89,Medium
P006133,SKU106133,Sportify Perfume Pro-862,Beauty,Perfume,Sportify,473.62,13.1,62.04,411.58,62,4.53,50,2018-01-20,Supplier_262,18,22x37x27 cm,2380,Yellow,Metal,6,India,True,2018-02-22,False,18.62,Medium
P006134,SKU106134,UrbanWear Cooker Go-652,Home & Kitchen,Cooker,UrbanWear,15453.91,4.0,618.16,14835.75,53,3.63,50,2021-04-11,Supplier_498,3,35x35x28 cm,1077,White,Metal,11,Germany,True,2021-05-16,True,28.82,Medium
P006135,SKU106135,Zenova Baby Diapers Max-593,Toys & Baby,Baby Diapers,Zenova,20581.17,34.9,7182.83,13398.34,54,4.74,27,2021-07-06,Supplier_430,24,20x7x20 cm,3972,Red,Plastic,10,Vietnam,False,2021-08-25,True,15.94,Medium
P006136,SKU106136,Zenova Breakfast Cereal Go-252,Grocery,Breakfast Cereal,Zenova,17236.02,0.0,0.0,17236.02,47,4.33,13,2018-08-07,Supplier_456,36,22x9x5 cm,4932,Red,Ceramic,6,India,False,2018-09-30,True,9.39,Medium
P006137,SKU106137,LumaTech Facewash Pro-165,Beauty,Facewash,LumaTech,13037.72,0.0,0.0,13037.72,49,4.29,40,2020-11-12,Supplier_210,24,46x49x9 cm,3042,Yellow,Wood,8,Germany,True,2020-12-01,True,33.91,Medium
P006138,SKU106138,Aurelia Lipstick Plus-860,Beauty,Lipstick,Aurelia,3051.68,8.3,253.29,2798.39,47,3.43,97,2018-11-17,Supplier_70,36,11x28x4 cm,3483,Yellow,Ceramic,11,Bangladesh,True,2018-12-26,False,6.16,Medium
P006139,SKU106139,GreenHarvest Olive Oil X-967,Grocery,Olive Oil,GreenHarvest,445.11,32.5,144.66,300.45,47,4.12,26,2025-10-01,Supplier_28,0,48x13x10 cm,3269,Green,Plastic,10,South Korea,True,2025-11-01,False,21.78,Medium
P006140,SKU106140,KiddoFun Spices Pro-122,Grocery,Spices,KiddoFun,11857.2,18.2,2158.01,9699.19,57,4.25,72,2024-06-24,Supplier_61,18,20x44x6 cm,1504,Red,Cotton,12,China,True,2024-07-02,True,38.47,Medium
P006141,SKU106141,NorthPeak Coffee Pro-375,Grocery,Coffee,NorthPeak,767.68,18.2,139.72,627.96,50,4.29,137,2025-09-10,Supplier_442,36,38x24x29 cm,1050,Pink,Metal,8,Germany,True,2025-11-05,False,5.04,Medium
P006142,SKU106142,KiddoFun Vacuum X-549,Home & Kitchen,Vacuum,KiddoFun,2650.16,9.1,241.16,2409.0,54,3.65,4,2023-01-30,Supplier_255,18,10x37x12 cm,399,Yellow,Glass,10,China,False,2023-03-15,False,37.73,Medium
P006143,SKU106143,Aurelia Cooker Pro-504,Home & Kitchen,Cooker,Aurelia,14360.56,32.0,4595.38,9765.18,48,4.56,18,2018-02-21,Supplier_481,12,12x23x19 cm,4333,Pink,Plastic,7,Germany,False,2018-04-15,True,8.12,Medium
P006144,SKU106144,EvoHome Perfume Plus-585,Beauty,Perfume,EvoHome,11416.35,36.6,4178.38,7237.97,44,2.92,5,2025-02-20,Supplier_107,24,31x47x15 cm,3604,Blue,Metal,12,Vietnam,True,2025-04-05,True,25.08,Medium
P006145,SKU106145,UrbanWear Toy Car Pro-732,Toys & Baby,Toy Car,UrbanWear,23415.45,4.8,1123.94,22291.51,43,2.89,0,2024-10-13,Supplier_181,36,18x16x6 cm,1913,Green,Silicone,12,India,True,2024-10-16,True,20.39,Medium
P006146,SKU106146,KiddoFun Smartwatch X-469,Electronics,Smartwatch,KiddoFun,14328.13,34.7,4971.86,9356.27,43,4.18,76,2022-03-19,Supplier_297,24,30x18x13 cm,4412,Grey,Wood,17,India,True,2022-03-21,True,11.9,Medium
P006147,SKU106147,LumaTech Stroller Plus-647,Toys & Baby,Stroller,LumaTech,3285.87,20.1,660.46,2625.41,59,4.14,93,2025-07-28,Supplier_379,3,44x8x9 cm,3002,Black,Ceramic,13,South Korea,True,2025-08-05,False,29.86,Medium
P006148,SKU106148,LumaTech Sports Shoes X-467,Sports,Sports Shoes,LumaTech,13519.66,13.0,1757.56,11762.1,49,3.8,43,2022-08-30,Supplier_13,3,48x27x24 cm,4910,Pink,Cotton,11,USA,True,2022-09-29,True,15.28,Medium
P006149,SKU106149,EvoHome Moisturizer Plus-263,Beauty,Moisturizer,EvoHome,463.12,4.5,20.84,442.28,35,5.0,5,2025-06-12,Supplier_148,24,39x38x9 cm,2806,Brown,Leather,8,China,False,2025-06-12,False,31.11,Medium
P006150,SKU106150,Aurelia Lipstick Go-211,Beauty,Lipstick,Aurelia,2769.52,35.1,972.1,1797.42,58,4.16,1,2020-02-08,Supplier_28,3,5x36x15 cm,1453,Yellow,Cotton,13,USA,False,2020-03-01,False,18.79,Medium
P006151,SKU106151,LumaTech Sneakers Max-925,Fashion,Sneakers,LumaTech,16743.37,32.8,5491.83,11251.54,52,3.75,24,2025-09-09,Supplier_168,3,49x38x5 cm,2526,Brown,Ceramic,13,India,True,2025-10-24,True,6.49,Medium
P006152,SKU106152,UrbanWear Sports Shoes Go-810,Sports,Sports Shoes,UrbanWear,1142.36,16.6,189.63,952.73,40,2.92,17,2024-03-19,Supplier_15,6,37x42x7 cm,4987,Pink,Cotton,7,Bangladesh,True,2024-05-06,False,20.08,Medium
P006153,SKU106153,Sportify Facewash Mini-404,Beauty,Facewash,Sportify,1169.85,24.5,286.61,883.24,58,4.45,45,2018-12-19,Supplier_168,12,15x39x23 cm,4542,Grey,Ceramic,9,China,True,2019-01-29,False,27.83,Medium
P006154,SKU106154,EvoHome LED Bulb Plus-307,Home & Kitchen,LED Bulb,EvoHome,5822.06,9.7,564.74,5257.32,43,3.47,54,2021-02-07,Supplier_446,6,15x18x27 cm,4349,Grey,Cotton,13,China,True,2021-03-05,True,9.27,Medium
P006155,SKU106155,Zenova Smartphone X-838,Electronics,Smartphone,Zenova,1627.23,32.6,530.48,1096.75,47,3.26,47,2022-02-18,Supplier_142,6,43x50x15 cm,4706,Green,Cotton,7,USA,True,2022-04-09,False,33.86,Medium
P006156,SKU106156,NorthPeak Laptop Plus-265,Electronics,Laptop,NorthPeak,439.63,41.6,182.89,256.74,49,2.92,84,2022-08-23,Supplier_179,24,15x37x20 cm,4461,Blue,Wood,15,Bangladesh,True,2022-10-01,False,26.1,Medium
P006157,SKU106157,EvoHome Cycling Helmet Plus-808,Sports,Cycling Helmet,EvoHome,4253.4,23.8,1012.31,3241.09,39,4.6,81,2022-07-27,Supplier_493,0,19x27x13 cm,3179,White,Silicone,7,Germany,False,2022-09-16,False,36.67,Medium
P006158,SKU106158,KiddoFun T-Shirt Mini-772,Fashion,T-Shirt,KiddoFun,702.85,0.0,0.0,702.85,46,4.74,107,2025-01-08,Supplier_2,24,47x26x15 cm,82,Pink,Silicone,15,Vietnam,True,2025-01-19,False,37.17,Medium
P006159,SKU106159,NorthPeak Laptop Plus-624,Electronics,Laptop,NorthPeak,7403.35,8.6,636.69,6766.66,65,2.46,136,2025-04-30,Supplier_289,12,29x17x16 cm,304,Red,Metal,13,Japan,False,2025-05-01,True,38.8,Medium
P006160,SKU106160,Sportify Laptop Mini-816,Electronics,Laptop,Sportify,1524.49,47.7,727.18,797.31,51,3.56,29,2023-03-11,Supplier_110,0,35x18x18 cm,1165,Blue,Leather,8,South Korea,False,2023-03-17,False,20.09,Medium
P006161,SKU106161,NorthPeak Olive Oil Max-593,Grocery,Olive Oil,NorthPeak,3182.63,21.9,697.0,2485.63,57,3.31,42,2018-10-18,Supplier_251,24,27x10x7 cm,1834,Red,Wood,11,India,True,2018-11-21,False,16.7,Medium
P006162,SKU106162,Sportify Building Blocks Pro-609,Toys & Baby,Building Blocks,Sportify,7754.89,9.5,736.71,7018.18,63,4.07,33,2022-03-17,Supplier_92,36,16x35x25 cm,2495,Red,Plastic,11,Japan,True,2022-03-19,True,34.72,Medium
