Loan_ID,Customer_ID,Bank_Branch,Loan_Type,Applicant_Age,Annual_Income,Loan_Amount,Loan_Term_Years,Credit_Score,Employment_Type,Loan_Status
705494,814561,Chennai South,Education Loan,42,3958089,2792442,25,701,Salaried,Rejected
705495,669535,Bengaluru Urban,Car Loan,45,3448391,1268859,5,301,Salaried,Rejected
705496,415658,Bengaluru Urban,Personal Loan,50,2195027,65638,5,786,Business Owner,Approved
705497,354344,Delhi NCR,Education Loan,48,4448656,1323168,10,764,Salaried,Approved
705498,866081,Delhi NCR,Personal Loan,30,2933497,2233081,5,444,Business Owner,Rejected
705499,952982,Bengaluru Urban,Business Loan,33,3139125,970882,15,316,Salaried,Approved
705500,966563,Delhi NCR,Education Loan,62,4648193,2538100,20,593,Self-Employed,Rejected
705501,527342,Hyderabad West,Personal Loan,49,482032,657920,15,356,Business Owner,Approved
705502,414065,Mumbai Central,Education Loan,23,469156,1318871,30,618,Business Owner,Approved
705503,408826,Hyderabad West,Home Loan,32,2071313,1246121,5,828,Salaried,Approved
705504,571415,Chennai South,Education Loan,46,4005524,698792,20,371,Salaried,Approved
705505,229912,Chennai South,Car Loan,32,1128635,994697,15,894,Business Owner,Approved
705506,849802,Chennai South,Personal Loan,39,4994398,160276,10,478,Self-Employed,Approved
705507,210663,Hyderabad West,Education Loan,36,4785465,1968891,10,332,Self-Employed,Approved
705508,259350,Delhi NCR,Personal Loan,51,3000392,704520,25,528,Salaried,Approved
705509,455923,Mumbai Central,Business Loan,31,585930,1093386,5,822,Business Owner,Rejected
705510,316491,Delhi NCR,Business Loan,39,3741159,1777314,15,683,Salaried,Rejected
705511,201662,Hyderabad West,Education Loan,38,3594765,2707203,10,388,Salaried,Approved
705512,939388,Delhi NCR,Car Loan,24,1664652,1220501,10,643,Business Owner,Approved
705513,296049,Chennai South,Personal Loan,42,3119093,2257170,25,316,Self-Employed,Approved
705514,884873,Bengaluru Urban,Home Loan,28,4970647,1716973,20,691,Business Owner,Approved
705515,410612,Bengaluru Urban,Home Loan,25,1289449,2157471,30,886,Self-Employed,Approved
705516,626985,Chennai South,Business Loan,53,858548,2118726,10,533,Salaried,Approved
705517,365036,Bengaluru Urban,Education Loan,37,4083957,2965659,25,627,Salaried,Rejected
705518,797791,Hyderabad West,Business Loan,61,2316640,189535,15,712,Self-Employed,Approved
705519,796205,Hyderabad West,Home Loan,34,2577567,1538284,30,478,Self-Employed,Approved
705520,148144,Chennai South,Personal Loan,64,1231228,1733399,5,838,Salaried,Rejected
705521,381596,Chennai South,Business Loan,22,335695,2791395,5,316,Self-Employed,Approved
705522,264305,Chennai South,Education Loan,48,1070222,1486105,5,764,Business Owner,Approved
705523,716224,Delhi NCR,Education Loan,36,2787772,87035,20,356,Salaried,Approved
705524,579499,Bengaluru Urban,Personal Loan,22,302976,1477408,20,360,Business Owner,Approved
705525,546326,Mumbai Central,Home Loan,29,3596350,2099753,10,512,Salaried,Approved
705526,236865,Chennai South,Business Loan,50,870913,57074,25,761,Self-Employed,Approved
705527,202088,Delhi NCR,Home Loan,29,327107,1700113,10,554,Business Owner,Approved
705528,576217,Mumbai Central,Personal Loan,25,3466713,1253955,20,536,Business Owner,Approved
705529,904958,Bengaluru Urban,Car Loan,42,1466321,2603694,15,329,Self-Employed,Approved
705530,447487,Bengaluru Urban,Business Loan,46,3314563,664986,30,453,Salaried,Approved
705531,657181,Delhi NCR,Car Loan,21,1856699,2859501,20,447,Business Owner,Rejected
705532,899735,Bengaluru Urban,Personal Loan,41,3284837,2762973,5,742,Business Owner,Approved
705533,358881,Chennai South,Personal Loan,36,453753,997036,15,882,Business Owner,Approved
705534,937944,Mumbai Central,Business Loan,29,4015530,329756,25,855,Self-Employed,Approved
705535,615334,Delhi NCR,Personal Loan,51,4604658,128619,15,592,Salaried,Approved
705536,806227,Delhi NCR,Personal Loan,46,4779362,2303098,25,405,Salaried,Approved
705537,520522,Chennai South,Business Loan,41,3313881,590675,25,575,Salaried,Approved
705538,542369,Bengaluru Urban,Business Loan,44,3600266,2728521,20,315,Self-Employed,Approved
705539,792572,Bengaluru Urban,Business Loan,24,264204,629241,10,717,Salaried,Approved
705540,375857,Hyderabad West,Business Loan,53,2553011,2256998,15,716,Self-Employed,Approved
705541,192696,Bengaluru Urban,Car Loan,51,4301273,454276,30,845,Self-Employed,Rejected
705542,946585,Chennai South,Car Loan,30,995537,818334,5,883,Business Owner,Approved
705543,763590,Bengaluru Urban,Car Loan,21,3838695,2584191,15,761,Self-Employed,Rejected
705544,494909,Delhi NCR,Business Loan,41,3339644,942870,20,525,Business Owner,Approved
705545,584397,Delhi NCR,Business Loan,42,2144573,2462115,15,460,Business Owner,Approved
705546,370260,Chennai South,Education Loan,52,3664457,514827,10,318,Business Owner,Rejected
705547,397659,Delhi NCR,Personal Loan,54,3813173,1205412,5,638,Salaried,Approved
705548,581241,Hyderabad West,Car Loan,38,2609706,2205951,10,714,Business Owner,Approved
705549,484699,Hyderabad West,Business Loan,44,4524189,701300,30,515,Self-Employed,Rejected
705550,721946,Chennai South,Car Loan,28,3147481,1184320,30,550,Business Owner,Approved
705551,716582,Delhi NCR,Home Loan,26,4148544,1487926,20,641,Self-Employed,Approved
705552,495135,Delhi NCR,Home Loan,49,1102361,2666441,30,385,Business Owner,Approved
705553,560768,Bengaluru Urban,Personal Loan,44,1656997,2570809,20,701,Business Owner,Approved
705554,880143,Chennai South,Education Loan,36,716830,1951733,20,810,Self-Employed,Approved
705555,478913,Bengaluru Urban,Home Loan,49,4997388,2409544,30,673,Self-Employed,Approved
705556,416523,Delhi NCR,Business Loan,52,4594707,678685,30,680,Self-Employed,Rejected
705557,894031,Hyderabad West,Home Loan,58,2997125,2248970,15,881,Salaried,Rejected
705558,167569,Bengaluru Urban,Home Loan,61,4531411,2578171,30,442,Business Owner,Approved
705559,504001,Chennai South,Home Loan,41,2361653,1089433,20,833,Business Owner,Approved
705560,103151,Hyderabad West,Business Loan,44,2125831,506659,20,780,Business Owner,Rejected
705561,643387,Chennai South,Car Loan,55,1725423,1830966,10,809,Business Owner,Rejected
705562,130204,Mumbai Central,Personal Loan,29,4624194,2340451,25,343,Self-Employed,Rejected
705563,388157,Mumbai Central,Education Loan,61,2751162,890303,10,300,Business Owner,Approved
705564,830024,Hyderabad West,Home Loan,43,2091503,862967,15,866,Salaried,Rejected
705565,986592,Hyderabad West,Business Loan,30,3433386,1614555,20,880,Salaried,Approved
705566,602145,Delhi NCR,Education Loan,64,1989302,2884765,5,825,Self-Employed,Approved
705567,691222,Hyderabad West,Business Loan,45,911195,108995,20,586,Business Owner,Rejected
705568,940810,Hyderabad West,Personal Loan,27,4651004,1045066,30,423,Salaried,Approved
705569,302807,Hyderabad West,Car Loan,40,3060408,2574687,30,680,Business Owner,Approved
705570,200811,Chennai South,Car Loan,38,727658,276554,30,746,Business Owner,Approved
705571,125640,Bengaluru Urban,Personal Loan,56,4861050,2409974,10,364,Self-Employed,Approved
705572,752748,Delhi NCR,Home Loan,39,3955382,2771429,5,661,Business Owner,Approved
705573,614996,Hyderabad West,Business Loan,46,529436,929422,5,608,Salaried,Approved
705574,522508,Chennai South,Education Loan,39,3713132,2771231,30,615,Business Owner,Approved
705575,536237,Mumbai Central,Education Loan,42,1855501,1484251,20,874,Self-Employed,Approved
705576,631209,Mumbai Central,Business Loan,43,2317888,62580,15,362,Business Owner,Approved
705577,135366,Bengaluru Urban,Education Loan,23,1337459,1778331,20,888,Business Owner,Approved
705578,301950,Mumbai Central,Education Loan,47,4516825,1070511,20,759,Self-Employed,Rejected
705579,734317,Bengaluru Urban,Business Loan,56,1655063,1901223,15,472,Self-Employed,Approved
705580,874643,Hyderabad West,Business Loan,46,2384306,2059898,5,682,Self-Employed,Approved
705581,887713,Mumbai Central,Personal Loan,55,2340967,2310202,5,340,Business Owner,Rejected
705582,185673,Delhi NCR,Business Loan,64,1981518,807026,25,734,Salaried,Approved
705583,647504,Hyderabad West,Home Loan,24,1947065,1330287,5,614,Self-Employed,Rejected
705584,594066,Hyderabad West,Home Loan,53,3191372,2206914,20,653,Self-Employed,Rejected
705585,943428,Mumbai Central,Education Loan,55,1989053,2695917,15,369,Business Owner,Approved
705586,731332,Delhi NCR,Education Loan,49,3800101,1826407,25,438,Salaried,Approved
705587,520063,Delhi NCR,Car Loan,45,4835800,1638310,30,437,Business Owner,Rejected
705588,246003,Hyderabad West,Personal Loan,33,4610112,1919482,5,463,Business Owner,Approved
705589,841239,Mumbai Central,Education Loan,62,2189920,88653,10,583,Self-Employed,Rejected
705590,268331,Bengaluru Urban,Business Loan,60,3973031,2295416,25,856,Self-Employed,Approved
705591,774758,Hyderabad West,Education Loan,51,3205197,498677,30,797,Business Owner,Approved
705592,536613,Mumbai Central,Personal Loan,55,1639015,513737,5,897,Salaried,Approved
705593,614157,Mumbai Central,Business Loan,64,4586297,1121927,10,446,Self-Employed,Rejected
705594,814101,Chennai South,Business Loan,44,1449491,1687941,20,881,Salaried,Rejected
705595,702366,Bengaluru Urban,Business Loan,42,529733,593075,20,532,Salaried,Approved
705596,634757,Chennai South,Home Loan,64,2662652,1702418,30,600,Salaried,Approved
705597,127875,Delhi NCR,Personal Loan,57,2755328,296451,10,552,Business Owner,Rejected
705598,210591,Bengaluru Urban,Car Loan,32,2267105,1629083,10,716,Salaried,Approved
705599,932710,Chennai South,Business Loan,26,938760,2997070,10,638,Salaried,Approved
705600,486719,Bengaluru Urban,Home Loan,63,3794493,2023657,10,691,Self-Employed,Approved
705601,197258,Delhi NCR,Education Loan,40,3753256,1452231,25,398,Self-Employed,Approved
705602,919680,Bengaluru Urban,Car Loan,50,3468639,787778,10,836,Self-Employed,Approved
705603,898385,Mumbai Central,Personal Loan,35,2030452,2508064,5,373,Salaried,Approved
705604,865347,Chennai South,Education Loan,31,2940198,2186246,15,706,Self-Employed,Approved
705605,782166,Chennai South,Business Loan,57,531108,1472447,20,796,Business Owner,Rejected
705606,521325,Bengaluru Urban,Business Loan,62,233430,956052,25,802,Salaried,Approved
705607,994083,Mumbai Central,Education Loan,39,2001725,726901,5,407,Business Owner,Approved
705608,891473,Hyderabad West,Home Loan,39,2726167,2893343,30,508,Business Owner,Approved
705609,344107,Chennai South,Business Loan,26,1246770,2149060,25,811,Business Owner,Rejected
705610,394801,Chennai South,Personal Loan,62,4626338,284415,30,617,Business Owner,Approved
705611,963282,Mumbai Central,Home Loan,56,1696777,1838731,5,341,Self-Employed,Rejected
705612,525289,Bengaluru Urban,Education Loan,28,1332129,63490,20,874,Salaried,Approved
705613,516203,Bengaluru Urban,Personal Loan,41,4210278,1128766,5,540,Self-Employed,Rejected
705614,945629,Chennai South,Personal Loan,50,3709165,898021,30,863,Business Owner,Approved
705615,209961,Mumbai Central,Business Loan,49,2573201,2017096,5,318,Salaried,Approved
705616,291805,Mumbai Central,Home Loan,26,1805708,2510346,10,424,Business Owner,Approved
705617,126987,Bengaluru Urban,Business Loan,25,4236142,2441363,15,838,Salaried,Rejected
705618,607933,Chennai South,Home Loan,39,1920704,1595899,15,402,Self-Employed,Approved
705619,923867,Chennai South,Personal Loan,40,2304342,1983456,10,494,Salaried,Rejected
705620,949232,Mumbai Central,Car Loan,33,2807188,2123130,10,607,Salaried,Approved
705621,410549,Bengaluru Urban,Business Loan,35,3924743,676438,10,581,Self-Employed,Approved
705622,949508,Mumbai Central,Personal Loan,39,2759489,1765650,15,635,Salaried,Rejected
705623,607256,Delhi NCR,Home Loan,55,332127,2571378,15,401,Self-Employed,Approved
705624,484203,Mumbai Central,Education Loan,47,2171819,1212403,25,598,Salaried,Approved
705625,700608,Bengaluru Urban,Business Loan,59,2159765,513538,5,614,Self-Employed,Approved
705626,661439,Delhi NCR,Business Loan,21,1176778,820451,25,350,Business Owner,Approved
705627,422639,Hyderabad West,Car Loan,51,3850680,1638786,25,819,Self-Employed,Approved
705628,848502,Delhi NCR,Business Loan,26,1338392,1542647,10,611,Salaried,Approved
705629,608953,Chennai South,Personal Loan,45,643504,2514719,30,657,Self-Employed,Approved
705630,776958,Chennai South,Education Loan,50,2478784,792590,10,468,Business Owner,Rejected
705631,508740,Mumbai Central,Business Loan,55,4152697,131679,5,673,Self-Employed,Approved
705632,404457,Hyderabad West,Education Loan,53,2316033,1245337,25,330,Business Owner,Approved
705633,502800,Bengaluru Urban,Personal Loan,40,2732663,1471703,30,373,Salaried,Approved
705634,870260,Chennai South,Home Loan,51,2394995,1977904,20,472,Salaried,Rejected
705635,501574,Delhi NCR,Personal Loan,43,3891289,1928472,20,854,Business Owner,Approved
705636,977118,Bengaluru Urban,Personal Loan,24,1737369,2726002,20,832,Self-Employed,Approved
705637,428611,Delhi NCR,Education Loan,60,3399883,2073166,25,336,Salaried,Approved
705638,377591,Hyderabad West,Personal Loan,26,506346,1446176,20,895,Salaried,Rejected
705639,214630,Bengaluru Urban,Business Loan,37,1084955,2957715,30,781,Business Owner,Approved
705640,540663,Chennai South,Personal Loan,36,3884589,1879488,25,362,Self-Employed,Approved
705641,179379,Hyderabad West,Home Loan,26,1482147,636099,15,744,Salaried,Approved
705642,750219,Delhi NCR,Education Loan,34,3875580,2316138,5,653,Business Owner,Approved
705643,436900,Mumbai Central,Personal Loan,60,1428068,2254755,5,581,Business Owner,Approved
705644,106020,Delhi NCR,Personal Loan,43,1341687,2265898,15,370,Business Owner,Rejected
705645,223828,Delhi NCR,Personal Loan,22,4081734,1532351,5,731,Business Owner,Approved
705646,469649,Chennai South,Personal Loan,49,1944204,1102350,5,636,Self-Employed,Rejected
705647,835567,Delhi NCR,Home Loan,31,3198792,1436786,10,762,Salaried,Approved
705648,625744,Bengaluru Urban,Home Loan,55,4638982,2999389,15,501,Business Owner,Approved
705649,655923,Delhi NCR,Business Loan,46,2617737,2619298,15,598,Business Owner,Approved
705650,220087,Delhi NCR,Car Loan,47,3654219,593776,20,426,Business Owner,Rejected
705651,894475,Chennai South,Education Loan,48,2812623,660124,5,371,Salaried,Approved
705652,769955,Mumbai Central,Personal Loan,52,3195236,2918386,5,465,Salaried,Approved
705653,977828,Hyderabad West,Business Loan,21,4492219,2963193,10,474,Self-Employed,Approved
705654,409896,Delhi NCR,Education Loan,27,1423187,1064688,20,855,Business Owner,Approved
705655,223190,Mumbai Central,Home Loan,35,939980,1979341,25,596,Business Owner,Rejected
705656,412082,Hyderabad West,Business Loan,37,4411830,2162981,25,461,Self-Employed,Rejected
705657,405826,Bengaluru Urban,Home Loan,63,4288250,2318585,30,775,Self-Employed,Rejected
705658,133466,Delhi NCR,Personal Loan,41,399058,562232,20,490,Self-Employed,Approved
705659,200955,Chennai South,Personal Loan,57,360611,2947347,10,343,Business Owner,Approved
705660,158784,Chennai South,Education Loan,63,2689706,215969,15,701,Self-Employed,Approved
705661,709171,Chennai South,Home Loan,50,1855754,1537991,30,826,Salaried,Approved
705662,520186,Bengaluru Urban,Home Loan,28,2960789,797428,30,314,Self-Employed,Approved
705663,739832,Hyderabad West,Education Loan,64,1632017,2806147,15,307,Salaried,Approved
705664,884358,Delhi NCR,Home Loan,40,4938144,2028804,10,668,Salaried,Approved
705665,612203,Delhi NCR,Personal Loan,24,1961768,680012,15,421,Salaried,Approved
705666,106264,Chennai South,Education Loan,64,830972,592287,5,559,Salaried,Rejected
705667,626590,Delhi NCR,Business Loan,44,2869089,2942687,30,328,Self-Employed,Approved
705668,602824,Delhi NCR,Car Loan,51,3345621,2369464,10,328,Salaried,Approved
705669,906746,Chennai South,Car Loan,64,1844279,2123172,30,849,Self-Employed,Rejected
705670,739676,Hyderabad West,Personal Loan,58,3233857,224216,10,576,Business Owner,Approved
705671,967456,Mumbai Central,Personal Loan,61,2710542,476421,5,556,Business Owner,Approved
705672,249747,Bengaluru Urban,Business Loan,32,1728368,1466209,10,340,Self-Employed,Approved
705673,606542,Chennai South,Personal Loan,47,4943630,277612,30,409,Self-Employed,Approved
705674,490078,Chennai South,Personal Loan,37,3739821,1653123,5,450,Business Owner,Rejected
705675,317489,Mumbai Central,Personal Loan,64,3723380,2233677,25,638,Self-Employed,Rejected
705676,922531,Delhi NCR,Personal Loan,46,772286,1449635,10,363,Self-Employed,Approved
705677,585427,Mumbai Central,Car Loan,22,1441721,1552298,5,755,Salaried,Approved
705678,533554,Chennai South,Home Loan,61,230158,594951,10,445,Business Owner,Approved
705679,556876,Mumbai Central,Education Loan,62,3789276,2709908,25,390,Self-Employed,Approved
705680,763119,Bengaluru Urban,Home Loan,34,2362386,846042,10,379,Business Owner,Rejected
705681,857097,Chennai South,Car Loan,34,989290,600369,25,756,Salaried,Rejected
705682,608675,Chennai South,Education Loan,37,2304613,2415597,20,549,Business Owner,Approved
705683,426885,Delhi NCR,Business Loan,47,3066302,1863845,10,768,Business Owner,Rejected
705684,941729,Mumbai Central,Car Loan,46,1725352,58584,15,721,Self-Employed,Approved
705685,989022,Hyderabad West,Education Loan,28,1004014,724884,5,664,Self-Employed,Approved
705686,896940,Mumbai Central,Business Loan,41,4403720,2908595,30,734,Business Owner,Approved
705687,111395,Chennai South,Car Loan,62,1523570,2771786,5,763,Salaried,Rejected
705688,868524,Mumbai Central,Home Loan,46,952707,2852885,30,819,Self-Employed,Approved
705689,987421,Hyderabad West,Education Loan,32,3931570,997837,25,336,Salaried,Approved
705690,867336,Mumbai Central,Personal Loan,31,2805894,1446017,25,384,Salaried,Approved
705691,175123,Delhi NCR,Home Loan,22,2048524,1920869,5,325,Salaried,Approved
705692,249647,Hyderabad West,Home Loan,44,2528981,2505489,15,895,Business Owner,Approved
705693,579568,Chennai South,Personal Loan,58,4852508,808382,5,851,Self-Employed,Approved
705694,451278,Mumbai Central,Business Loan,51,2965425,525720,30,426,Self-Employed,Approved
705695,602427,Bengaluru Urban,Home Loan,34,3320921,2428348,10,409,Self-Employed,Approved
705696,968974,Bengaluru Urban,Personal Loan,56,4507960,604190,30,359,Self-Employed,Approved
705697,828545,Delhi NCR,Car Loan,47,2005406,2969955,30,541,Business Owner,Approved
705698,667769,Bengaluru Urban,Business Loan,21,824845,2714831,5,409,Business Owner,Approved
705699,876171,Bengaluru Urban,Personal Loan,44,695570,2940157,20,621,Business Owner,Approved
705700,954585,Chennai South,Home Loan,61,4688544,2402581,20,528,Self-Employed,Approved
705701,995906,Mumbai Central,Home Loan,47,1876235,2494161,25,377,Business Owner,Approved
705702,289424,Delhi NCR,Car Loan,49,2198789,552534,10,502,Business Owner,Approved
705703,684983,Chennai South,Car Loan,56,1148280,73613,30,893,Salaried,Approved
705704,734157,Hyderabad West,Car Loan,50,4539482,494086,15,634,Salaried,Approved
705705,541427,Hyderabad West,Business Loan,41,303363,2082905,30,558,Salaried,Approved
705706,224075,Mumbai Central,Education Loan,56,3801874,2640559,25,776,Salaried,Rejected
705707,233311,Chennai South,Business Loan,33,4358567,2245717,5,737,Self-Employed,Approved
705708,478254,Mumbai Central,Education Loan,23,2248659,2778330,25,655,Business Owner,Rejected
705709,558443,Chennai South,Education Loan,22,2971015,1727405,15,458,Business Owner,Approved
705710,679417,Delhi NCR,Personal Loan,45,4375206,704900,30,648,Business Owner,Rejected
705711,779989,Hyderabad West,Home Loan,51,1898246,126877,15,524,Self-Employed,Approved
705712,804965,Mumbai Central,Education Loan,49,4579701,1141787,25,803,Salaried,Rejected
705713,796789,Hyderabad West,Education Loan,32,2567650,2301215,15,891,Salaried,Approved
705714,811991,Mumbai Central,Home Loan,58,1047989,1988824,5,733,Salaried,Approved
705715,726410,Hyderabad West,Education Loan,52,2641148,2349047,25,878,Salaried,Approved
705716,840374,Hyderabad West,Personal Loan,31,1666306,1845450,25,660,Business Owner,Approved
705717,279836,Bengaluru Urban,Home Loan,27,1625602,1831464,30,675,Salaried,Approved
705718,207894,Chennai South,Home Loan,24,4149132,2052136,5,660,Business Owner,Approved
705719,239321,Mumbai Central,Car Loan,34,2212463,933390,5,563,Business Owner,Approved
705720,489268,Chennai South,Education Loan,51,4372629,304575,25,889,Business Owner,Approved
705721,765148,Delhi NCR,Business Loan,23,443432,1605909,25,753,Business Owner,Approved
705722,981434,Delhi NCR,Car Loan,46,302618,1706526,30,656,Self-Employed,Rejected
705723,237477,Chennai South,Education Loan,42,2855848,2525340,5,816,Salaried,Approved
705724,708401,Hyderabad West,Personal Loan,47,626924,2453311,5,479,Self-Employed,Approved
705725,109402,Hyderabad West,Business Loan,37,3778934,1798232,15,756,Salaried,Approved
705726,714561,Delhi NCR,Education Loan,43,3654367,2819730,30,553,Salaried,Approved
705727,673340,Delhi NCR,Personal Loan,51,4172982,2101430,5,387,Salaried,Rejected
705728,271756,Hyderabad West,Education Loan,28,2027482,2891805,5,458,Salaried,Rejected
705729,379672,Mumbai Central,Car Loan,36,4739070,2175519,5,526,Business Owner,Approved
705730,573942,Delhi NCR,Personal Loan,53,2835609,2387136,5,379,Salaried,Approved
705731,164951,Delhi NCR,Education Loan,38,3416780,2039698,30,607,Salaried,Rejected
705732,843808,Hyderabad West,Business Loan,22,1458065,2427379,15,504,Self-Employed,Approved
705733,431550,Chennai South,Personal Loan,35,2311209,1174996,30,807,Salaried,Approved
705734,223712,Chennai South,Car Loan,62,3758350,2962530,10,366,Self-Employed,Approved
705735,854374,Delhi NCR,Business Loan,35,1845740,120049,30,388,Business Owner,Approved
705736,375876,Bengaluru Urban,Car Loan,31,3753722,2034850,15,764,Salaried,Approved
705737,194564,Hyderabad West,Business Loan,44,4824326,2851281,30,387,Self-Employed,Rejected
705738,518474,Chennai South,Personal Loan,52,903398,2351408,15,421,Self-Employed,Approved
705739,545887,Delhi NCR,Personal Loan,40,1395863,1925407,25,558,Business Owner,Rejected
705740,971005,Chennai South,Home Loan,23,2358944,1766627,15,317,Business Owner,Approved
705741,830722,Delhi NCR,Personal Loan,47,664510,405959,15,773,Business Owner,Rejected
705742,842211,Mumbai Central,Business Loan,30,985301,892189,30,598,Business Owner,Rejected
705743,153776,Delhi NCR,Education Loan,56,4025129,2684636,20,862,Business Owner,Approved
705744,904529,Chennai South,Business Loan,63,3677885,2006973,15,353,Self-Employed,Rejected
705745,940727,Delhi NCR,Personal Loan,26,500056,2091627,20,847,Self-Employed,Approved
705746,385824,Delhi NCR,Home Loan,21,3919104,2865111,5,403,Business Owner,Approved
705747,142953,Bengaluru Urban,Business Loan,30,1730194,1369175,25,634,Self-Employed,Approved
705748,999692,Mumbai Central,Home Loan,56,2753345,1281265,5,702,Self-Employed,Approved
705749,750021,Hyderabad West,Business Loan,24,1882621,182397,10,617,Self-Employed,Approved
705750,493527,Hyderabad West,Education Loan,42,2643989,1231308,20,593,Self-Employed,Rejected
705751,557311,Hyderabad West,Personal Loan,24,4866910,2217994,30,728,Salaried,Rejected
705752,898082,Bengaluru Urban,Personal Loan,28,3333126,1335369,10,379,Business Owner,Rejected
705753,612659,Delhi NCR,Personal Loan,63,1289113,1008950,25,653,Business Owner,Approved
705754,865699,Hyderabad West,Home Loan,43,4162283,2322269,30,672,Business Owner,Approved
705755,437741,Chennai South,Education Loan,39,3528382,2698358,20,354,Salaried,Rejected
705756,436249,Bengaluru Urban,Personal Loan,39,3035074,256186,5,330,Business Owner,Approved
705757,530299,Hyderabad West,Education Loan,64,4781711,1405991,25,786,Salaried,Approved
705758,640320,Chennai South,Personal Loan,37,2962727,79137,10,591,Self-Employed,Approved
705759,650331,Hyderabad West,Car Loan,52,4508051,2329936,5,855,Self-Employed,Rejected
705760,997493,Mumbai Central,Car Loan,46,1958507,1430462,5,601,Self-Employed,Approved
705761,418892,Mumbai Central,Home Loan,30,398807,236226,20,371,Self-Employed,Rejected
705762,740131,Delhi NCR,Home Loan,61,4069913,2034076,5,770,Self-Employed,Rejected
705763,721424,Mumbai Central,Personal Loan,54,4563050,2744758,5,438,Salaried,Approved
705764,110971,Hyderabad West,Personal Loan,34,2839658,2451746,5,506,Business Owner,Approved
705765,825804,Hyderabad West,Business Loan,26,2213274,2774093,25,347,Business Owner,Approved
705766,903802,Chennai South,Home Loan,41,710723,1117795,10,698,Self-Employed,Rejected
705767,106928,Delhi NCR,Home Loan,37,3710799,2223545,25,424,Self-Employed,Approved
705768,988550,Hyderabad West,Personal Loan,31,2063133,1818269,30,467,Salaried,Approved
705769,669713,Chennai South,Home Loan,53,2667482,702408,10,855,Self-Employed,Approved
705770,715414,Hyderabad West,Car Loan,38,1614469,2454275,20,503,Business Owner,Approved
705771,223130,Delhi NCR,Education Loan,33,3244050,2802702,10,367,Self-Employed,Approved
705772,694081,Delhi NCR,Personal Loan,36,3082783,427721,5,522,Business Owner,Approved
705773,103863,Chennai South,Home Loan,21,2622069,2025110,15,721,Business Owner,Approved
705774,882998,Bengaluru Urban,Car Loan,46,3289633,1106890,5,757,Business Owner,Approved
705775,675900,Mumbai Central,Home Loan,35,4231534,875063,15,859,Business Owner,Rejected
705776,937076,Hyderabad West,Home Loan,23,3536472,138955,10,429,Self-Employed,Approved
705777,159838,Bengaluru Urban,Education Loan,44,2786530,747464,20,555,Salaried,Approved
705778,850160,Bengaluru Urban,Education Loan,30,4798358,630559,30,585,Self-Employed,Approved
705779,736218,Chennai South,Car Loan,48,215836,795599,30,587,Self-Employed,Approved
705780,126806,Hyderabad West,Personal Loan,33,2669593,513554,25,586,Salaried,Approved
705781,438752,Mumbai Central,Education Loan,46,4686434,2881501,10,610,Salaried,Rejected
705782,917473,Delhi NCR,Personal Loan,48,324565,1407240,25,824,Business Owner,Approved
705783,887424,Bengaluru Urban,Personal Loan,33,1539547,1333949,30,855,Business Owner,Rejected
705784,343894,Delhi NCR,Education Loan,28,989267,1702530,5,362,Salaried,Approved
705785,224882,Hyderabad West,Car Loan,56,3913868,469951,10,540,Self-Employed,Rejected
705786,197199,Hyderabad West,Car Loan,42,3295696,307526,20,804,Salaried,Rejected
705787,542195,Bengaluru Urban,Business Loan,56,309388,1048784,30,757,Self-Employed,Approved
705788,752422,Mumbai Central,Personal Loan,45,566515,402693,20,714,Business Owner,Approved
705789,792973,Bengaluru Urban,Car Loan,44,2361543,2708561,15,543,Self-Employed,Approved
705790,567506,Mumbai Central,Car Loan,38,585949,2432786,25,702,Salaried,Rejected
705791,338523,Chennai South,Education Loan,31,3863073,71397,15,526,Salaried,Rejected
705792,807677,Delhi NCR,Business Loan,45,1123046,1879661,15,730,Self-Employed,Approved
705793,612191,Bengaluru Urban,Business Loan,62,4057259,936449,15,718,Salaried,Rejected
705794,335031,Hyderabad West,Car Loan,45,4883613,2263255,25,452,Business Owner,Approved
705795,830852,Bengaluru Urban,Home Loan,43,2207190,2482291,5,320,Salaried,Approved
705796,861812,Delhi NCR,Personal Loan,41,2708344,1266804,30,769,Business Owner,Approved
705797,270721,Hyderabad West,Car Loan,24,1861955,694472,5,697,Business Owner,Approved
705798,366861,Hyderabad West,Home Loan,21,4816891,2322298,15,849,Salaried,Approved
705799,736154,Chennai South,Business Loan,50,4200442,1184033,25,310,Self-Employed,Approved
705800,290199,Mumbai Central,Home Loan,35,688656,2613237,10,492,Self-Employed,Approved
705801,562678,Delhi NCR,Personal Loan,55,3769425,146580,30,541,Salaried,Approved
705802,923685,Chennai South,Education Loan,54,4252328,1517407,15,669,Salaried,Approved
705803,655911,Chennai South,Personal Loan,27,992800,1691002,15,720,Business Owner,Approved
705804,285382,Bengaluru Urban,Home Loan,52,4330088,1030604,25,411,Self-Employed,Rejected
705805,721627,Delhi NCR,Home Loan,59,2342469,2223494,15,589,Self-Employed,Approved
705806,195246,Bengaluru Urban,Car Loan,47,1847590,1707473,5,890,Salaried,Rejected
705807,240398,Chennai South,Business Loan,61,1306954,2026058,10,868,Salaried,Approved
705808,917095,Delhi NCR,Home Loan,64,1272089,2157647,30,344,Salaried,Rejected
705809,508435,Chennai South,Business Loan,21,2669191,2617747,25,774,Business Owner,Approved
