Flight_ID,Airline,Source_City,Destination_City,Flight_Distance_km,Scheduled_Departure,Departure_Delay_Min,Arrival_Delay_Min,Ticket_Price,Flight_Status
503838,SpiceJet,Delhi,Kolkata,2482,2023-11-07 21:00:00,179,185,4677,On Time
503839,SpiceJet,Hyderabad,Chennai,1252,2023-11-07 22:00:00,160,67,14995,Delayed
503840,Air India,Bengaluru,Delhi,2310,2023-11-07 23:00:00,12,56,11183,On Time
503841,IndiGo,Bengaluru,Bengaluru,1524,2023-11-08 00:00:00,154,180,4622,Delayed
503842,SpiceJet,Delhi,Mumbai,973,2023-11-08 01:00:00,137,17,12027,Cancelled
503843,SpiceJet,Kolkata,Kolkata,1604,2023-11-08 02:00:00,99,173,15157,Delayed
503844,Akasa Air,Mumbai,Bengaluru,2144,2023-11-08 03:00:00,20,149,9254,Delayed
503845,Vistara,Hyderabad,Kolkata,2221,2023-11-08 04:00:00,36,9,2826,On Time
503846,IndiGo,Delhi,Delhi,640,2023-11-08 05:00:00,95,44,6863,On Time
503847,IndiGo,Delhi,Mumbai,2194,2023-11-08 06:00:00,25,46,8706,Delayed
503848,Air India,Hyderabad,Mumbai,1018,2023-11-08 07:00:00,57,195,8263,On Time
503849,SpiceJet,Chennai,Bengaluru,2096,2023-11-08 08:00:00,73,50,2630,On Time
503850,Air India,Kolkata,Delhi,1680,2023-11-08 09:00:00,14,56,8720,On Time
503851,Vistara,Hyderabad,Chennai,1157,2023-11-08 10:00:00,178,111,15931,On Time
503852,Vistara,Delhi,Mumbai,2436,2023-11-08 11:00:00,131,25,5658,On Time
503853,Akasa Air,Kolkata,Mumbai,2256,2023-11-08 12:00:00,98,61,8502,On Time
503854,Air India,Hyderabad,Kolkata,2085,2023-11-08 13:00:00,135,21,8716,Delayed
503855,Vistara,Kolkata,Bengaluru,1440,2023-11-08 14:00:00,97,63,6192,On Time
503856,Akasa Air,Chennai,Chennai,1856,2023-11-08 15:00:00,67,82,16061,On Time
503857,Vistara,Hyderabad,Bengaluru,1428,2023-11-08 16:00:00,91,10,11090,On Time
503858,IndiGo,Kolkata,Kolkata,812,2023-11-08 17:00:00,158,194,11077,On Time
503859,IndiGo,Hyderabad,Hyderabad,1658,2023-11-08 18:00:00,54,1,9641,On Time
503860,Akasa Air,Kolkata,Bengaluru,1307,2023-11-08 19:00:00,170,71,11339,On Time
503861,Air India,Kolkata,Kolkata,1186,2023-11-08 20:00:00,38,121,7158,On Time
503862,IndiGo,Mumbai,Hyderabad,2181,2023-11-08 21:00:00,50,107,7100,Delayed
503863,Air India,Hyderabad,Mumbai,2309,2023-11-08 22:00:00,161,173,6433,On Time
503864,Akasa Air,Chennai,Kolkata,984,2023-11-08 23:00:00,69,12,14632,Delayed
503865,SpiceJet,Mumbai,Chennai,2133,2023-11-09 00:00:00,149,179,7012,On Time
503866,IndiGo,Kolkata,Bengaluru,1883,2023-11-09 01:00:00,54,140,12005,On Time
503867,Akasa Air,Delhi,Hyderabad,1470,2023-11-09 02:00:00,116,178,14579,Delayed
503868,SpiceJet,Hyderabad,Mumbai,330,2023-11-09 03:00:00,98,92,2560,On Time
503869,Air India,Delhi,Delhi,783,2023-11-09 04:00:00,167,33,12797,On Time
503870,IndiGo,Kolkata,Bengaluru,614,2023-11-09 05:00:00,37,124,4641,Delayed
503871,Akasa Air,Chennai,Mumbai,2206,2023-11-09 06:00:00,51,-12,3997,On Time
503872,IndiGo,Chennai,Chennai,1765,2023-11-09 07:00:00,126,124,10358,On Time
503873,Air India,Hyderabad,Hyderabad,2397,2023-11-09 08:00:00,136,38,16240,Delayed
503874,SpiceJet,Mumbai,Delhi,526,2023-11-09 09:00:00,53,73,5806,Delayed
503875,Vistara,Delhi,Hyderabad,2181,2023-11-09 10:00:00,72,19,4071,On Time
503876,Air India,Delhi,Mumbai,2410,2023-11-09 11:00:00,123,47,17914,Delayed
503877,Vistara,Hyderabad,Chennai,1804,2023-11-09 12:00:00,156,135,10370,Delayed
503878,Vistara,Delhi,Delhi,1628,2023-11-09 13:00:00,50,73,16462,On Time
503879,Vistara,Bengaluru,Bengaluru,309,2023-11-09 14:00:00,-5,78,13494,Cancelled
503880,Air India,Kolkata,Kolkata,2389,2023-11-09 15:00:00,-5,105,11076,Delayed
503881,SpiceJet,Mumbai,Mumbai,1559,2023-11-09 16:00:00,107,165,11822,On Time
503882,Air India,Bengaluru,Bengaluru,2178,2023-11-09 17:00:00,178,82,6437,On Time
503883,Vistara,Hyderabad,Mumbai,626,2023-11-09 18:00:00,170,175,5498,On Time
503884,Akasa Air,Bengaluru,Mumbai,894,2023-11-09 19:00:00,-3,16,14612,On Time
503885,Air India,Mumbai,Delhi,387,2023-11-09 20:00:00,108,110,8780,Delayed
503886,SpiceJet,Kolkata,Kolkata,362,2023-11-09 21:00:00,52,186,17070,On Time
503887,IndiGo,Chennai,Hyderabad,787,2023-11-09 22:00:00,128,164,15794,On Time
503888,Air India,Kolkata,Chennai,1707,2023-11-09 23:00:00,62,6,5790,On Time
503889,Akasa Air,Chennai,Kolkata,1032,2023-11-10 00:00:00,44,162,3689,Delayed
503890,Akasa Air,Bengaluru,Chennai,1850,2023-11-10 01:00:00,80,168,6855,On Time
503891,SpiceJet,Mumbai,Mumbai,1820,2023-11-10 02:00:00,70,127,8795,On Time
503892,IndiGo,Hyderabad,Mumbai,2270,2023-11-10 03:00:00,155,45,14412,On Time
503893,Air India,Bengaluru,Hyderabad,304,2023-11-10 04:00:00,41,18,5619,On Time
503894,SpiceJet,Kolkata,Delhi,471,2023-11-10 05:00:00,57,56,6663,On Time
503895,Akasa Air,Mumbai,Chennai,1675,2023-11-10 06:00:00,114,170,7860,On Time
503896,Akasa Air,Hyderabad,Chennai,1948,2023-11-10 07:00:00,160,170,8297,On Time
503897,Vistara,Delhi,Delhi,435,2023-11-10 08:00:00,139,136,10846,On Time
503898,Akasa Air,Delhi,Mumbai,2027,2023-11-10 09:00:00,126,127,5821,Delayed
503899,Air India,Kolkata,Bengaluru,551,2023-11-10 10:00:00,106,100,6143,Delayed
503900,IndiGo,Hyderabad,Mumbai,2273,2023-11-10 11:00:00,-1,100,15357,Delayed
503901,IndiGo,Chennai,Hyderabad,951,2023-11-10 12:00:00,97,0,11038,Delayed
503902,Akasa Air,Delhi,Kolkata,776,2023-11-10 13:00:00,172,58,11781,On Time
503903,Akasa Air,Mumbai,Hyderabad,1077,2023-11-10 14:00:00,132,21,14935,On Time
503904,IndiGo,Chennai,Chennai,1730,2023-11-10 15:00:00,7,17,4181,On Time
503905,IndiGo,Bengaluru,Hyderabad,1722,2023-11-10 16:00:00,55,10,8690,On Time
503906,Vistara,Chennai,Chennai,1084,2023-11-10 17:00:00,-10,69,16815,On Time
503907,Akasa Air,Chennai,Hyderabad,396,2023-11-10 18:00:00,120,81,12958,On Time
503908,IndiGo,Chennai,Delhi,2426,2023-11-10 19:00:00,132,40,13696,On Time
503909,Vistara,Kolkata,Delhi,703,2023-11-10 20:00:00,136,-15,16167,Cancelled
503910,Air India,Chennai,Kolkata,2199,2023-11-10 21:00:00,2,185,3845,Delayed
503911,Vistara,Chennai,Hyderabad,1068,2023-11-10 22:00:00,29,189,8017,On Time
503912,Vistara,Kolkata,Chennai,661,2023-11-10 23:00:00,74,33,11558,On Time
503913,Air India,Hyderabad,Chennai,1545,2023-11-11 00:00:00,34,101,12148,On Time
503914,Akasa Air,Chennai,Hyderabad,1565,2023-11-11 01:00:00,27,12,6172,On Time
503915,IndiGo,Kolkata,Mumbai,338,2023-11-11 02:00:00,175,-14,17465,On Time
503916,Air India,Delhi,Chennai,1584,2023-11-11 03:00:00,84,5,6660,On Time
503917,Akasa Air,Delhi,Bengaluru,1252,2023-11-11 04:00:00,68,108,8509,Delayed
503918,Akasa Air,Bengaluru,Hyderabad,1963,2023-11-11 05:00:00,149,186,5384,Delayed
503919,SpiceJet,Hyderabad,Hyderabad,681,2023-11-11 06:00:00,78,177,3029,Delayed
503920,SpiceJet,Mumbai,Hyderabad,981,2023-11-11 07:00:00,60,199,11924,On Time
503921,Air India,Chennai,Bengaluru,490,2023-11-11 08:00:00,146,22,13185,On Time
503922,Air India,Bengaluru,Mumbai,1339,2023-11-11 09:00:00,143,73,16594,On Time
503923,Akasa Air,Chennai,Mumbai,2094,2023-11-11 10:00:00,28,-12,16915,On Time
503924,Akasa Air,Mumbai,Delhi,762,2023-11-11 11:00:00,134,39,13012,Delayed
503925,Vistara,Delhi,Delhi,979,2023-11-11 12:00:00,38,102,10308,On Time
503926,Vistara,Mumbai,Kolkata,1201,2023-11-11 13:00:00,92,155,11804,On Time
503927,SpiceJet,Chennai,Mumbai,782,2023-11-11 14:00:00,157,107,7390,On Time
503928,SpiceJet,Kolkata,Chennai,2281,2023-11-11 15:00:00,22,177,12680,Delayed
503929,IndiGo,Hyderabad,Kolkata,1694,2023-11-11 16:00:00,77,191,6384,Delayed
503930,Vistara,Delhi,Mumbai,1660,2023-11-11 17:00:00,49,6,13440,On Time
503931,IndiGo,Chennai,Delhi,1728,2023-11-11 18:00:00,177,-15,6488,On Time
503932,Air India,Delhi,Kolkata,1573,2023-11-11 19:00:00,159,150,16905,On Time
503933,Akasa Air,Mumbai,Bengaluru,973,2023-11-11 20:00:00,143,47,7972,On Time
503934,Akasa Air,Kolkata,Kolkata,1064,2023-11-11 21:00:00,18,46,11872,On Time
503935,Akasa Air,Chennai,Hyderabad,2484,2023-11-11 22:00:00,175,108,11519,Delayed
503936,Air India,Bengaluru,Mumbai,2129,2023-11-11 23:00:00,71,32,13549,Delayed
503937,Air India,Delhi,Delhi,1951,2023-11-12 00:00:00,21,96,5789,On Time
503938,Vistara,Delhi,Delhi,470,2023-11-12 01:00:00,6,96,13275,On Time
503939,Akasa Air,Delhi,Hyderabad,542,2023-11-12 02:00:00,40,135,6868,On Time
503940,Vistara,Delhi,Delhi,1567,2023-11-12 03:00:00,102,15,16906,On Time
503941,Vistara,Delhi,Delhi,2359,2023-11-12 04:00:00,79,90,11983,On Time
503942,Air India,Mumbai,Delhi,2170,2023-11-12 05:00:00,152,34,17897,On Time
503943,SpiceJet,Chennai,Mumbai,1169,2023-11-12 06:00:00,172,60,3480,On Time
503944,Air India,Chennai,Hyderabad,1838,2023-11-12 07:00:00,22,96,10919,On Time
503945,Akasa Air,Hyderabad,Kolkata,2066,2023-11-12 08:00:00,86,196,4682,On Time
503946,SpiceJet,Delhi,Delhi,1698,2023-11-12 09:00:00,34,102,5539,Delayed
503947,Akasa Air,Chennai,Delhi,917,2023-11-12 10:00:00,167,90,14075,On Time
503948,SpiceJet,Chennai,Bengaluru,984,2023-11-12 11:00:00,90,103,6598,Delayed
503949,Vistara,Hyderabad,Delhi,1724,2023-11-12 12:00:00,34,44,8524,On Time
503950,Akasa Air,Chennai,Mumbai,933,2023-11-12 13:00:00,3,190,5129,On Time
503951,Vistara,Delhi,Mumbai,812,2023-11-12 14:00:00,55,96,14158,Cancelled
503952,SpiceJet,Mumbai,Chennai,1971,2023-11-12 15:00:00,103,156,10120,On Time
503953,Akasa Air,Mumbai,Bengaluru,903,2023-11-12 16:00:00,82,166,9858,On Time
503954,Akasa Air,Hyderabad,Hyderabad,539,2023-11-12 17:00:00,172,-10,15596,Delayed
503955,Vistara,Mumbai,Chennai,791,2023-11-12 18:00:00,-3,37,17940,Delayed
503956,Vistara,Kolkata,Delhi,1230,2023-11-12 19:00:00,32,55,5962,Delayed
503957,Air India,Mumbai,Hyderabad,2028,2023-11-12 20:00:00,60,102,13213,On Time
503958,Air India,Bengaluru,Hyderabad,347,2023-11-12 21:00:00,27,58,13198,On Time
503959,IndiGo,Kolkata,Delhi,2024,2023-11-12 22:00:00,134,98,11055,On Time
503960,SpiceJet,Mumbai,Delhi,2249,2023-11-12 23:00:00,90,170,10099,On Time
503961,Akasa Air,Kolkata,Delhi,1239,2023-11-13 00:00:00,35,17,6947,Delayed
503962,Vistara,Bengaluru,Hyderabad,2223,2023-11-13 01:00:00,73,-3,8135,Delayed
503963,Akasa Air,Chennai,Hyderabad,2061,2023-11-13 02:00:00,96,2,11142,On Time
503964,Akasa Air,Kolkata,Chennai,2394,2023-11-13 03:00:00,165,171,9926,On Time
503965,Air India,Hyderabad,Kolkata,2082,2023-11-13 04:00:00,100,169,6880,On Time
503966,Akasa Air,Chennai,Chennai,1253,2023-11-13 05:00:00,11,27,5895,On Time
503967,Air India,Bengaluru,Chennai,2184,2023-11-13 06:00:00,128,71,14557,Delayed
503968,SpiceJet,Hyderabad,Bengaluru,1404,2023-11-13 07:00:00,171,99,10029,On Time
503969,Akasa Air,Hyderabad,Mumbai,561,2023-11-13 08:00:00,179,115,5287,On Time
503970,Akasa Air,Mumbai,Kolkata,1547,2023-11-13 09:00:00,47,44,15475,On Time
503971,Air India,Bengaluru,Bengaluru,2380,2023-11-13 10:00:00,22,0,9481,Cancelled
503972,SpiceJet,Bengaluru,Chennai,954,2023-11-13 11:00:00,37,-9,4288,On Time
503973,Air India,Delhi,Bengaluru,604,2023-11-13 12:00:00,1,145,13723,On Time
503974,SpiceJet,Kolkata,Kolkata,707,2023-11-13 13:00:00,22,90,9984,Delayed
503975,Vistara,Mumbai,Chennai,2262,2023-11-13 14:00:00,167,114,8118,On Time
503976,SpiceJet,Delhi,Mumbai,1715,2023-11-13 15:00:00,91,117,9466,On Time
503977,IndiGo,Mumbai,Hyderabad,1584,2023-11-13 16:00:00,88,171,12912,On Time
503978,SpiceJet,Bengaluru,Kolkata,2311,2023-11-13 17:00:00,121,151,4053,On Time
503979,Akasa Air,Mumbai,Kolkata,317,2023-11-13 18:00:00,127,108,7154,On Time
503980,IndiGo,Hyderabad,Bengaluru,1426,2023-11-13 19:00:00,-5,1,8519,Delayed
503981,SpiceJet,Chennai,Hyderabad,576,2023-11-13 20:00:00,159,161,14477,Delayed
503982,IndiGo,Hyderabad,Bengaluru,2044,2023-11-13 21:00:00,71,50,8472,On Time
503983,Air India,Delhi,Bengaluru,1027,2023-11-13 22:00:00,108,-5,15350,On Time
503984,Vistara,Bengaluru,Mumbai,460,2023-11-13 23:00:00,17,147,11698,On Time
503985,Vistara,Kolkata,Delhi,2450,2023-11-14 00:00:00,33,128,10235,On Time
503986,IndiGo,Bengaluru,Bengaluru,1212,2023-11-14 01:00:00,132,115,14442,Cancelled
503987,Vistara,Delhi,Bengaluru,1456,2023-11-14 02:00:00,52,95,7274,On Time
503988,Air India,Bengaluru,Mumbai,785,2023-11-14 03:00:00,53,89,9044,Delayed
503989,Vistara,Bengaluru,Delhi,820,2023-11-14 04:00:00,70,188,13281,Delayed
503990,Akasa Air,Delhi,Kolkata,2154,2023-11-14 05:00:00,46,188,17725,Delayed
503991,IndiGo,Chennai,Delhi,1968,2023-11-14 06:00:00,66,32,9840,On Time
503992,Vistara,Hyderabad,Bengaluru,2284,2023-11-14 07:00:00,121,82,14047,On Time
503993,Vistara,Bengaluru,Hyderabad,2078,2023-11-14 08:00:00,32,8,5792,Cancelled
503994,IndiGo,Mumbai,Mumbai,766,2023-11-14 09:00:00,25,71,12622,Delayed
503995,IndiGo,Hyderabad,Hyderabad,1294,2023-11-14 10:00:00,95,-11,3548,On Time
503996,Vistara,Bengaluru,Hyderabad,405,2023-11-14 11:00:00,72,141,16727,On Time
503997,Air India,Mumbai,Chennai,413,2023-11-14 12:00:00,30,189,15177,On Time
503998,Vistara,Kolkata,Mumbai,2168,2023-11-14 13:00:00,144,45,12625,On Time
503999,SpiceJet,Mumbai,Mumbai,2225,2023-11-14 14:00:00,178,20,15571,On Time
504000,Air India,Hyderabad,Hyderabad,1799,2023-11-14 15:00:00,44,93,5533,Delayed
504001,Akasa Air,Bengaluru,Chennai,1863,2023-11-14 16:00:00,93,9,10925,On Time
504002,IndiGo,Hyderabad,Hyderabad,836,2023-11-14 17:00:00,97,92,7968,On Time
504003,IndiGo,Chennai,Mumbai,368,2023-11-14 18:00:00,17,147,16822,Delayed
504004,Akasa Air,Delhi,Mumbai,1325,2023-11-14 19:00:00,50,191,15389,On Time
504005,Air India,Bengaluru,Kolkata,1425,2023-11-14 20:00:00,97,-7,5132,On Time
504006,Akasa Air,Kolkata,Hyderabad,435,2023-11-14 21:00:00,44,-8,4664,On Time
504007,IndiGo,Mumbai,Hyderabad,1753,2023-11-14 22:00:00,146,35,17332,On Time
504008,Air India,Mumbai,Bengaluru,567,2023-11-14 23:00:00,11,162,5915,On Time
504009,Akasa Air,Hyderabad,Mumbai,900,2023-11-15 00:00:00,43,95,10936,On Time
504010,Air India,Hyderabad,Mumbai,933,2023-11-15 01:00:00,160,152,12154,Delayed
504011,IndiGo,Delhi,Mumbai,374,2023-11-15 02:00:00,133,173,11196,On Time
504012,Air India,Kolkata,Kolkata,346,2023-11-15 03:00:00,161,187,13050,Delayed
504013,Akasa Air,Kolkata,Delhi,885,2023-11-15 04:00:00,40,97,7817,On Time
504014,IndiGo,Bengaluru,Mumbai,1718,2023-11-15 05:00:00,104,136,4253,Cancelled
504015,SpiceJet,Mumbai,Delhi,518,2023-11-15 06:00:00,7,71,9825,Delayed
504016,Air India,Kolkata,Bengaluru,1691,2023-11-15 07:00:00,89,130,8251,Delayed
504017,Vistara,Kolkata,Mumbai,2005,2023-11-15 08:00:00,13,112,17359,Cancelled
504018,Akasa Air,Delhi,Hyderabad,1492,2023-11-15 09:00:00,177,20,11298,Delayed
504019,Akasa Air,Mumbai,Chennai,2103,2023-11-15 10:00:00,134,153,17155,On Time
504020,SpiceJet,Delhi,Chennai,706,2023-11-15 11:00:00,-8,-1,13055,On Time
504021,IndiGo,Chennai,Mumbai,2070,2023-11-15 12:00:00,58,184,13543,On Time
504022,SpiceJet,Chennai,Hyderabad,1779,2023-11-15 13:00:00,65,179,6204,Delayed
504023,IndiGo,Bengaluru,Delhi,518,2023-11-15 14:00:00,139,70,6266,Delayed
504024,IndiGo,Delhi,Bengaluru,517,2023-11-15 15:00:00,120,153,3203,Delayed
504025,Air India,Kolkata,Kolkata,1589,2023-11-15 16:00:00,154,52,4820,Delayed
504026,IndiGo,Chennai,Delhi,2214,2023-11-15 17:00:00,98,187,13823,On Time
504027,SpiceJet,Kolkata,Hyderabad,1206,2023-11-15 18:00:00,154,99,16262,On Time
504028,SpiceJet,Chennai,Chennai,502,2023-11-15 19:00:00,128,44,15473,Cancelled
504029,IndiGo,Hyderabad,Kolkata,1578,2023-11-15 20:00:00,9,50,7683,On Time
504030,Air India,Hyderabad,Mumbai,2056,2023-11-15 21:00:00,136,80,15634,On Time
504031,IndiGo,Bengaluru,Mumbai,947,2023-11-15 22:00:00,92,184,9856,On Time
504032,Vistara,Bengaluru,Bengaluru,1228,2023-11-15 23:00:00,112,158,9423,Delayed
504033,IndiGo,Kolkata,Chennai,1436,2023-11-16 00:00:00,25,165,11457,On Time
504034,Vistara,Delhi,Hyderabad,1711,2023-11-16 01:00:00,129,56,6688,On Time
504035,SpiceJet,Chennai,Mumbai,2467,2023-11-16 02:00:00,101,0,16526,On Time
504036,IndiGo,Bengaluru,Chennai,1555,2023-11-16 03:00:00,150,48,6684,On Time
504037,Air India,Delhi,Kolkata,716,2023-11-16 04:00:00,57,135,16727,On Time
504038,Air India,Chennai,Hyderabad,2256,2023-11-16 05:00:00,88,26,14472,Delayed
504039,Vistara,Mumbai,Mumbai,882,2023-11-16 06:00:00,161,-11,17707,On Time
504040,Vistara,Bengaluru,Bengaluru,2272,2023-11-16 07:00:00,79,77,6692,Cancelled
504041,IndiGo,Delhi,Kolkata,1034,2023-11-16 08:00:00,161,130,9721,Delayed
504042,Akasa Air,Chennai,Mumbai,1944,2023-11-16 09:00:00,137,-10,3605,Delayed
504043,Akasa Air,Hyderabad,Delhi,393,2023-11-16 10:00:00,68,89,6996,Delayed
504044,IndiGo,Mumbai,Kolkata,2337,2023-11-16 11:00:00,54,43,13331,On Time
504045,IndiGo,Bengaluru,Hyderabad,348,2023-11-16 12:00:00,-7,62,5773,On Time
504046,Air India,Hyderabad,Mumbai,731,2023-11-16 13:00:00,135,79,13619,Delayed
504047,SpiceJet,Bengaluru,Delhi,750,2023-11-16 14:00:00,109,69,10147,On Time
504048,Akasa Air,Chennai,Hyderabad,1400,2023-11-16 15:00:00,157,115,6014,Cancelled
504049,Air India,Kolkata,Delhi,1790,2023-11-16 16:00:00,-10,111,15107,Delayed
504050,Vistara,Chennai,Chennai,1948,2023-11-16 17:00:00,84,-3,5670,On Time
504051,SpiceJet,Delhi,Chennai,1762,2023-11-16 18:00:00,104,181,3309,On Time
504052,IndiGo,Hyderabad,Chennai,2255,2023-11-16 19:00:00,95,117,7423,On Time
504053,Akasa Air,Hyderabad,Delhi,2027,2023-11-16 20:00:00,63,3,6048,On Time
504054,Akasa Air,Mumbai,Delhi,2369,2023-11-16 21:00:00,63,107,15260,On Time
504055,Air India,Kolkata,Delhi,1085,2023-11-16 22:00:00,142,185,8529,On Time
504056,Air India,Delhi,Kolkata,1720,2023-11-16 23:00:00,100,113,7182,Delayed
504057,Akasa Air,Bengaluru,Bengaluru,2334,2023-11-17 00:00:00,-6,45,11758,Delayed
504058,SpiceJet,Kolkata,Kolkata,1189,2023-11-17 01:00:00,108,100,8362,On Time
504059,Vistara,Delhi,Kolkata,1487,2023-11-17 02:00:00,34,-4,5052,Delayed
504060,Vistara,Delhi,Mumbai,2191,2023-11-17 03:00:00,141,63,7650,On Time
504061,Akasa Air,Delhi,Delhi,1263,2023-11-17 04:00:00,25,-9,6366,Delayed
504062,Air India,Hyderabad,Hyderabad,1643,2023-11-17 05:00:00,88,58,16083,On Time
504063,Akasa Air,Kolkata,Delhi,862,2023-11-17 06:00:00,50,158,11301,On Time
504064,Akasa Air,Delhi,Hyderabad,560,2023-11-17 07:00:00,75,9,17270,Cancelled
504065,Akasa Air,Kolkata,Chennai,1843,2023-11-17 08:00:00,33,134,5350,On Time
504066,Air India,Kolkata,Hyderabad,2485,2023-11-17 09:00:00,128,166,3241,On Time
504067,Air India,Chennai,Delhi,840,2023-11-17 10:00:00,87,105,14540,On Time
504068,Vistara,Delhi,Bengaluru,948,2023-11-17 11:00:00,115,36,13892,On Time
504069,Akasa Air,Hyderabad,Mumbai,1793,2023-11-17 12:00:00,141,46,15019,On Time
504070,SpiceJet,Hyderabad,Delhi,2109,2023-11-17 13:00:00,-5,129,9068,Delayed
504071,IndiGo,Mumbai,Mumbai,525,2023-11-17 14:00:00,174,164,2989,On Time
504072,IndiGo,Hyderabad,Chennai,1355,2023-11-17 15:00:00,4,183,9974,On Time
504073,Vistara,Chennai,Delhi,1540,2023-11-17 16:00:00,177,199,10166,On Time
504074,Akasa Air,Kolkata,Chennai,766,2023-11-17 17:00:00,46,-12,8201,On Time
504075,SpiceJet,Delhi,Kolkata,1662,2023-11-17 18:00:00,3,21,10297,On Time
504076,IndiGo,Chennai,Delhi,1741,2023-11-17 19:00:00,37,130,6912,On Time
504077,Air India,Bengaluru,Bengaluru,2038,2023-11-17 20:00:00,59,190,8447,On Time
504078,IndiGo,Chennai,Bengaluru,2431,2023-11-17 21:00:00,26,7,3317,On Time
504079,Vistara,Bengaluru,Chennai,1502,2023-11-17 22:00:00,81,35,8285,Delayed
504080,Akasa Air,Mumbai,Mumbai,962,2023-11-17 23:00:00,145,198,12904,On Time
504081,Air India,Chennai,Mumbai,732,2023-11-18 00:00:00,176,66,16971,On Time
504082,Vistara,Kolkata,Hyderabad,988,2023-11-18 01:00:00,66,189,17956,Delayed
504083,Vistara,Chennai,Chennai,1809,2023-11-18 02:00:00,77,-4,3462,On Time
504084,SpiceJet,Chennai,Kolkata,953,2023-11-18 03:00:00,175,119,17316,On Time
504085,Vistara,Delhi,Chennai,2451,2023-11-18 04:00:00,84,68,6859,On Time
504086,Vistara,Bengaluru,Delhi,444,2023-11-18 05:00:00,171,49,17721,On Time
504087,IndiGo,Bengaluru,Hyderabad,1350,2023-11-18 06:00:00,175,157,8168,On Time
504088,Vistara,Delhi,Delhi,2339,2023-11-18 07:00:00,-4,71,7335,On Time
504089,SpiceJet,Chennai,Bengaluru,540,2023-11-18 08:00:00,20,8,13319,Delayed
504090,Akasa Air,Delhi,Bengaluru,1522,2023-11-18 09:00:00,4,168,9969,On Time
504091,IndiGo,Kolkata,Hyderabad,1917,2023-11-18 10:00:00,41,107,10751,On Time
504092,Akasa Air,Chennai,Bengaluru,914,2023-11-18 11:00:00,20,164,15595,On Time
504093,Air India,Bengaluru,Delhi,1787,2023-11-18 12:00:00,89,146,12800,On Time
504094,IndiGo,Hyderabad,Mumbai,2136,2023-11-18 13:00:00,76,135,15475,Delayed
504095,Air India,Bengaluru,Hyderabad,623,2023-11-18 14:00:00,58,183,3812,Cancelled
504096,Akasa Air,Delhi,Mumbai,1148,2023-11-18 15:00:00,2,13,5358,On Time
504097,Akasa Air,Mumbai,Mumbai,2391,2023-11-18 16:00:00,24,66,2845,On Time
504098,SpiceJet,Chennai,Hyderabad,2136,2023-11-18 17:00:00,159,113,17102,Delayed
504099,IndiGo,Chennai,Kolkata,1424,2023-11-18 18:00:00,-4,189,4355,Delayed
504100,Vistara,Bengaluru,Delhi,1878,2023-11-18 19:00:00,4,56,15763,On Time
504101,Air India,Hyderabad,Delhi,1939,2023-11-18 20:00:00,147,36,6627,On Time
504102,Akasa Air,Mumbai,Hyderabad,320,2023-11-18 21:00:00,171,83,4982,On Time
504103,Air India,Mumbai,Bengaluru,1030,2023-11-18 22:00:00,164,74,12293,On Time
504104,SpiceJet,Bengaluru,Kolkata,372,2023-11-18 23:00:00,65,57,10884,On Time
504105,Akasa Air,Bengaluru,Mumbai,1129,2023-11-19 00:00:00,51,8,13048,Delayed
504106,SpiceJet,Chennai,Mumbai,1459,2023-11-19 01:00:00,3,47,4404,Delayed
504107,Air India,Kolkata,Kolkata,768,2023-11-19 02:00:00,82,55,6448,On Time
504108,SpiceJet,Kolkata,Hyderabad,1428,2023-11-19 03:00:00,47,-14,8463,On Time
504109,Air India,Mumbai,Delhi,590,2023-11-19 04:00:00,26,4,8324,Delayed
504110,SpiceJet,Bengaluru,Mumbai,741,2023-11-19 05:00:00,146,108,17692,On Time
504111,Akasa Air,Delhi,Mumbai,1765,2023-11-19 06:00:00,94,31,8628,On Time
504112,Vistara,Kolkata,Chennai,623,2023-11-19 07:00:00,108,25,6662,Delayed
504113,Akasa Air,Chennai,Bengaluru,544,2023-11-19 08:00:00,148,65,13709,On Time
504114,IndiGo,Mumbai,Kolkata,458,2023-11-19 09:00:00,39,138,11450,Delayed
504115,Vistara,Mumbai,Delhi,1671,2023-11-19 10:00:00,98,143,13314,On Time
504116,Air India,Chennai,Kolkata,1787,2023-11-19 11:00:00,15,172,14211,On Time
504117,SpiceJet,Kolkata,Bengaluru,373,2023-11-19 12:00:00,7,147,6772,Delayed
504118,Air India,Mumbai,Delhi,2132,2023-11-19 13:00:00,24,18,11312,On Time
504119,IndiGo,Delhi,Chennai,2364,2023-11-19 14:00:00,136,198,4241,Delayed
504120,SpiceJet,Delhi,Delhi,1869,2023-11-19 15:00:00,76,120,2609,On Time
504121,Vistara,Delhi,Kolkata,1287,2023-11-19 16:00:00,128,92,7876,On Time
504122,SpiceJet,Kolkata,Hyderabad,2492,2023-11-19 17:00:00,90,73,5425,On Time
504123,IndiGo,Mumbai,Mumbai,1151,2023-11-19 18:00:00,117,70,4044,Delayed
504124,IndiGo,Kolkata,Delhi,1396,2023-11-19 19:00:00,141,186,5562,On Time
504125,IndiGo,Delhi,Mumbai,740,2023-11-19 20:00:00,101,87,4637,On Time
504126,Air India,Mumbai,Mumbai,1078,2023-11-19 21:00:00,47,175,6575,On Time
504127,Akasa Air,Bengaluru,Kolkata,1243,2023-11-19 22:00:00,134,104,3699,Delayed
