"Date","Company","Open","High","Low","Close","Volume","Market_Sentiment","News_Impact"
"2019-06-25","Tesla",783.37,787.79,781.79,785.6,4250084,"Positive","Low"
"2019-06-26","Apple",782.78,785.98,780.6,784.05,1880196,"Negative","High"
"2019-06-27","Google",786.82,788.51,784.45,785.88,1744018,"Negative","High"
"2019-06-28","Microsoft",786.74,789.46,783.84,786.17,1761328,"Neutral","Low"
"2019-06-29","Google",786.28,788.65,784.42,784.67,888916,"Neutral","Medium"
"2019-06-30","Apple",785.99,788.65,785.55,786.98,4315932,"Negative","Medium"
"2019-07-01","Google",790.69,792.9,790.45,790.94,3440667,"Neutral","Low"
"2019-07-02","Microsoft",793.83,796.5,791.16,792.45,3009938,"Neutral","High"
"2019-07-03","Google",796.89,800.16,794.42,797.45,3478763,"Neutral","Medium"
"2019-07-04","Google",798.87,804.16,797.11,801.92,1300131,"Neutral","High"
"2019-07-05","Amazon",803.38,805.59,800.92,804.99,4535517,"Positive","Medium"
"2019-07-06","Amazon",803.13,803.52,800.45,802.74,1706511,"Negative","High"
"2019-07-07","Google",805.24,805.8,800.43,803.41,3443373,"Negative","Medium"
"2019-07-08","Google",804.47,806.92,802.41,805.64,3976000,"Negative","High"
"2019-07-09","Apple",808.61,810.19,806.42,809.32,4116358,"Negative","High"
"2019-07-10","Tesla",807.95,811.17,806.15,809.81,3716804,"Positive","Medium"
"2019-07-11","Google",808.43,813.69,806.94,811.96,1397959,"Positive","Medium"
"2019-07-12","Tesla",812.82,812.96,811.55,812.17,3242527,"Positive","Low"
"2019-07-13","Amazon",818.95,821.19,816.63,817.14,4314454,"Positive","Low"
"2019-07-14","Tesla",815.96,817.63,814.87,815.04,4383298,"Negative","Low"
"2019-07-15","Amazon",817.49,818.09,817.25,818.01,4265030,"Negative","High"
"2019-07-16","Amazon",813.27,814.43,811.63,813.21,1501141,"Positive","Medium"
"2019-07-17","Google",817.93,819.01,814.11,815.6,3992460,"Positive","Low"
"2019-07-18","Amazon",815.04,819.86,813.38,817.37,3922399,"Neutral","High"
"2019-07-19","Microsoft",812.92,813.71,811.96,812.81,1899631,"Positive","Medium"
"2019-07-20","Apple",816.58,817.61,815.54,816.26,1158764,"Negative","Low"
"2019-07-21","Tesla",814.09,818.98,813.7,816.85,2221830,"Neutral","Low"
"2019-07-22","Amazon",817.1,819.83,816.45,818.01,3556307,"Positive","High"
"2019-07-23","Apple",816.88,819.41,816.07,816.56,4912482,"Neutral","Low"
"2019-07-24","Microsoft",820.13,822.69,818.42,820.3,1579561,"Neutral","Low"
"2019-07-25","Google",824.56,827.43,824.06,824.4,2545312,"Positive","Medium"
"2019-07-26","Microsoft",825.65,828.2,821.81,824.59,4849395,"Negative","Medium"
"2019-07-27","Google",825.82,827.14,823.77,826.14,2856402,"Positive","Medium"
"2019-07-28","Apple",826.99,827.28,823.98,824.68,4218893,"Positive","Low"
"2019-07-29","Apple",828.34,831.74,827.77,828.87,2399271,"Negative","High"
"2019-07-30","Google",832.49,835.42,830.41,830.87,539964,"Negative","High"
"2019-07-31","Tesla",830.79,833.94,828.82,832.23,4778427,"Negative","High"
"2019-08-01","Tesla",833.88,834.63,832.83,834.37,2071673,"Positive","Low"
"2019-08-02","Apple",834.63,838.21,832.92,835.74,1483950,"Neutral","Low"
"2019-08-03","Google",832.94,834.05,830.84,833.59,4425798,"Positive","High"
"2019-08-04","Amazon",837.95,838.95,836.17,836.98,3436463,"Positive","Low"
"2019-08-05","Amazon",835.59,839.56,834.73,837.71,4921978,"Positive","Low"
"2019-08-06","Amazon",835.39,836.35,831.28,833.26,3183487,"Positive","Medium"
"2019-08-07","Amazon",836.56,839.42,832.03,833.7,4967747,"Positive","Low"
"2019-08-08","Apple",837.72,839.02,833.23,835.6,4701096,"Positive","Low"
"2019-08-09","Amazon",838.22,840.64,834.71,836.53,3754583,"Negative","High"
"2019-08-10","Amazon",839.14,840.03,835.01,836.03,1797631,"Positive","High"
"2019-08-11","Microsoft",837.35,839.53,834.36,838.82,3359522,"Neutral","Low"
"2019-08-12","Microsoft",835.62,838.45,834.36,837.62,1563314,"Negative","Low"
"2019-08-13","Apple",834.44,834.62,831.21,833.64,4497739,"Neutral","Low"
"2019-08-14","Amazon",832.2,835.1,832.19,834.46,2505092,"Negative","Low"
"2019-08-15","Tesla",831.74,834.03,826.73,829.69,4142249,"Positive","Low"
"2019-08-16","Apple",826.63,829.92,824.16,828.61,4653488,"Positive","Medium"
"2019-08-17","Microsoft",823.41,825.64,822.34,823.55,1488202,"Positive","Medium"
"2019-08-18","Microsoft",825.83,828.32,822.54,824.13,845546,"Positive","Medium"
"2019-08-19","Google",828.26,830.64,825.36,827.04,3578424,"Positive","Medium"
"2019-08-20","Amazon",832.94,834.91,829.39,831.73,932906,"Neutral","Medium"
"2019-08-21","Tesla",831.94,835.08,831.46,832.47,4828827,"Negative","Medium"
"2019-08-22","Apple",835.69,837.18,832.57,834.22,4898658,"Neutral","Low"
"2019-08-23","Google",835.16,839.91,833.86,838.27,4685969,"Negative","Low"
"2019-08-24","Google",841.06,844.42,841,842.52,2957991,"Positive","Low"
"2019-08-25","Amazon",844.29,847.69,841.31,846.67,526776,"Neutral","Medium"
"2019-08-26","Amazon",844.74,847.05,840.84,843.68,2275128,"Negative","Medium"
"2019-08-27","Microsoft",842.55,844.98,840.7,841.83,1954541,"Positive","Low"
"2019-08-28","Microsoft",843.39,844.64,840.41,843.8,1229758,"Negative","High"
"2019-08-29","Amazon",847.84,849.15,846.3,847.1,2921390,"Positive","Low"
"2019-08-30","Amazon",846.3,852.16,844.55,849.33,3807680,"Neutral","Medium"
"2019-08-31","Tesla",844.01,848.1,841.92,846.3,3727015,"Positive","Low"
"2019-09-01","Amazon",849.81,850.78,847.36,850.49,2767141,"Positive","Low"
"2019-09-02","Tesla",851.76,852.57,848.17,850.69,1230779,"Neutral","Medium"
"2019-09-03","Amazon",856.03,857.52,855.84,856.49,3836792,"Negative","Medium"
"2019-09-04","Tesla",858.17,859.46,855.97,857.24,1827874,"Positive","High"
"2019-09-05","Apple",856.59,856.73,851.67,853.66,1075720,"Negative","Low"
"2019-09-06","Google",853.58,856.09,852.18,854.92,4058210,"Neutral","Low"
"2019-09-07","Microsoft",851.65,855.02,850.16,852.36,2846029,"Negative","Medium"
"2019-09-08","Microsoft",847.13,850.02,846.51,847.07,3879780,"Neutral","Medium"
"2019-09-09","Apple",851.93,852.4,848.08,850.41,4573922,"Positive","Medium"
"2019-09-10","Apple",853.48,853.67,849.97,852.44,1948368,"Negative","High"
"2019-09-11","Google",852.29,856.47,850.04,854.87,2956371,"Positive","Low"
"2019-09-12","Tesla",855.17,857.86,854.1,855.47,818016,"Positive","Medium"
"2019-09-13","Amazon",855.7,858.3,853.89,858.05,2079680,"Positive","Medium"
"2019-09-14","Apple",859.12,861.65,856.67,860.97,2021067,"Positive","Medium"
"2019-09-15","Tesla",857.96,860.91,855.8,859.14,1887804,"Positive","High"
"2019-09-16","Microsoft",859.68,864.21,857.96,862.19,4041059,"Neutral","High"
"2019-09-17","Google",862.94,865.16,860.67,863.93,1200351,"Neutral","Medium"
"2019-09-18","Microsoft",866.8,868.5,862.49,864.33,4274580,"Positive","Medium"
"2019-09-19","Apple",867.43,870.08,866.41,868.79,3436544,"Positive","Medium"
"2019-09-20","Google",867.46,869.13,864.68,868.95,3647738,"Positive","Low"
"2019-09-21","Microsoft",870.87,871.99,866.36,868.95,2427168,"Positive","High"
"2019-09-22","Tesla",866.88,869.63,862.65,865.19,1452393,"Positive","Medium"
"2019-09-23","Google",863.4,866.86,860.55,864.63,4250861,"Positive","Low"
"2019-09-24","Amazon",859.22,862.57,856.34,861.37,1672197,"Positive","High"
"2019-09-25","Tesla",862.01,863.36,856.61,859.6,4586516,"Positive","Low"
"2019-09-26","Tesla",863.01,865.75,860.22,864.63,1790099,"Neutral","Medium"
"2019-09-27","Amazon",864.67,867.66,862,863.22,2157614,"Neutral","Low"
"2019-09-28","Amazon",863.99,864.58,862.64,863.1,1251388,"Negative","Medium"
"2019-09-29","Amazon",865.43,866.56,864.59,865.06,4365518,"Positive","Medium"
"2019-09-30","Google",870.64,873.58,870.15,871.71,2082188,"Positive","Low"
"2019-10-01","Apple",868.44,871.58,867.64,869.17,1390229,"Positive","Low"
"2019-10-02","Apple",871.61,874.12,868.14,870.71,3183112,"Positive","Low"
"2019-10-03","Amazon",871.69,873.48,870.12,872.83,2251264,"Positive","Low"
"2019-10-04","Tesla",876.98,877.61,875.04,876.83,3957899,"Positive","Medium"
"2019-10-05","Microsoft",873.55,875.2,873,874.57,1970172,"Positive","High"
"2019-10-06","Google",870.68,873.2,870.07,873.18,4762857,"Neutral","Low"
"2019-10-07","Google",872.04,876.23,870.14,875.21,557794,"Negative","High"
"2019-10-08","Microsoft",875.68,876.65,873.47,875.42,2192352,"Negative","Medium"
"2019-10-09","Google",873.88,876.11,870.89,874.46,4792757,"Neutral","High"
"2019-10-10","Tesla",876.42,878.04,873.8,875.57,4548055,"Neutral","High"
"2019-10-11","Google",874.51,876.36,873.25,873.68,1068132,"Positive","Medium"
"2019-10-12","Tesla",871.64,872.77,867.77,870.18,939963,"Positive","Low"
"2019-10-13","Amazon",873.31,876.01,870.92,874.98,3034408,"Negative","Low"
"2019-10-14","Google",871.15,873.2,868.38,871.57,3758050,"Neutral","High"
"2019-10-15","Microsoft",872.15,874.71,871.52,872.84,2025114,"Negative","Medium"
"2019-10-16","Apple",874.12,879.55,872.26,877.41,1527840,"Positive","Low"
"2019-10-17","Apple",881.03,882.03,878.31,879.47,1739640,"Positive","Medium"
"2019-10-18","Microsoft",877.99,879.79,875.45,878.17,4668145,"Negative","High"
"2019-10-19","Microsoft",875.94,877.74,874.74,876.22,1674790,"Neutral","Low"
"2019-10-20","Amazon",876.79,879.64,874.07,876.85,3493207,"Positive","High"
"2019-10-21","Microsoft",881.38,882.58,877.12,879.44,2732847,"Neutral","Low"
"2019-10-22","Tesla",884.26,886.85,879.91,881.51,3558733,"Positive","Medium"
"2019-10-23","Tesla",885.97,889.65,884.89,887.64,2880469,"Negative","Medium"
"2019-10-24","Tesla",890.74,893.52,889.11,890.87,1017724,"Positive","Medium"
"2019-10-25","Google",893.38,898.24,890.9,895.92,2116839,"Neutral","Medium"
"2019-10-26","Microsoft",897.81,898.46,895.1,895.63,4689520,"Negative","Medium"
"2019-10-27","Tesla",898.85,901.58,898.73,899.74,3200675,"Neutral","Low"
"2019-10-28","Apple",900.61,900.86,900.03,900.66,1823301,"Positive","High"
"2019-10-29","Tesla",902.85,903.86,901.45,902.75,2446331,"Neutral","Low"
"2019-10-30","Amazon",907.66,909.9,904.57,907.4,3353832,"Positive","Low"
"2019-10-31","Apple",913.71,914.44,909.36,912.22,1934864,"Neutral","High"
"2019-11-01","Apple",909.65,911.34,908.83,909.58,4240713,"Negative","Medium"
"2019-11-02","Apple",907.27,910.01,906.59,906.73,4425973,"Negative","High"
"2019-11-03","Tesla",909,911.21,907.57,908.67,2582038,"Neutral","Medium"
"2019-11-04","Amazon",910.99,913.66,909.91,911.85,3405585,"Neutral","High"
"2019-11-05","Apple",913.39,913.83,911.06,911.87,3521384,"Positive","Medium"
"2019-11-06","Tesla",910.4,913.61,907.87,910.88,3040310,"Neutral","Low"
"2019-11-07","Apple",911.11,911.85,909.59,911.06,4739192,"Negative","Medium"
"2019-11-08","Microsoft",906.5,908.66,904.46,908.53,3183407,"Neutral","Low"
"2019-11-09","Microsoft",904.9,905.1,902.23,903.4,3270187,"Neutral","Low"
"2019-11-10","Amazon",905.78,907.5,904.53,906.76,2385563,"Negative","High"
"2019-11-11","Tesla",906.41,908.97,904.56,905.73,4019005,"Negative","Medium"
"2019-11-12","Tesla",909.24,911.35,906.36,909.43,4033324,"Neutral","High"
"2019-11-13","Microsoft",907.02,909.54,906.91,909.14,2591052,"Positive","Medium"
"2019-11-14","Amazon",908.01,911.43,907.16,908.88,1114155,"Positive","Medium"
"2019-11-15","Google",905.91,907.84,905.54,906.8,3515835,"Neutral","Low"
"2019-11-16","Microsoft",904.23,906.43,903.19,904.98,1403747,"Neutral","High"
"2019-11-17","Tesla",903.44,906.89,901.73,904.5,4805664,"Neutral","Low"
"2019-11-18","Google",906.21,910.73,903.94,907.95,4865241,"Positive","Low"
"2019-11-19","Google",909.98,910.11,909.55,909.81,3435395,"Neutral","Medium"
"2019-11-20","Apple",907.13,911.47,905.21,908.92,2826374,"Negative","High"
"2019-11-21","Microsoft",909.03,909.49,904.49,906.4,3340165,"Negative","Low"
"2019-11-22","Amazon",909.24,909.25,908.2,908.55,828554,"Positive","High"
"2019-11-23","Tesla",909.36,913.52,907.52,911.31,3258348,"Positive","Low"
"2019-11-24","Google",909.89,910.24,907.03,908.13,2302502,"Positive","Low"
"2019-11-25","Tesla",908.28,911.13,906.11,908.11,1282647,"Positive","Medium"
"2019-11-26","Tesla",906.05,909.97,905.38,907.88,3086524,"Positive","Low"
"2019-11-27","Apple",905.09,905.13,900.72,903.44,1733495,"Negative","Low"
"2019-11-28","Google",906.69,908.11,903.89,905.49,1299803,"Positive","Low"
"2019-11-29","Google",909.07,911.13,906.11,908.36,1753616,"Positive","High"
"2019-11-30","Tesla",908.7,909.47,905.04,907.5,4558727,"Neutral","Medium"
"2019-12-01","Microsoft",909.95,912.88,908.31,909.06,3947305,"Neutral","Low"
"2019-12-02","Amazon",910.58,911.61,908.26,910.91,2728921,"Neutral","Low"
"2019-12-03","Tesla",911.84,915.73,910.15,913.67,3885145,"Neutral","Medium"
"2019-12-04","Google",911.35,912.52,909.29,910.87,4230005,"Negative","Medium"
"2019-12-05","Amazon",912.32,912.47,909.72,910.14,991143,"Negative","High"
"2019-12-06","Google",912.32,912.42,909.12,911.91,2817442,"Negative","Medium"
"2019-12-07","Amazon",911.99,916.02,909.06,914.47,4483688,"Positive","Medium"
"2019-12-08","Apple",911.3,913.51,910.91,912.95,4538549,"Neutral","Medium"
"2019-12-09","Google",910.91,913.03,909.15,912.63,1600752,"Negative","Medium"
"2019-12-10","Amazon",911.2,913.35,911.08,911.17,1547386,"Neutral","Low"
"2019-12-11","Microsoft",912.77,915.07,912.11,912.3,4221403,"Negative","High"
"2019-12-12","Amazon",914.86,916.78,911.43,912.35,4459943,"Positive","High"
"2019-12-13","Microsoft",914.92,916.46,910.23,911.68,3360050,"Positive","Medium"
"2019-12-14","Tesla",914.72,917.41,909.91,912.54,3737317,"Positive","High"
"2019-12-15","Tesla",919.62,921.24,918.84,919.67,3401755,"Negative","Low"
"2019-12-16","Amazon",917.58,921.69,917.27,918.78,3280669,"Negative","Medium"
"2019-12-17","Tesla",916.6,919.04,915.55,917.48,1302235,"Positive","High"
"2019-12-18","Tesla",914.55,917.04,913.75,916.69,2383259,"Neutral","Medium"
"2019-12-19","Amazon",914.1,915.68,912.8,913.68,3873570,"Positive","Medium"
"2019-12-20","Apple",915.43,916.58,910.19,913.08,541402,"Neutral","Low"
"2019-12-21","Google",913.14,915.27,908.5,910.34,2076304,"Positive","Low"
"2019-12-22","Tesla",915.14,918.13,912.92,916.43,2847025,"Positive","High"
"2019-12-23","Microsoft",913.89,917.39,912.06,916.96,2123619,"Positive","Low"
"2019-12-24","Microsoft",915.46,916.69,914.05,915.74,4373840,"Neutral","Medium"
"2019-12-25","Amazon",913.73,915.87,910.81,913.65,3053142,"Negative","Low"
"2019-12-26","Amazon",912.1,917.44,909.91,914.87,1192366,"Positive","Low"
"2019-12-27","Microsoft",914.08,915.26,912.03,913.67,1495538,"Positive","High"
"2019-12-28","Apple",918.03,921.25,916.97,919.51,4480530,"Negative","Low"
"2019-12-29","Microsoft",913.95,917.14,912.13,914.55,1429028,"Negative","High"
"2019-12-30","Amazon",911.57,913.82,909.39,910.4,2696568,"Positive","High"
"2019-12-31","Apple",912.88,913.24,909.85,910.85,3158771,"Positive","High"
"2020-01-01","Apple",913.48,917.01,912.31,914.99,917139,"Negative","Low"
"2020-01-02","Google",913.31,915.58,911.4,911.46,3736777,"Neutral","Low"
"2020-01-03","Apple",916.59,917.1,916.42,916.47,3011966,"Neutral","Low"
"2020-01-04","Apple",915.36,916.41,912.7,914.12,2950836,"Negative","Low"
"2020-01-05","Apple",915.13,915.5,914.47,915.38,896131,"Neutral","High"
"2020-01-06","Microsoft",919.49,919.85,915.83,917.26,3617525,"Positive","High"
"2020-01-07","Microsoft",921.92,924.28,918.73,920.64,2890444,"Positive","Low"
"2020-01-08","Tesla",917.42,920.85,915.51,920.61,2771099,"Neutral","Low"
"2020-01-09","Microsoft",918.86,921.09,915.56,917.06,505649,"Positive","High"
"2020-01-10","Apple",920.67,924.06,920.15,921.95,1212611,"Positive","Low"
"2020-01-11","Amazon",918.77,920.48,917.05,917.27,2899196,"Neutral","Medium"
"2020-01-12","Tesla",917.51,919.4,917.32,917.62,1740730,"Neutral","Low"
"2020-01-13","Microsoft",919.11,921.64,917.55,919.39,1203787,"Negative","Low"
"2020-01-14","Tesla",918.52,918.8,916.62,918.31,3927284,"Negative","Medium"
"2020-01-15","Amazon",917.62,919.01,915.38,917.54,4309499,"Positive","Medium"
"2020-01-16","Amazon",922.62,924.24,920.84,922.54,546176,"Positive","Medium"
"2020-01-17","Google",922.02,925.62,921.02,923.89,3487795,"Positive","Low"
"2020-01-18","Tesla",922.97,925.45,922.01,922.58,3206965,"Positive","Medium"
"2020-01-19","Apple",921.17,923.72,918.76,923.14,1861327,"Positive","Low"
"2020-01-20","Microsoft",922.37,924.34,920.61,922.96,4067108,"Positive","High"
"2020-01-21","Apple",925.68,929.61,924.5,927.54,2196286,"Positive","High"
"2020-01-22","Google",929.43,929.6,927.97,928.84,2955928,"Positive","Low"
"2020-01-23","Tesla",927.6,928.98,921.81,924.53,3772301,"Positive","Low"
"2020-01-24","Microsoft",929.39,931.18,928.56,929.31,1397843,"Negative","Medium"
"2020-01-25","Tesla",928,931.44,926.16,929.17,1769649,"Neutral","Low"
"2020-01-26","Microsoft",930.65,933.86,927.68,932.47,3023549,"Positive","Low"
"2020-01-27","Apple",926.85,927.84,926.72,927.72,4909328,"Neutral","Low"
"2020-01-28","Tesla",930.09,934.73,927.14,933.76,1955919,"Positive","High"
"2020-01-29","Amazon",929.92,931.97,929.73,930.92,1858008,"Negative","Low"
"2020-01-30","Google",927.17,930.4,925.98,929.46,1940970,"Positive","Medium"
"2020-01-31","Microsoft",930.25,934.09,927.77,932.45,2273631,"Neutral","Low"
"2020-02-01","Amazon",932.3,933.3,931.67,932.75,1110922,"Neutral","Medium"
"2020-02-02","Google",933.36,936.36,930.84,935.42,2202330,"Positive","Low"
"2020-02-03","Apple",935.68,938.24,932.72,934.4,1879916,"Neutral","Medium"
"2020-02-04","Apple",933.11,935.64,931.13,933.81,3241222,"Positive","Medium"
"2020-02-05","Google",937.17,938.53,936.42,936.53,1616291,"Positive","Low"
"2020-02-06","Google",938.93,938.93,934.96,937.42,3299949,"Positive","Medium"
"2020-02-07","Google",940.19,944.05,937.82,941.33,3560324,"Negative","Low"
"2020-02-08","Microsoft",943.33,946.99,942.84,945.72,1579448,"Positive","Medium"
"2020-02-09","Tesla",944.4,948.98,941.85,946.37,3079293,"Positive","Medium"
"2020-02-10","Google",943.83,946.67,941.28,946.42,3182300,"Neutral","Medium"
"2020-02-11","Amazon",945.25,949.13,944.41,946.2,4452665,"Positive","Low"
"2020-02-12","Google",950.62,952.62,947.01,949.08,2706823,"Positive","Low"
"2020-02-13","Tesla",954.35,956.34,950.83,951.46,1458556,"Neutral","High"
"2020-02-14","Apple",953.38,955.92,950.61,955.32,2752249,"Positive","Medium"
"2020-02-15","Microsoft",955.44,956.14,953.96,954.62,4020299,"Neutral","Medium"
"2020-02-16","Apple",953.59,955.7,950.83,953.79,2787177,"Negative","Low"
"2020-02-17","Google",952.82,956.61,949.88,954.46,3815220,"Positive","Low"
"2020-02-18","Apple",957.74,957.91,955.77,956.87,3896275,"Positive","Medium"
"2020-02-19","Apple",953.8,955.01,950.79,953.72,4156742,"Positive","Low"
"2020-02-20","Tesla",951.74,952.52,946.85,948.17,1144788,"Positive","Low"
"2020-02-21","Amazon",949.08,949.51,948.14,949.2,1970876,"Neutral","High"
"2020-02-22","Microsoft",947.15,951.47,945.64,949.62,666513,"Positive","Medium"
"2020-02-23","Apple",952.84,955.24,949.73,952.02,4865629,"Negative","Medium"
"2020-02-24","Microsoft",952.32,955.25,949.94,952.1,4437338,"Negative","Medium"
"2020-02-25","Microsoft",953.76,957.66,951.72,955.14,1343034,"Positive","Low"
"2020-02-26","Microsoft",958.83,960.83,956.41,958.33,1652753,"Neutral","Low"
"2020-02-27","Google",960.47,963.19,958.68,961.89,1595401,"Positive","Low"
"2020-02-28","Amazon",965.49,966.38,959.5,962.27,4709023,"Positive","Low"
"2020-02-29","Tesla",964.58,966.69,963.71,963.74,3754786,"Negative","Medium"
"2020-03-01","Amazon",966.46,970.79,965.34,968.11,4758200,"Positive","Medium"
"2020-03-02","Apple",966.78,968.4,965.14,966.17,781887,"Positive","Medium"
"2020-03-03","Apple",963.17,964.16,961.55,963.88,4839414,"Positive","Medium"
"2020-03-04","Amazon",962.66,965.55,961.67,962.62,626345,"Neutral","Low"
"2020-03-05","Tesla",965.54,966.99,963.4,965.02,1183024,"Neutral","High"
"2020-03-06","Tesla",959.42,962.03,958.47,961.07,1172232,"Positive","Medium"
"2020-03-07","Apple",964.73,965.82,964.04,964.9,4759894,"Neutral","High"
"2020-03-08","Apple",961.08,967.45,959.7,964.5,4469192,"Neutral","Low"
"2020-03-09","Tesla",962.72,967.12,960.88,965.91,4944896,"Positive","Medium"
"2020-03-10","Google",967.42,969.96,964.86,965.06,2120557,"Negative","Medium"
"2020-03-11","Microsoft",966.51,970.63,964.41,969.6,2430944,"Negative","Low"
"2020-03-12","Amazon",970.36,972.88,968.81,970.89,2111298,"Positive","Medium"
"2020-03-13","Microsoft",970.61,975.09,970.23,973.66,1199551,"Positive","Low"
"2020-03-14","Apple",972.97,974.27,971.43,973.54,2235668,"Neutral","Medium"
"2020-03-15","Google",968.14,974.46,965.59,971.73,1178271,"Positive","High"
"2020-03-16","Apple",972.35,973.4,972.32,972.95,822178,"Neutral","Medium"
"2020-03-17","Amazon",970.12,972.05,969.22,971.46,3554997,"Neutral","High"
"2020-03-18","Tesla",976.1,977.36,972.01,974.86,1119588,"Negative","Low"
"2020-03-19","Microsoft",975.91,978.68,973,976.2,537487,"Neutral","Medium"
"2020-03-20","Tesla",979.43,982.26,978.54,978.93,1892986,"Positive","High"
"2020-03-21","Microsoft",980.1,981.92,979.51,980.37,2633938,"Positive","Medium"
"2020-03-22","Amazon",978.7,983.45,978.69,980.9,3509339,"Negative","Low"
"2020-03-23","Amazon",976.63,979.83,973.82,978.49,963112,"Positive","Medium"
"2020-03-24","Amazon",976.81,982.46,975.23,979.64,2338808,"Neutral","Medium"
"2020-03-25","Tesla",977.78,980.22,975.17,976.56,3229063,"Positive","Low"
"2020-03-26","Tesla",974.74,976.67,972.74,974.39,1825586,"Negative","Medium"
"2020-03-27","Microsoft",970.5,973.73,968.36,973.13,2486305,"Positive","Low"
"2020-03-28","Tesla",971.27,973.87,971.07,971.67,1132472,"Negative","Medium"
"2020-03-29","Microsoft",972.06,972.45,970.47,972.32,1232683,"Negative","High"
"2020-03-30","Amazon",971.74,975.05,970.29,974.98,4350276,"Neutral","Medium"
"2020-03-31","Tesla",975.72,978.05,973.53,975.15,2486528,"Positive","Medium"
"2020-04-01","Tesla",978.18,980.16,977.64,979.34,2709428,"Positive","Medium"
"2020-04-02","Google",979.39,980.8,976.53,977.14,3848783,"Neutral","Medium"
"2020-04-03","Microsoft",977.96,979.66,977.57,978.32,4809414,"Positive","High"
"2020-04-04","Tesla",982.63,984.25,979.57,980.95,4652894,"Negative","Medium"
"2020-04-05","Amazon",981.15,984.3,978.22,982.78,2961468,"Positive","High"
"2020-04-06","Tesla",979.74,984.33,978.99,982.7,2053904,"Positive","Medium"
"2020-04-07","Google",978.08,981.53,975.11,979.6,1348579,"Neutral","Medium"
"2020-04-08","Apple",984.77,984.83,981.18,983.58,2674858,"Negative","Medium"
"2020-04-09","Microsoft",980.09,984.2,979.11,983.86,1062904,"Positive","Medium"
"2020-04-10","Tesla",982.7,983.81,980.74,981.39,4628960,"Positive","Medium"
"2020-04-11","Apple",981.31,982.61,980.88,981.25,3976653,"Neutral","Medium"
"2020-04-12","Microsoft",982.82,985.18,981.49,983.21,4640404,"Neutral","Low"
"2020-04-13","Amazon",985.44,987.43,981.19,982.71,1690294,"Positive","Medium"
"2020-04-14","Apple",983.94,985.46,981.07,983.46,776710,"Positive","Low"
"2020-04-15","Google",978.87,980.38,978.46,979.11,2464993,"Neutral","Medium"
"2020-04-16","Google",982.06,984.12,979.12,982.35,655629,"Positive","Medium"
"2020-04-17","Tesla",982.43,983.54,979.72,982.3,755815,"Neutral","Medium"
"2020-04-18","Amazon",976.44,976.6,973.7,976.5,936587,"Positive","High"
"2020-04-19","Microsoft",977.58,978.61,975.27,977.69,2930053,"Neutral","Low"
"2020-04-20","Apple",978.4,984.02,975.52,981.59,2977205,"Positive","Medium"
"2020-04-21","Amazon",981.78,985.67,981.02,984.17,3567202,"Positive","Medium"
"2020-04-22","Tesla",983.37,985.57,980.56,982.79,4991618,"Positive","Low"
"2020-04-23","Apple",983.57,984.88,982.31,983.6,4690837,"Positive","High"
"2020-04-24","Amazon",982.84,984.76,980.86,982.05,2215403,"Neutral","Low"
"2020-04-25","Google",977.51,980.6,974.8,980.42,1798224,"Positive","High"
"2020-04-26","Amazon",976.81,980.46,975.28,979.43,2300742,"Neutral","Medium"
"2020-04-27","Amazon",978.41,983.27,976.03,980.49,3660834,"Neutral","Low"
"2020-04-28","Microsoft",980.86,981.52,978.55,979.16,3452311,"Neutral","Low"
"2020-04-29","Microsoft",978.75,979.23,976.1,976.86,605323,"Positive","Medium"
"2020-04-30","Google",976.98,977.17,974.26,975.34,1421282,"Neutral","High"
"2020-05-01","Amazon",977.92,980.1,977.1,979.98,2339230,"Neutral","High"
"2020-05-02","Apple",976.57,980.97,973.66,978.83,4624496,"Neutral","Medium"
"2020-05-03","Apple",973.44,975.9,971.4,974.15,4900643,"Neutral","High"
"2020-05-04","Apple",973.4,976.05,970.59,971.62,1476047,"Neutral","Low"
"2020-05-05","Microsoft",967.93,971.27,966.6,969.14,673769,"Neutral","Low"
"2020-05-06","Apple",965.62,969.23,964.56,968.09,1374576,"Positive","Low"
"2020-05-07","Amazon",969.36,970.14,969.01,969.45,1239600,"Neutral","Low"
"2020-05-08","Apple",967.41,968.84,965.52,966.1,2841369,"Positive","High"
"2020-05-09","Microsoft",963.38,967.42,962.11,965.22,4342628,"Positive","High"
"2020-05-10","Amazon",970.35,971.67,967.64,970.65,1326506,"Neutral","Low"
"2020-05-11","Google",964.09,967.16,962.39,966.08,782049,"Positive","Low"
"2020-05-12","Google",965.15,967.23,964.5,964.9,2071367,"Positive","Low"
"2020-05-13","Amazon",964.07,966.23,962.89,965.79,4927661,"Neutral","Medium"
"2020-05-14","Apple",964.87,968.21,964.33,965.71,3506803,"Positive","Medium"
"2020-05-15","Apple",962.96,965.41,960.14,962.31,3242572,"Negative","Low"
"2020-05-16","Microsoft",959.22,960.03,958.9,959.17,2745167,"Neutral","Medium"
"2020-05-17","Apple",958,961.46,957.38,958.7,2992656,"Positive","Medium"
"2020-05-18","Amazon",955.01,956.93,954.34,955.14,2417890,"Neutral","Low"
"2020-05-19","Microsoft",962,965.35,959.45,962.77,3146107,"Positive","Medium"
"2020-05-20","Apple",957.37,959.68,955.32,958.96,4481971,"Neutral","High"
"2020-05-21","Google",957.5,958.66,956.06,956.9,3159435,"Negative","Low"
